year,recipient_iso3,pmm_fh,pmm_polity,gdp,pop,unemp,disaster,civilwar,dist,distw,distwces,trade,atopally
2011,BGR,6.5,10,51568094264,7348328,11.26,0,0,7364.44677734375,7576.192204337311,7550.9865174545,577754176,0
2012,BGR,6,9,51751979376,7305888,12.27,5.999999997,0,7364.44677734375,7576.192204337311,7550.9865174545,608103040,0
2013,BGR,6,10,51920571507,7265115,12.94,0,0,7364.44677734375,7576.192204337311,7550.9865174545,645072576,0
2014,BGR,6.5,10,52899515523,7223938,11.42,4.000000002,0,7364.44677734375,7576.192204337311,7550.9865174545,690679040,0
2000,BRB,7,8,4227500000,271511,9.35,0,0,14118.9873046875,14553.720781495666,14527.724532202421,7004970.5,0
2001,BRB,7,8,4127500000,272494,9.85,0,0,14118.9873046875,14553.720781495666,14527.724532202421,15099785,0
2002,BRB,7,8,4160000000,273423,10.32,0,0,14118.9873046875,14553.720781495666,14527.724532202421,17769682,0
2003,BRB,7,8,4250500000,274331,11,1.000001956,0,14118.9873046875,14553.720781495666,14527.724532202421,19131850,0
2004,BRB,7,8,4310500000,275283,9.57,1.00000002,0,14118.9873046875,14553.720781495666,14527.724532202421,21380272,0
2005,BRB,7,8,4481000000,276320,9.08,0,0,14118.9873046875,14553.720781495666,14527.724532202421,25638322,0
2006,BRB,7,9,4745500000,277475,8.73,0,0,14118.9873046875,14553.720781495666,14527.724532202421,26129932,0
2007,BRB,7,8,4850000000,278701,7.41,0,0,14118.9873046875,14553.720781495666,14527.724532202421,19197792,0
2008,BRB,7,8,4884000000,279946,8.12,0,0,14118.9873046875,14553.720781495666,14527.724532202421,16532160,0
2009,BRB,7,9,4636000000,281107,10.02,0,0,14118.9873046875,14553.720781495666,14527.724532202421,64647024,0
2010,BRB,7,9,4530000000,282131,10.69,0,0,14118.9873046875,14553.720781495666,14527.724532202421,50793392,0
2011,BRB,7,9,4499500000,282987,11.19,0,0,14118.9873046875,14553.720781495666,14527.724532202421,98768440,0
2012,BRB,7,9,4479000000,283698,11.59,0,0,14118.9873046875,14553.720781495666,14527.724532202421,66920664,0
2013,BRB,7,8,4416000000,284294,11.55,0,0,14118.9873046875,14553.720781495666,14527.724532202421,49406520,0
2014,BRB,7,9,4410500000,284825,12.17,0,0,14118.9873046875,14553.720781495666,14527.724532202421,47885904,0
2000,BWA,6,8,8563534760,1643333,15.88,2.999999999,0,11792.978515625,11577.53436309967,11540.955815879572,20518500,0
2001,BWA,6,8,8584992741,1674674,18.54,0,0,11792.978515625,11577.53436309967,11540.955815879572,9883551,0
2002,BWA,6,8,9106061525,1704637,21.13,0,0,11792.978515625,11577.53436309967,11540.955815879572,12661890,0
2003,BWA,6,8,9527298351,1734387,23.8,0,0,11792.978515625,11577.53436309967,11540.955815879572,13985186,0
2004,BWA,6,8,9785090060,1765533,21.76,0,0,11792.978515625,11577.53436309967,11540.955815879572,27039188,0
2005,BWA,6,8,10230961942,1799077,19.77,0,0,11792.978515625,11577.53436309967,11540.955815879572,32183132,0
2006,BWA,6,8,11086666408,1835911,17.78,0,0,11792.978515625,11577.53436309967,11540.955815879572,33549454,0
2007,BWA,6,8,12004283599,1875458,17,0,0,11792.978515625,11577.53436309967,11540.955815879572,58917124,0
2008,BWA,6,8,12754003612,1915636,16.35,0,0,11792.978515625,11577.53436309967,11540.955815879572,90364720,0
2009,BWA,6,8,11778027692,1953495,16.17,0,0,11792.978515625,11577.53436309967,11540.955815879572,106463552,0
2010,BWA,5.5,8,12786654498,1987106,17.86,0,0,11792.978515625,11577.53436309967,11540.955815879572,239150128,0
2011,BWA,6,8,13560037580,2015406,17.85,0,0,11792.978515625,11577.53436309967,11540.955815879572,384327904,0
2012,BWA,6,7,14164292445,2039551,17.86,0,0,11792.978515625,11577.53436309967,11540.955815879572,114939808,0
2013,BWA,6,8,15771004365,2062551,17.88,12.00000007,0,11792.978515625,11577.53436309967,11540.955815879572,94792008,0
2014,BWA,5.5,8,16425384697,2088619,17.78,0,0,11792.978515625,11577.53436309967,11540.955815879572,107061360,0
2000,CAF,4.5,5,1539405300,3640421,4.47,0,0,10367.6103515625,10453.640285946654,10427.288722963975,0,0
2001,CAF,3,5,1608135729,3722016,4.45,3,1,10367.6103515625,10453.640285946654,10427.288722963975,435548.6875,0
2002,CAF,3,5,1666294636,3802129,4.49,0,1,10367.6103515625,10453.640285946654,10427.288722963975,504954.3438,0
2003,CAF,2,-1,1576356630,3881185,4.49,0,0,10367.6103515625,10453.640285946654,10427.288722963975,1433000.75,0
2004,CAF,2.5,-1,1670857385,3959883,4.44,3.000000003,0,10367.6103515625,10453.640285946654,10427.288722963975,1996877.75,0
2005,CAF,3.5,-1,1686032287,4038380,4.38,1.000000001,0,10367.6103515625,10453.640285946654,10427.288722963975,4287619.5,0
2006,CAF,3.5,-1,1766474328,4118075,4.27,0,1,10367.6103515625,10453.640285946654,10427.288722963975,1012733.688,0
2007,CAF,3,-1,1847865248,4198004,4.17,1,0,10367.6103515625,10453.640285946654,10427.288722963975,4872977,0
2008,CAF,3,-1,1885822821,4273368,4.12,0,0,10367.6103515625,10453.640285946654,10427.288722963975,6729185.5,0
2009,CAF,4,6,2047763337,4337623,4.34,3.99999999,1,10367.6103515625,10453.640285946654,10427.288722963975,9002914,0
2010,CAF,3,-1,2142591539,4386765,4.38,2.999999997,1,10367.6103515625,10453.640285946654,10427.288722963975,16821866,0
2011,CAF,3,-1,2232465013,4418639,4.38,1,1,10367.6103515625,10453.640285946654,10427.288722963975,8032569.5,0
2012,CAF,3,-1,2345288465,4436411,4.38,0,1,10367.6103515625,10453.640285946654,10427.288722963975,12364674,0
2013,CAF,2.5,-1,1491791624,4447945,4.39,0,1,10367.6103515625,10453.640285946654,10427.288722963975,6655609,0
2014,CAF,3,3,1493001027,4464171,4.34,0,0,10367.6103515625,10453.640285946654,10427.288722963975,4824883.5,0
2000,CMR,1.5,-4,17787859759,15513944,7.6,3.000000001,0,11002.2626953125,11011.544712141418,10981.388433366232,39972808,0
2001,CMR,2,-4,18564848458,15928910,7.46,30.00000006,0,11002.2626953125,11011.544712141418,10981.388433366232,34711008,0
2002,CMR,2,-4,19351478900,16357605,6.68,0,0,11002.2626953125,11011.544712141418,10981.388433366232,44352648,0
2003,CMR,2,-4,20235298726,16800869,5.9,20.00000003,0,11002.2626953125,11011.544712141418,10981.388433366232,53038664,0
2004,CMR,2,-4,21607445414,17259322,5.13,0,0,11002.2626953125,11011.544712141418,10981.388433366232,60017536,0
2005,CMR,2,-4,22044058919,17733408,4.4,2,0,11002.2626953125,11011.544712141418,10981.388433366232,78578768,0
2006,CMR,2,-4,22806269465,18223677,3.69,0,0,11002.2626953125,11011.544712141418,10981.388433366232,114280640,0
2007,CMR,2,-4,23924278802,18730283,3.06,7.999999994,0,11002.2626953125,11011.544712141418,10981.388433366232,163154560,0
2008,CMR,2,-4,24758949260,19252674,3.31,9.00000001,0,11002.2626953125,11011.544712141418,10981.388433366232,227851040,0
2009,CMR,2.5,-4,25303315390,19789922,3.77,0,0,11002.2626953125,11011.544712141418,10981.388433366232,293618272,0
2010,CMR,2,-4,26169323293,20341236,4.11,12.99999999,0,11002.2626953125,11011.544712141418,10981.388433366232,354219200,0
2011,CMR,2.5,-3,27249927182,20906392,3.97,0,0,11002.2626953125,11011.544712141418,10981.388433366232,460556128,0
2012,CMR,2,-5,28487963591,21485267,3.84,25.00000001,0,11002.2626953125,11011.544712141418,10981.388433366232,429264128,0
2013,CMR,2.5,-2,30027528839,22077300,3.71,0,0,11002.2626953125,11011.544712141418,10981.388433366232,605185856,0
2014,CMR,2,-3,31794366450,22681853,3.53,0,0,11002.2626953125,11011.544712141418,10981.388433366232,1254828672,0
2000,COD,1.5,0,13660045127,47105830,2.91,0,1,8798.04912109375,8936.518507829285,8882.914720454366,33888336,0
2001,COD,2,0,13373160544,48428534,2.9,62.00000009,1,8798.04912109375,8936.518507829285,8882.914720454366,10107786,0
2002,COD,2,0,13767369914,49871670,2.92,240.000004,0,8798.04912109375,8936.518507829285,8882.914720454366,13935419,0
2003,COD,2,1,14535289345,51425583,2.92,29.00000002,0,8798.04912109375,8936.518507829285,8882.914720454366,17124594,0
2004,COD,2,3,15514731493,53068869,2.89,0,0,8798.04912109375,8936.518507829285,8882.914720454366,22165568,0
2005,COD,2,4,16466583722,54785894,2.85,14,0,8798.04912109375,8936.518507829285,8882.914720454366,30081700,0
2006,COD,2.5,5,17342767277,56578046,2.98,3.999999999,1,8798.04912109375,8936.518507829285,8882.914720454366,41110176,0
2007,COD,2.5,5,18428333938,58453687,3.11,32.00000003,1,8798.04912109375,8936.518507829285,8882.914720454366,51104188,0
2008,COD,2,5,19575662525,60411195,3.29,35.99999997,1,8798.04912109375,8936.518507829285,8882.914720454366,138677600,0
2009,COD,5,9,20134560220,62448572,3.7,0,0,8798.04912109375,8936.518507829285,8882.914720454366,226946624,0
2010,COD,3.5,3,21565720044,64563853,3.98,45.99999999,0,8798.04912109375,8936.518507829285,8882.914720454366,337258560,0
2011,COD,2.5,-1,23048292323,66755151,4.22,0,1,8798.04912109375,8936.518507829285,8882.914720454366,566857344,0
2012,COD,3.5,3,24681701508,69020749,4.49,1,1,8798.04912109375,8936.518507829285,8882.914720454366,583811776,0
2013,COD,3.5,4,26775192727,71358804,4.49,0,1,8798.04912109375,8936.518507829285,8882.914720454366,670147264,0
2014,COD,3,0,29310880617,73767445,4.44,164.9999998,1,8798.04912109375,8936.518507829285,8882.914720454366,909401088,0
2000,COG,3,-6,8181711322,3127420,20,0,0,11274.53125,11435.607196342467,11409.212044397074,14465635,0
2001,COG,3.5,-5,8492829232,3217930,19.96,0,0,11274.53125,11435.607196342467,11409.212044397074,4787465,0
2002,COG,3,-4,8881959632,3310376,20.04,0,1,11274.53125,11435.607196342467,11409.212044397074,17322242,0
2003,COG,3.5,-4,8954193419,3406915,20.03,0,0,11274.53125,11435.607196342467,11409.212044397074,13979796,0
2004,COG,3.5,-4,9265497739,3510468,19.94,0,0,11274.53125,11435.607196342467,11409.212044397074,9326570,0
2005,COG,3,-4,9984107411,3622775,19.8,1,0,11274.53125,11435.607196342467,11409.212044397074,87555280,0
2006,COG,2.5,-4,10781462028,3745143,18.61,6.000000004,0,11274.53125,11435.607196342467,11409.212044397074,144497984,0
2007,COG,2.5,-4,10068376689,3876123,17.49,0,0,11274.53125,11435.607196342467,11409.212044397074,230948640,0
2008,COG,2.5,-4,10703326376,4011487,16.52,0,0,11274.53125,11435.607196342467,11409.212044397074,365842688,0
2009,COG,2.5,-4,11948903384,4145400,16.1,0,0,11274.53125,11435.607196342467,11409.212044397074,259907232,0
2010,COG,2.5,-4,13135580695,4273738,13.95,0,0,11274.53125,11435.607196342467,11409.212044397074,251751984,0
2011,COG,2.5,-6,13425341013,4394842,11.89,0,0,11274.53125,11435.607196342467,11409.212044397074,337488640,0
2012,COG,3,3,14760780244,4510197,10,18.99999998,0,11274.53125,11435.607196342467,11409.212044397074,362585248,0
2013,COG,3,-4,14655619360,4622757,10.01,0,0,11274.53125,11435.607196342467,11409.212044397074,546272448,0
2014,COG,3,-4,15639990317,4736965,9.95,0,0,11274.53125,11435.607196342467,11409.212044397074,659721216,0
2000,CPV,6.5,6,948465609.7,428178,10.79,0,0,12655.1513671875,12958.151399031067,12943.160401354797,347674.8125,0
2001,CPV,6.5,6,969632085,435701,10.76,0,0,12655.1513671875,12958.151399031067,12943.160401354797,13811.06152,0
2002,CPV,6.5,6,1020546411,442955,10.81,0,0,12655.1513671875,12958.151399031067,12943.160401354797,2068371.25,0
2003,CPV,7,6,1063167076,449925,10.81,0,0,12655.1513671875,12958.151399031067,12943.160401354797,2492583.5,0
2004,CPV,7,6,1171578994,456619,10.75,0,0,12655.1513671875,12958.151399031067,12943.160401354797,2638093.25,0
2005,CPV,7,6,1252563900,463034,10.67,0,0,12655.1513671875,12958.151399031067,12943.160401354797,3420124,0
2006,CPV,7,6,1352565476,469171,10.51,0,0,12655.1513671875,12958.151399031067,12943.160401354797,5851996.5,0
2007,CPV,7,6,1557758964,475067,10.37,0,0,12655.1513671875,12958.151399031067,12943.160401354797,5971925.5,0
2008,CPV,7,7,1661358044,480846,10.31,0,0,12655.1513671875,12958.151399031067,12943.160401354797,7521091.5,0
2009,CPV,7,7,1640251720,486667,10.62,2.999999994,0,12655.1513671875,12958.151399031067,12943.160401354797,8301489.5,0
2010,CPV,7,6,1664310770,492644,10.67,0,0,12655.1513671875,12958.151399031067,12943.160401354797,20619900,0
2011,CPV,6.5,6,1730365372,498858,10.93,0,0,12655.1513671875,12958.151399031067,12943.160401354797,34000016,0
2012,CPV,7,7,1749086512,505241,11.21,0,0,12655.1513671875,12958.151399031067,12943.160401354797,40033576,0
2013,CPV,6.5,6,1763128136,511740,11.49,0,0,12655.1513671875,12958.151399031067,12943.160401354797,43039400,0
2014,CPV,7,7,1773904599,518276,11.69,0,0,12655.1513671875,12958.151399031067,12943.160401354797,34242848,0
2000,ERI,2,-6,1456092119,2292413,6.87,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,1996877.75,0
2001,ERI,1.5,-7,1583579325,2374721,6.85,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,1967957.625,0
2002,ERI,1.5,-7,1631172681,2481059,6.89,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,4018684,0
2003,ERI,1.5,-7,1587856630,2600972,6.89,0,1,7878.10009765625,7953.8232305519105,7919.439387831823,3348384.5,0
2004,ERI,1.5,-7,1610908110,2719809,6.84,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,4100719.5,0
2005,ERI,1.5,-7,1652380126,2826653,6.76,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,4403834,0
2006,ERI,1.5,-7,1636364975,2918209,6.62,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,20622614,0
2007,ERI,1.5,-7,1659712994,2996540,6.5,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,13304931,0
2008,ERI,1.5,-7,1497342774,3062782,6.44,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,15728233,0
2009,ERI,1.5,-7,1555387289,3119920,6.72,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,25341038,0
2010,ERI,1.5,-7,1589515447,3170437,6.76,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,25107568,0
2011,ERI,2,-6,1727482211,3213969,6.76,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,92479600,0
2012,ERI,5,7,13074915712,3326046,6.77,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,33888336,0
2013,ERI,2.5,-6,140170000000,29185511,6.78,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,88245072,0
2014,ERI,2.5,-4,91059947284,8252828,6.71,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,53030276,0
2000,ETH,3,1,13074915712,66224809,3.49,72.99999923,1,8315.98828125,8350.973072312927,8313.525353610197,173183744,0
2001,ETH,3,1,14160304516,68159422,3.28,5.000000058,1,8315.98828125,8350.973072312927,8313.525353610197,94448760,0
2002,ETH,3,1,14374794289,70142090,3.11,21.99999999,1,8315.98828125,8350.973072312927,8313.525353610197,96648584,0
2003,ETH,3,1,14064103275,72170581,2.92,118.999999,1,8315.98828125,8350.973072312927,8313.525353610197,139742832,0
2004,ETH,3,1,15972968197,74239508,2.71,0,1,8315.98828125,8350.973072312927,8313.525353610197,158683312,0
2005,ETH,3,1,17860775923,76346310,2.5,211.0000025,1,8315.98828125,8350.973072312927,8313.525353610197,282764416,0
2006,ETH,3,1,19795942246,78489205,2.39,950.9996327,1,8315.98828125,8350.973072312927,8313.525353610197,345169152,0
2007,ETH,3,1,22063798449,80674343,2.29,22,1,8315.98828125,8350.973072312927,8313.525353610197,549759168,0
2008,ETH,3,1,24444156129,82916236,2.24,45.00000088,1,8315.98828125,8350.973072312927,8313.525353610197,627774848,0
2009,ETH,3,3,26595865977,85233923,2.35,0,1,8315.98828125,8350.973072312927,8313.525353610197,884448896,0
2010,ETH,3,2,29933790334,87639962,2.34,19,1,8315.98828125,8350.973072312927,8313.525353610197,860890496,0
2011,ETH,3,-1,33279878090,90139928,2.3,0,1,8315.98828125,8350.973072312927,8313.525353610197,615778112,0
2012,ETH,3,-2,36157859259,92726982,2.28,0,1,8315.98828125,8350.973072312927,8313.525353610197,1065538368,0
2013,ETH,3,2,39984181569,95385793,2.25,0,1,8315.98828125,8350.973072312927,8313.525353610197,1313716608,0
2014,ETH,3,0,44085556179,98094264,2.22,0,1,8315.98828125,8350.973072312927,8313.525353610197,1952217088,0
2000,FJI,3.5,5,2689258989,811011,3.96,3.999999996,0,9104.001953125,8793.095305480194,8773.240119126749,11068257,0
2001,FJI,4.5,5,2743044173,813923,3.95,2.00000001,0,9104.001953125,8793.095305480194,8773.240119126749,19932848,0
2002,FJI,4.5,5,2830821562,815257,3.98,7.0000002,0,9104.001953125,8793.095305480194,8773.240119126749,22434506,1
2003,FJI,4.5,5,2859129759,816078,3.97,0,0,9104.001953125,8793.095305480194,8773.240119126749,17507268,1
2004,FJI,4.5,6,3010663628,817864,3.94,0,0,9104.001953125,8793.095305480194,8773.240119126749,19587926,1
2005,FJI,4.5,6,3031738285,821606,3.89,0,0,9104.001953125,8793.095305480194,8773.240119126749,26076614,1
2006,FJI,3,-3,3087900748,827869,3.87,4.99999997,0,9104.001953125,8793.095305480194,8773.240119126749,40648644,1
2007,FJI,3,-4,3061633387,836185,3.87,5.999999999,0,9104.001953125,8793.095305480194,8773.240119126749,35010228,1
2008,FJI,3,-4,3093253760,845356,3.91,7.000000001,0,9104.001953125,8793.095305480194,8773.240119126749,53520544,1
2009,FJI,3.5,-1,3050380096,853636,4.2,15.00000004,0,9104.001953125,8793.095305480194,8773.240119126749,68176296,1
2010,FJI,4,6,3140508836,859816,4.32,1.999999999,0,9104.001953125,8793.095305480194,8773.240119126749,90893704,1
2011,FJI,2.5,-6,3225464092,863451,4.41,0,0,9104.001953125,8793.095305480194,8773.240119126749,117583168,1
2012,FJI,4,6,3270985530,865065,4.42,2,0,9104.001953125,8793.095305480194,8773.240119126749,149302240,1
2013,FJI,4,6,3425841165,865602,4.44,0,0,9104.001953125,8793.095305480194,8773.240119126749,172009328,1
2014,FJI,3.5,-1,3617795881,866447,4.39,0,0,9104.001953125,8793.095305480194,8773.240119126749,192072448,1
2000,GAB,3.5,-4,12492736211,1228359,17.39,0,0,11432.4658203125,11538.466724612426,11516.923232877925,24047402,0
2001,GAB,3.5,-4,12759485289,1258008,17.29,0,0,11432.4658203125,11538.466724612426,11516.923232877925,4500670,0
2002,GAB,3.5,-4,12727709939,1288310,17.29,0,0,11432.4658203125,11538.466724612426,11516.923232877925,3451744.75,0
2003,GAB,3.5,-4,13013743584,1319946,17.22,0,0,11432.4658203125,11538.466724612426,11516.923232877925,5988690,0
2004,GAB,3.5,-4,13103478950,1353788,17.08,0,0,11432.4658203125,11538.466724612426,11516.923232877925,8466227,0
2005,GAB,3,-4,13454154690,1390550,16.91,0,0,11432.4658203125,11538.466724612426,11516.923232877925,24970678,0
2006,GAB,3,-4,13076553297,1430144,17.37,0,0,11432.4658203125,11538.466724612426,11516.923232877925,38199912,0
2007,GAB,3,-4,13862206745,1472565,17.84,0,0,11432.4658203125,11538.466724612426,11516.923232877925,56448248,0
2008,GAB,3,-4,13403585248,1518538,18.44,0,0,11432.4658203125,11538.466724612426,11516.923232877925,82721456,0
2009,GAB,2.5,-4,13421054291,1568925,19.59,0,0,11432.4658203125,11538.466724612426,11516.923232877925,109271952,0
2010,GAB,3.5,-4,14372591916,1624146,20.39,0,0,11432.4658203125,11538.466724612426,11516.923232877925,160658944,0
2011,GAB,3.5,5,15391860684,1684629,20.38,0,0,11432.4658203125,11538.466724612426,11516.923232877925,185185120,0
2012,GAB,3.5,-3,16200099128,1749677,20.4,1.000000002,0,11432.4658203125,11538.466724612426,11516.923232877925,297402304,0
2013,GAB,3.5,-4,17113573956,1817070,20.41,0,0,11432.4658203125,11538.466724612426,11516.923232877925,306000416,0
2014,GAB,3,-4,17852018587,1883801,20.3,0,0,11432.4658203125,11538.466724612426,11516.923232877925,288175232,0
2000,GEO,4,5,6660152863,4077131,10.82,0,0,5852.9169921875,6211.790137905121,6181.17076524954,28637310,0
2001,GEO,4,5,6980203397,4014373,11.16,0,0,5852.9169921875,6211.790137905121,6181.17076524954,2661779,0
2002,GEO,4,5,7362288339,3978515,12.59,5.999999998,0,5852.9169921875,6211.790137905121,6181.17076524954,5816456,0
2003,GEO,4,5,8176463427,3951736,11.51,0,0,5852.9169921875,6211.790137905121,6181.17076524954,14189812,0
2004,GEO,4.5,7,8650248302,3927340,12.62,1,1,5852.9169921875,6211.790137905121,6181.17076524954,15786623,0
2005,GEO,5,7,9479770269,3902469,13.81,0,0,5852.9169921875,6211.790137905121,6181.17076524954,25691946,0
2006,GEO,5,7,10372742886,3880347,13.57,7.999999998,0,5852.9169921875,6211.790137905121,6181.17076524954,56159600,0
2007,GEO,4,6,11677525383,3860158,13.28,1.000000004,0,5852.9169921875,6211.790137905121,6181.17076524954,103307368,0
2008,GEO,4,6,11959954703,3848449,17.87,0,1,5852.9169921875,6211.790137905121,6181.17076524954,162281920,0
2009,GEO,4.5,6,11523354926,3814419,20.71,1.999999993,0,5852.9169921875,6211.790137905121,6181.17076524954,112123344,0
2010,GEO,3.5,-1,12243505583,3786695,20.2,2.000000001,0,5852.9169921875,6211.790137905121,6181.17076524954,216938304,0
2011,GEO,4,6,13149524980,3756441,19.63,7.000000009,0,5852.9169921875,6211.790137905121,6181.17076524954,327722080,0
2012,GEO,4,6,13987019318,3728874,19.65,1.999999998,0,5852.9169921875,6211.790137905121,6181.17076524954,388429408,0
2013,GEO,4,6,14493531997,3717668,19.42,1.999999987,0,5852.9169921875,6211.790137905121,6181.17076524954,391187904,0
2014,GEO,3.5,1,15135874439,3719414,17.44,5.999999797,0,5852.9169921875,6211.790137905121,6181.17076524954,445464256,0
2000,GHA,5.5,2,18368957715,19278850,10.36,0,0,11831.625,12007.819084346009,11990.909996919429,72438216,0
2001,GHA,5.5,6,19103716042,19756929,9.26,12.00000003,0,11831.625,12007.819084346009,11990.909996919429,111525472,0
2002,GHA,5.5,6,19963383183,20246376,8.3,3.999999998,0,11831.625,12007.819084346009,11990.909996919429,133776872,0
2003,GHA,6,6,21001479124,20750308,7.34,0,0,11831.625,12007.819084346009,11990.909996919429,216930832,0
2004,GHA,6,8,22177561952,21272328,6.4,0,0,11831.625,12007.819084346009,11990.909996919429,306651104,0
2005,GHA,6.5,8,23486038976,21814648,5.5,0,0,11831.625,12007.819084346009,11990.909996919429,407035360,0
2006,GHA,6.5,8,24989124921,22379057,4.64,0,0,11831.625,12007.819084346009,11990.909996919429,480026208,0
2007,GHA,6.5,8,26075356992,22963946,4.69,55.99999941,0,11831.625,12007.819084346009,11990.909996919429,672947968,0
2008,GHA,6.5,8,28461199739,23563832,4.79,0,0,11831.625,12007.819084346009,11990.909996919429,1037267008,0
2009,GHA,6,8,29839998860,24170943,5.14,40.00000006,0,11831.625,12007.819084346009,11990.909996919429,1083328256,0
2010,GHA,6,8,32197272797,24779614,5.32,63.00000019,0,11831.625,12007.819084346009,11990.909996919429,1375870208,0
2011,GHA,6.5,8,36720063513,25387713,5.62,14,0,11831.625,12007.819084346009,11990.909996919429,2136715520,0
2012,GHA,6,9,40132381684,25996454,5.93,0,0,11831.625,12007.819084346009,11990.909996919429,3335176192,0
2013,GHA,6,8,43067072131,26607641,6.26,4.999999998,0,11831.625,12007.819084346009,11990.909996919429,2776179968,0
2014,GHA,6,8,44297171157,27224480,6.52,0,0,11831.625,12007.819084346009,11990.909996919429,2777544704,0
2000,GIN,2.5,-1,5050049723,8240735,4.53,3.999999998,1,12651.7744140625,12700.746029867554,12685.444028781189,23716936,0
2001,GIN,2.5,-1,5234798039,8417082,4.52,9.000000012,1,12651.7744140625,12700.746029867554,12685.444028781189,21706580,0
2002,GIN,2.5,-1,5505154914,8586077,4.55,0,0,12651.7744140625,12700.746029867554,12685.444028781189,31835610,0
2003,GIN,2.5,-1,5573892347,8753097,4.55,0,0,12651.7744140625,12700.746029867554,12685.444028781189,48933876,0
2004,GIN,2.5,-1,5704327967,8925729,4.51,0,0,12651.7744140625,12700.746029867554,12685.444028781189,36459536,0
2005,GIN,2.5,-1,5875302224,9109585,4.45,0,0,12651.7744140625,12700.746029867554,12685.444028781189,87283024,0
2006,GIN,2.5,-1,5945195628,9307421,4.35,0,0,12651.7744140625,12700.746029867554,12685.444028781189,104924512,0
2007,GIN,2.5,-1,6350507748,9518159,4.25,0,0,12651.7744140625,12700.746029867554,12685.444028781189,144589056,0
2008,GIN,2,-1,6612974822,9738796,4.21,0,0,12651.7744140625,12700.746029867554,12685.444028781189,199097536,0
2009,GIN,2.5,2,6538734824,9964470,4.42,2.000000001,0,12651.7744140625,12700.746029867554,12685.444028781189,198784352,0
2010,GIN,2.5,-1,6853467858,10192168,4.45,8.000000009,0,12651.7744140625,12700.746029867554,12685.444028781189,299993984,0
2011,GIN,2.5,0,7238091888,10420459,4.45,0,0,12651.7744140625,12700.746029867554,12685.444028781189,431681504,0
2012,GIN,3.5,4,7666245932,10652032,4.45,0,0,12651.7744140625,12700.746029867554,12685.444028781189,525297312,0
2013,GIN,2.5,0,7968731757,10892821,4.46,0,0,12651.7744140625,12700.746029867554,12685.444028781189,637633920,0
2014,GIN,2.5,-2,8263299260,11150970,4.41,0,0,12651.7744140625,12700.746029867554,12685.444028781189,736380288,0
2000,GNB,3.5,5,661143318.8,1201305,3.16,0,0,12441.4189453125,12730.334622221375,12716.509552236192,3997739.5,0
2001,GNB,3.5,5,675615129.9,1227105,3.14,0,0,12441.4189453125,12730.334622221375,12716.509552236192,4261500,0
2002,GNB,3.5,5,668959121.5,1254454,3.17,0,0,12441.4189453125,12730.334622221375,12716.509552236192,2843304,0
2003,GNB,3,-1,672762222.2,1283297,3.17,0,0,12441.4189453125,12730.334622221375,12716.509552236192,8321106,0
2004,GNB,4,-1,691339891.6,1313492,3.13,3.00000003,0,12441.4189453125,12730.334622221375,12716.509552236192,3601363.5,0
2005,GNB,4.5,6,720833135.3,1344931,3.08,0,0,12441.4189453125,12730.334622221375,12716.509552236192,3504752.25,0
2006,GNB,4,6,737479753,1377582,2.98,0,0,12441.4189453125,12730.334622221375,12716.509552236192,3393315.5,0
2007,GNB,4,6,761543388.8,1411545,2.9,0,0,12441.4189453125,12730.334622221375,12716.509552236192,3778976,0
2008,GNB,4,6,785939943.8,1446936,2.86,0,0,12441.4189453125,12730.334622221375,12716.509552236192,3667364.25,0
2009,GNB,3.5,-3,812418063.7,1483920,3.05,0,0,12441.4189453125,12730.334622221375,12716.509552236192,16377537,0
2010,GNB,4,6,849878424.2,1522603,3.08,1.999999999,0,12441.4189453125,12730.334622221375,12716.509552236192,6715841.5,0
2011,GNB,4,6,918589222.8,1562996,3.08,0,0,12441.4189453125,12730.334622221375,12716.509552236192,10184108,0
2012,GNB,4,6,902856701.3,1604981,3.08,0,0,12441.4189453125,12730.334622221375,12716.509552236192,11068257,0
2013,GNB,3.5,0,932252851.1,1648259,3.09,0,0,12441.4189453125,12730.334622221375,12716.509552236192,8281627,0
2014,GNB,4.5,7,941244996.2,1692433,3.04,0,0,12441.4189453125,12730.334622221375,12716.509552236192,11446412,0
2000,IRQ,1,-9,117141000000,23497589,9.04,0,0,6298.4443359375,6486.735565779876,6454.111340824534,119469544,0
2001,IRQ,1,-9,119205000000,24208178,9.02,0,0,6298.4443359375,6486.735565779876,6454.111340824534,303987264,0
2002,IRQ,1,-9,109432000000,24931922,9.07,0,0,6298.4443359375,6486.735565779876,6454.111340824534,308882848,0
