year,recipient_iso3,polity2,v2x_api,gdp,pop,china_gdp,china_pop,disaster,civilwar,dist,distw,distwces,imports,exports,atopally,distance,agree,fdi,region
2006,BWA,8,0.88,22615416362.3643,1835911,7839613419837.17,1311020000,0,0,11792.978515625,11577.53436309967,11540.955815879572,8166108,61781657,0,0.4468149,0.8859649,-437105003.2,Sub-Saharan Africa
2007,BWA,8,0.882,24487240955.5142,1875458,8955257903305.3,1317885000,0,0,11792.978515625,11577.53436309967,11540.955815879572,26435247,119879176,0,0.1794068,0.9325843,-462989971.6,Sub-Saharan Africa
2008,BWA,8,0.878,26016576235.964,1915636,9819501089971.55,1324655000,0,0,11792.978515625,11577.53436309967,11540.955815879572,183913357,169151779,0,0.4919498,0.8370787,-612317045.2,Sub-Saharan Africa
2009,BWA,8,0.881,24025707120.0038,1953495,10742409055886.5,1331260000,0,0,11792.978515625,11577.53436309967,11540.955815879572,65286578,165398425,0,0.3656993,0.9074074,-200878584.3,Sub-Saharan Africa
2010,BWA,8,0.879,26083179981.4968,1987106,11884957832311.2,1337705000,0,0,11792.978515625,11577.53436309967,11540.955815879572,53365700,369503020,0,0.4548098,0.9337349,-217483477.4,Sub-Saharan Africa
2011,BWA,8,0.88,27660784983.9324,2015406,13020070209403.8,1345035000,0,0,11792.978515625,11577.53436309967,11540.955815879572,100667978,616161511,0,0.4124668,0.8666667,-302916735.5,Sub-Saharan Africa
2012,BWA,8,0.88,28893389518.2723,2039551,14043934216102.1,1354190000,0,0,11792.978515625,11577.53436309967,11540.955815879572,119478885,182121037,0,0.3866688,0.8809524,-138128417.2,Sub-Saharan Africa
2013,BWA,8,0.876,32170881399.8419,2062551,15134607226924.2,1363240000,12.00000007,0,11792.978515625,11577.53436309967,11540.955815879572,193857600,148251952,0,0.1165467,0.91228070000000006,17496214.02,Sub-Saharan Africa
2014,BWA,8,0.874,33505735636.1573,2088619,16258467389928.8,1371860000,0,0,11792.978515625,11577.53436309967,11540.955815879572,213879358,176149428,0,0.3670027,0.9054054,-403817441.9,Sub-Saharan Africa
2015,BWA,8,0.869,31589984034.073,2120716,17403279549482.5,1379860000,0,0,11792.978515625,11577.53436309967,11540.955815879572,138734945,224841273,0,0.255095,0.8188406,-195308867,Sub-Saharan Africa
2016,BWA,8,0.867,33812938657.2719,2159925,18595188781703.6,1387790000,0,0,11792.978515625,11577.53436309967,11540.955815879572,62142098,209573218,0,0.0173393,0.805,27171118.15,Sub-Saharan Africa
2017,BWA,8,0.859,35166622661.948,2205076,19887033884256.7,1396215000,0,0,11792.978515625,11577.53436309967,11540.955815879572,33548493,232699710,0,0.0383044,0.7435897,-261440939.2,Sub-Saharan Africa
2002,CAF,5,0.622,4098520648.25994,3802129,5152785033972.09,1280400000,0,1,10367.6103515625,10453.640285946654,10427.288722963975,1257013,687468,0,NA,NA,NA,Sub-Saharan Africa
2003,CAF,-1,0.459,3877303602.09053,3881185,5670023166308.18,1288400000,0,0,10367.6103515625,10453.640285946654,10427.288722963975,2312529,2127308,0,0.4414335,0.9329268,NA,Sub-Saharan Africa
2004,CAF,-1,0.423,4109743464.20343,3959883,6243467841396.09,1296075000,3.000000003,0,10367.6103515625,10453.640285946654,10427.288722963975,6245300,3323713,0,0.3517278,0.9214286,NA,Sub-Saharan Africa
2005,CAF,-1,0.602,4147068586.47959,4038380,6954885516694.85,1303720000,1.000000001,0,10367.6103515625,10453.640285946654,10427.288722963975,8990376,7087933,0,0.5056049,0.9473684,NA,Sub-Saharan Africa
2006,CAF,-1,0.615,4344928771.59951,4118075,7839613419837.17,1311020000,0,1,10367.6103515625,10453.640285946654,10427.288722963975,8608876,1692692,0,0.4941538,0.9132653,NA,Sub-Saharan Africa
2007,CAF,-1,0.615,4545122879.15504,4198004,8955257903305.3,1317885000,1,0,10367.6103515625,10453.640285946654,10427.288722963975,6611853,8865449,0,0.0621811,0.9459459,NA,Sub-Saharan Africa
2008,CAF,-1,0.615,4638485655.47693,4273368,9819501089971.55,1324655000,0,0,10367.6103515625,10453.640285946654,10427.288722963975,21438597,11295054,0,0.1220568,0.9390244,NA,Sub-Saharan Africa
2009,CAF,-1,0.615,5036804498.5544,4337623,10742409055886.5,1331260000,3.99999999,1,10367.6103515625,10453.640285946654,10427.288722963975,14645378,12731811,0,0.0909086,0.952381,NA,Sub-Saharan Africa
2010,CAF,-1,0.613,5270049769.669,4386765,11884957832311.2,1337705000,2.999999997,1,10367.6103515625,10453.640285946654,10427.288722963975,25164045,22857138,0,0.2690674,0.9285714,NA,Sub-Saharan Africa
2011,CAF,-1,0.594,5491108085.5972,4418639,13020070209403.8,1345035000,1,1,10367.6103515625,10453.640285946654,10427.288722963975,28137864,14271013,0,0.5350036,0.7173913,NA,Sub-Saharan Africa
2012,CAF,-1,0.593,5768615578.41872,4436411,14043934216102.1,1354190000,0,1,10367.6103515625,10453.640285946654,10427.288722963975,48619399,17683659,0,0.3400087,0.875,NA,Sub-Saharan Africa
2013,CAF,0,0.526,3669302318.2265,4447945,15134607226924.2,1363240000,0,1,10367.6103515625,10453.640285946654,10427.288722963975,40649156,9458993,0,0.0939221,0.6666667,NA,Sub-Saharan Africa
2014,CAF,0,0.553,3672277040.52477,4464171,16258467389928.8,1371860000,0,0,10367.6103515625,10453.640285946654,10427.288722963975,29272800,7211752,0,0.8723629,0.8378378,NA,Sub-Saharan Africa
2015,CAF,0,0.555,3831548140.33666,4493171,17403279549482.5,1379860000,1,0,10367.6103515625,10453.640285946654,10427.288722963975,26531973,13518226,0,0.0621786,0.7769231,NA,Sub-Saharan Africa
2016,CAF,6,0.663,4013558816.92666,4537683,18595188781703.6,1387790000,0,0,10367.6103515625,10453.640285946654,10427.288722963975,31565170,15462731,0,0.174892,0.8238636,NA,Sub-Saharan Africa
2017,CAF,6,0.666,4195263790.82987,4596023,19887033884256.7,1396215000,0,0,10367.6103515625,10453.640285946654,10427.288722963975,28107918,12962438,0,0.2909264,0.86,NA,Sub-Saharan Africa
2002,CIV,0,0.712,64802984117.5577,17231539,5152785033972.09,1280400000,0,1,12145.080078125,12357.872332859803,12342.334100780608,14131153,219719858,0,0.0501348,0.8452381,NA,Sub-Saharan Africa
2003,CIV,0,0.709,61740481544.5414,17599613,5670023166308.18,1288400000,0,1,12145.080078125,12357.872332859803,12342.334100780608,36757706,228220489,0,0.1714816,0.9244186,NA,Sub-Saharan Africa
2004,CIV,0,0.714,63706939484.4176,17970493,6243467841396.09,1296075000,0,1,12145.080078125,12357.872332859803,12342.334100780608,108454807,123013857,0,0.5718751,0.8589744,NA,Sub-Saharan Africa
2005,CIV,0,0.698,64341502369.1396,18354513,6954885516694.85,1303720000,0,0,12145.080078125,12357.872332859803,12342.334100780608,85085258,137024604,0,0.3970852,0.9191176,-312045282,Sub-Saharan Africa
2006,CIV,0,0.698,66153087938.2469,18754914,7839613419837.17,1311020000,0,0,12145.080078125,12357.872332859803,12342.334100780608,125488509,227478050,0,0.6731651,0.8858696,-319148259.5,Sub-Saharan Africa
2007,CIV,0,0.7,66881717738.9175,19171250,8955257903305.3,1317885000,0,0,12145.080078125,12357.872332859803,12342.334100780608,40636513,414675453,0,0.609762,0.8486842,-427341486.3,Sub-Saharan Africa
2008,CIV,0,0.7,70080446900.7831,19605568,9819501089971.55,1324655000,5.999999997,0,12145.080078125,12357.872332859803,12342.334100780608,70580413,531500751,0,0.4904391,0.8681319,-447953592.8,Sub-Saharan Africa
2009,CIV,0,0.7,72605670757.5721,20059147,10742409055886.5,1331260000,27.00000012,0,12145.080078125,12357.872332859803,12342.334100780608,62760509,504862516,0,0.5438883,0.8703704,-388146263.7,Sub-Saharan Africa
2010,CIV,0,0.701,77577742958.6872,20532944,11884957832311.2,1337705000,17.99999997,0,12145.080078125,12357.872332859803,12342.334100780608,110528625,548519807,0,0.9507654,0.8828125,-314374838.5,Sub-Saharan Africa
2011,CIV,4,0.703,73411471202.0486,21028652,13020070209403.8,1345035000,0,1,12145.080078125,12357.872332859803,12342.334100780608,162103105,540633271,0,0.6425449,0.8421053,-286680746.8,Sub-Saharan Africa
2012,CIV,4,0.717,79005727588.869,21547188,14043934216102.1,1354190000,0,0,12145.080078125,12357.872332859803,12342.334100780608,142555572,803668408,0,0.4512693,0.873494,-315954669.9,Sub-Saharan Africa
2013,CIV,4,0.712,87506912263.6881,22087506,15134607226924.2,1363240000,0,0,12145.080078125,12357.872332859803,12342.334100780608,257133042,955795339,0,0.250339,0.9083333,-413993564.5,Sub-Saharan Africa
2014,CIV,4,0.717,95708060030.297,22647672,16258467389928.8,1371860000,46.00000004,0,12145.080078125,12357.872332859803,12342.334100780608,216268420,1220078813,0,0.7742317,0.8263889,-423138062.7,Sub-Saharan Africa
2015,CIV,4,0.723,102593384623.837,23226148,17403279549482.5,1379860000,15.99999998,0,12145.080078125,12357.872332859803,12342.334100780608,144109478,1554436952,0,0.0958525,0.7538462,-480000380.5,Sub-Saharan Africa
2016,CIV,4,0.763,109958776919.581,23822726,18595188781703.6,1387790000,19.99999995,0,12145.080078125,12357.872332859803,12342.334100780608,101381256,1584526951,0,0.2559849,0.7669903,-549220091.3,Sub-Saharan Africa
2017,CIV,4,0.775,118051344947.092,24437475,19887033884256.7,1396215000,15.00000003,0,12145.080078125,12357.872332859803,12342.334100780608,157910000,1692544965,0,0.0404605,0.7692308,-298983969.7,Sub-Saharan Africa
2002,CMR,-5,0.609,48327221427.227,16357605,5152785033972.09,1280400000,0,0,11002.2626953125,11011.544712141418,10981.388433366232,114656790,43971021,0,0.090442,0.8255814,-637873235.1,Sub-Saharan Africa
2003,CMR,-5,0.613,50962579086.1494,16800869,5670023166308.18,1288400000,20.00000003,0,11002.2626953125,11011.544712141418,10981.388433366232,115222488,64934989,0,0.8407715,0.86,-328516719.3,Sub-Saharan Africa
2004,CMR,-5,0.613,54554861376.9753,17259322,6243467841396.09,1296075000,0,0,11002.2626953125,11011.544712141418,10981.388433366232,148905979,100016605,0,0.8905563,0.8148148,-76715498.45,Sub-Saharan Africa
2005,CMR,-4,0.617,55770491098.9665,17733408,6954885516694.85,1303720000,2,0,11002.2626953125,11011.544712141418,10981.388433366232,66753332,129872521,0,0.7171326,0.8333333,-257278043.6,Sub-Saharan Africa
2006,CMR,-4,0.617,57895114398.9076,18223677,7839613419837.17,1311020000,0,0,11002.2626953125,11011.544712141418,10981.388433366232,199662643,191146750,0,0.8719719,0.8351064,-64434052.23,Sub-Saharan Africa
2007,CMR,-4,0.615,60400577008.6343,18730283,8955257903305.3,1317885000,7.999999994,0,11002.2626953125,11011.544712141418,10981.388433366232,160017569,299055977,0,0.6870432,0.8355263,-197297006.8,Sub-Saharan Africa
2008,CMR,-4,0.613,62120590885.0771,19252674,9819501089971.55,1324655000,9.00000001,0,11002.2626953125,11011.544712141418,10981.388433366232,479190637,379283504,0,0.7823952,0.7865169,-23210760.18,Sub-Saharan Africa
2009,CMR,-4,0.613,63722837328.3134,19789922,10742409055886.5,1331260000,0,0,11002.2626953125,11011.544712141418,10981.388433366232,397667764,415875564,0,0.8045419,0.808642,-812346039.8,Sub-Saharan Africa
2010,CMR,-4,0.614,65570178137.3103,20341236,11884957832311.2,1337705000,12.99999999,0,11002.2626953125,11011.544712141418,10981.388433366232,460903575,540793114,0,1.05391,0.8231707,-35285372.8,Sub-Saharan Africa
2011,CMR,-4,0.616,67785932998.2963,20906392,13020070209403.8,1345035000,0,0,11002.2626953125,11011.544712141418,10981.388433366232,662949235,874108906,0,0.8459542,0.7771084,-466172181.8,Sub-Saharan Africa
2012,CMR,-4,0.617,70921695833.5555,21485267,14043934216102.1,1354190000,25.00000001,0,11002.2626953125,11011.544712141418,10981.388433366232,890431771,1064318496,0,1.090501,0.7426471,-809675581.1,Sub-Saharan Africa
2013,CMR,-4,0.613,74464609829.3129,22077300,15134607226924.2,1363240000,0,0,11002.2626953125,11011.544712141418,10981.388433366232,366168547,1514678715,0,0.6940174,0.7627119,-704967129.3,Sub-Saharan Africa
2014,CMR,-4,0.616,78723850093.2084,22681853,16258467389928.8,1371860000,0,0,11002.2626953125,11011.544712141418,10981.388433366232,688876834,1877578414,0,0.8817672,0.8051948,-737641707.7,Sub-Saharan Africa
2015,CMR,-4,0.617,83185093670.7385,23298376,17403279549482.5,1379860000,3.999999999,0,11002.2626953125,11011.544712141418,10981.388433366232,781615344,1833294503,0,0.2238431,0.7285714,-638519165.4,Sub-Saharan Africa
2016,CMR,-4,0.59,86958198354.4153,23926549,18595188781703.6,1387790000,0,0,11002.2626953125,11011.544712141418,10981.388433366232,402230109,1557030056,0,0.430378,0.7530864,-702817614.1,Sub-Saharan Africa
2017,CMR,-4,0.573,90037541682.2009,24566070,19887033884256.7,1396215000,3.000000001,0,11002.2626953125,11011.544712141418,10981.388433366232,508503058,1388611486,0,0.4671028,0.7972973,-792575629.6,Sub-Saharan Africa
2002,COD,0,0.328,35680905680.015,49871670,5152785033972.09,1280400000,240.000004,0,NA,NA,NA,12473266,18987898,0,0.6233855,0.8823529,NA,Sub-Saharan Africa
2003,COD,1,0.368,37671123197.9603,51425583,5670023166308.18,1288400000,29.00000002,0,NA,NA,NA,26241576,25417209,0,0.0436783,0.9242424,NA,Sub-Saharan Africa
2004,COD,3,0.383,40209544343.8915,53068869,6243467841396.09,1296075000,0,0,NA,NA,NA,99584853,36985968,0,0.0751386,0.8857143,NA,Sub-Saharan Africa
2005,COD,4,0.398,42676460668.3229,54785894,6954885516694.85,1303720000,14,0,NA,NA,NA,175771992,49708842,0,0.3056833,0.8829787,-166600000,Sub-Saharan Africa
2006,COD,5,0.488,44947266419.7587,56578046,7839613419837.17,1311020000,3.999999999,1,NA,NA,NA,368550111,68765350,0,0.2831063,0.9901961,-237700000,Sub-Saharan Africa
2007,COD,5,0.627,47760730566.9975,58453687,8955257903305.3,1317885000,32.00000003,1,NA,NA,NA,460175988,94011282,0,0.1470891,0.9387755,-1793700000,Sub-Saharan Africa
2008,COD,5,0.627,50734263154.0536,60411195,9819501089971.55,1324655000,35.99999997,1,NA,NA,NA,1583860124,234580784,0,0.0526155,0.9230769,-1672700000,Sub-Saharan Africa
2009,COD,5,0.629,52182758842.1619,62448572,10742409055886.5,1331260000,0,0,NA,NA,NA,1136447612,321209161,0,0.1833705,0.9351852,278000000,Sub-Saharan Africa
2010,COD,5,0.63,55891897117.2762,64563853,11884957832311.2,1337705000,45.99999999,0,NA,NA,NA,2505716427,473405400,0,0.543846,0.8947368,-2735100000,Sub-Saharan Africa
2011,COD,5,0.627,59734281098.2755,66755151,13020070209403.8,1345035000,0,1,NA,NA,NA,3161987572,826684606,0,0.0032317,0.75,-1596024304,Sub-Saharan Africa
2012,COD,5,0.6,63967589236.2596,69020749,14043934216102.1,1354190000,1,1,NA,NA,NA,3527095184,837485569,0,0.1952451,0.8660714,-2891607809,Sub-Saharan Africa
2013,COD,5,0.595,69393292416.4297,71358804,15134607226924.2,1363240000,0,1,NA,NA,NA,2745655110,948752351,0,0.1414652,0.8977273,-1697585831,Sub-Saharan Africa
2014,COD,5,0.597,75965037128.357,73767445,16258467389928.8,1371860000,164.9999998,1,NA,NA,NA,2811558079,1362182961,0,0.0283595,0.8888889,-1499572152,Sub-Saharan Africa
2015,COD,5,0.589,81218906049.1927,76244532,17403279549482.5,1379860000,33.99999997,0,NA,NA,NA,2627427301,1408678482,0,0.5816747,0.8139535,-1165720010,Sub-Saharan Africa
2016,COD,-3,0.586,83167671599.0109,78789130,18595188781703.6,1387790000,49.99999997,0,NA,NA,NA,2084962098,992466991,0,0.0786023,0.84,-932374669.4,Sub-Saharan Africa
2017,COD,-3,0.578,86267287184.0017,81398765,19887033884256.7,1396215000,530.0000038,0,NA,NA,NA,3289989305,969983161,0,0.15373,0.8106061,-1047979483,Sub-Saharan Africa
2002,COG,-4,0.362,14937847146.1879,3310376,5152785033972.09,1280400000,0,1,11274.53125,11435.607196342467,11409.212044397074,251274424,39608590,0,0.3144628,0.8478261,-326982578.5,Sub-Saharan Africa
2003,COG,-4,0.493,15059331290.801,3406915,5670023166308.18,1288400000,0,0,11274.53125,11435.607196342467,11409.212044397074,814658692,59892629,0,0.1953758,0.9285714,-321403818.2,Sub-Saharan Africa
2004,COG,-4,0.493,15582888764.3954,3510468,6243467841396.09,1296075000,0,0,11274.53125,11435.607196342467,11409.212044397074,1569060979,93031845,0,0.032528,0.9636364,13061136.49,Sub-Saharan Africa
2005,COG,-4,0.493,16791460058.7821,3622775,6954885516694.85,1303720000,1,0,11274.53125,11435.607196342467,11409.212044397074,2278029897,144707412,0,0.0668367,0.9693878,-513585519.2,Sub-Saharan Africa
2006,COG,-4,0.493,18132466083.762,3745143,7839613419837.17,1311020000,6.000000004,0,11274.53125,11435.607196342467,11409.212044397074,2791641670,241473522,0,0.2039594,0.9351852,-1487693084,Sub-Saharan Africa
2007,COG,-4,0.491,16933185719.0706,3876123,8955257903305.3,1317885000,0,0,11274.53125,11435.607196342467,11409.212044397074,2836696112,435894136,0,0.0449727,0.9347826,-1467629357,Sub-Saharan Africa
2008,COG,-4,0.49,18001056071.8179,4011487,9819501089971.55,1324655000,0,0,11274.53125,11435.607196342467,11409.212044397074,3731701410,614280961,0,0.0038122,0.9032258,-2031878788,Sub-Saharan Africa
2009,COG,-4,0.493,20095890965.0296,4145400,10742409055886.5,1331260000,0,0,11274.53125,11435.607196342467,11409.212044397074,1738812252,366637047,0,0.0125831,0.9539474,-1273827749,Sub-Saharan Africa
2010,COG,-4,0.492,22091667237.4821,4273738,11884957832311.2,1337705000,0,0,11274.53125,11435.607196342467,11409.212044397074,3122346533,353709296,0,0.3514914,0.9166667,-928435966.1,Sub-Saharan Africa
2011,COG,-4,0.492,22578991602.6539,4394842,13020070209403.8,1345035000,0,0,11274.53125,11435.607196342467,11409.212044397074,4672291086,489431142,0,0.1056797,0.9011628,-198458836.5,Sub-Saharan Africa
2012,COG,-4,0.489,24824958475.4192,4510197,14043934216102.1,1354190000,18.99999998,0,11274.53125,11435.607196342467,11409.212044397074,4555407364,520991355,0,0.2864719,0.8855422,289698606.8,Sub-Saharan Africa
2013,COG,-4,0.482,24648096918.5763,4622757,15134607226924.2,1363240000,0,0,11274.53125,11435.607196342467,11409.212044397074,5712190624,779293422,0,0.1511598,0.9491525,-595923361.8,Sub-Saharan Africa
2014,COG,-4,0.482,26303630550.478,4736965,16258467389928.8,1371860000,0,0,11274.53125,11435.607196342467,11409.212044397074,5479017995,984525684,0,0.1339547,0.9246575,-1637972305,Sub-Saharan Africa
2015,COG,-4,0.482,25369698640.5001,4856093,17403279549482.5,1379860000,0,0,11274.53125,11435.607196342467,11409.212044397074,2623858411,1035422060,0,0.5036964,0.8591549,-3728906647,Sub-Saharan Africa
2016,COG,-4,0.478,22634023587.9874,4980996,18595188781703.6,1387790000,0,0,11274.53125,11435.607196342467,11409.212044397074,2333002484,740629564,0,0.2866625,0.8495146,1146360259,Sub-Saharan Africa
2017,COG,-4,0.48,21642080499.8527,5110701,19887033884256.7,1396215000,0,0,11274.53125,11435.607196342467,11409.212044397074,3962065354,497835733,0,0.3626246,0.7964602,NA,Sub-Saharan Africa
2002,COM,4,0.595,1609235997.97931,569480,5152785033972.09,1280400000,0,0,9456.5498046875,9333.085611884308,9289.474631380723,0,763577,0,0.4581235,0.9066667,NA,Sub-Saharan Africa
2003,COM,4,0.661,1643092257.68954,583213,5670023166308.18,1288400000,0,0,9456.5498046875,9333.085611884308,9289.474631380723,640,693925,0,0.1952519,0.9578313,-793243.7346,Sub-Saharan Africa
