year,recipient_iso3,pmm_fh,pmm_polity,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_delibdem,v2x_egaldem,gdp,pop,unemp,china_gdp,disaster,civilwar,dist,distw,distwces,trade,atopally,region
2003,ARG,6,8,0.813,0.648,0.554,0.667,0.651,281106000000,38087866,15.36,2904040000000,31.99999999,0,19297.466796875,19110.127210772705,19099.0293440421,441104160,0,Latin America & Caribbean
2004,ARG,6,8,0.812,0.649,0.552,0.627,0.649,306489000000,38491970,13.52,3197740000000,6.99999997,0,19297.466796875,19110.127210772705,19099.0293440421,482359424,0,Latin America & Caribbean
2005,ARG,6,8,0.808,0.641,0.551,0.623,0.646,333618000000,38892924,11.51,3562110000000,14,0,19297.466796875,19110.127210772705,19099.0293440421,840578432,0,Latin America & Caribbean
2006,ARG,6,8,0.788,0.624,0.535,0.617,0.628,360465000000,39289876,10.08,4015240000000,2.999999999,0,19297.466796875,19110.127210772705,19099.0293440421,1696603520,0,Latin America & Caribbean
2007,ARG,6,8,0.79,0.621,0.534,0.619,0.634,392935000000,39684303,8.47,4586650000000,14,0,19297.466796875,19110.127210772705,19099.0293440421,2545313792,0,Latin America & Caribbean
2008,ARG,6,8,0.784,0.606,0.53,0.582,0.629,408877000000,40080159,7.84,5029290000000,11,0,19297.466796875,19110.127210772705,19099.0293440421,3864274432,0,Latin America & Caribbean
2009,ARG,6,8,0.795,0.64,0.538,0.634,0.622,384677000000,40482786,8.65,5501980000000,21.99999999,0,19297.466796875,19110.127210772705,19099.0293440421,3095718656,0,Latin America & Caribbean
2010,ARG,6,8,0.808,0.629,0.545,0.62,0.641,423627000000,40788453,7.71,6087160000000,6.999999992,0,19297.466796875,19110.127210772705,19099.0293440421,4680210944,0,Latin America & Caribbean
2011,ARG,6,8,0.798,0.621,0.546,0.622,0.651,449062000000,41261490,7.18,6668540000000,1.999999996,0,19297.466796875,19110.127210772705,19099.0293440421,6327666176,0,Latin America & Caribbean
2012,ARG,6,8,0.797,0.624,0.566,0.645,0.638,444453000000,41733271,7.22,7192930000000,4.000000008,0,19297.466796875,19110.127210772705,19099.0293440421,6301520896,0,Latin America & Caribbean
2013,ARG,6,8,0.818,0.64,0.563,0.667,0.646,455143000000,42202935,7.1,7751550000000,58.00000086,0,19297.466796875,19110.127210772705,19099.0293440421,7268020224,0,Latin America & Caribbean
2014,ARG,6,8,0.797,0.622,0.527,0.617,0.633,443707000000,42669500,7.27,8327160000000,7.999999993,0,19297.466796875,19110.127210772705,19099.0293440421,6431909888,0,Latin America & Caribbean
2000,MEX,5.5,8,0.634,0.429,0.393,0.442,0.329,915216000000,98899845,2.65,2232180000000,71.44645625,0,12467.1669921875,12411.547433432006,12332.445138028474,4623226880,0,Latin America & Caribbean
2001,MEX,5.5,8,0.676,0.484,0.425,0.538,0.351,911515000000,100298152,2.63,2418250000000,40.99999957,0,12467.1669921875,12411.547433432006,12332.445138028474,3077307904,0,Latin America & Caribbean
2002,MEX,6,8,0.685,0.492,0.432,0.546,0.352,911152000000,101684764,3,2639120000000,71.26216508,0,12467.1669921875,12411.547433432006,12332.445138028474,4605059584,0,Latin America & Caribbean
2003,MEX,6,8,0.693,0.498,0.437,0.553,0.365,924331000000,103081020,3.46,2904040000000,55.23986401,0,12467.1669921875,12411.547433432006,12332.445138028474,6333389312,0,Latin America & Caribbean
2004,MEX,6,8,0.701,0.504,0.436,0.559,0.37,960570000000,104514934,3.94,3197740000000,90.61822066,0,12467.1669921875,12411.547433432006,12332.445138028474,8635761664,0,Latin America & Caribbean
2005,MEX,6,8,0.701,0.504,0.436,0.563,0.37,982738000000,106005199,3.56,3562110000000,103.0415859,0,12467.1669921875,12411.547433432006,12332.445138028474,10706260992,0,Latin America & Caribbean
2006,MEX,5.5,8,0.672,0.48,0.416,0.538,0.352,1026910000000,107560155,3.57,4015240000000,44.00154543,0,12467.1669921875,12411.547433432006,12332.445138028474,14610071552,0,Latin America & Caribbean
2007,MEX,5.5,8,0.647,0.459,0.399,0.533,0.34,1050440000000,109170503,3.63,4586650000000,64.91740142,0,12467.1669921875,12411.547433432006,12332.445138028474,16351541248,0,Latin America & Caribbean
2008,MEX,5.5,8,0.642,0.457,0.398,0.529,0.337,1062460000000,110815272,3.87,5029290000000,48.03188916,0,12467.1669921875,12411.547433432006,12332.445138028474,20757360640,0,Latin America & Caribbean
2009,MEX,5.5,8,0.676,0.491,0.414,0.534,0.37,1006300000000,112463886,5.36,5501980000000,49.00000071,0,12467.1669921875,12411.547433432006,12332.445138028474,22969081856,0,Latin America & Caribbean
2010,MEX,6,8,0.67,0.48,0.425,0.534,0.352,1057800000000,114092961,5.3,6087160000000,193.3878488,0,12467.1669921875,12411.547433432006,12332.445138028474,32467869696,0,Latin America & Caribbean
2011,MEX,6,8,0.683,0.513,0.423,0.576,0.454,1096550000000,115695468,5.17,6668540000000,120.7861037,0,12467.1669921875,12411.547433432006,12332.445138028474,35871129600,0,Latin America & Caribbean
2012,MEX,5.5,8,0.659,0.492,0.409,0.553,0.425,1136490000000,117274156,4.89,7192930000000,37.74690073,0,12467.1669921875,12411.547433432006,12332.445138028474,39647543296,0,Latin America & Caribbean
2013,MEX,6,8,0.683,0.44,0.432,0.553,0.402,1151880000000,118827158,4.91,7751550000000,111.6907696,0,12467.1669921875,12411.547433432006,12332.445138028474,43147374592,0,Latin America & Caribbean
2014,MEX,5.5,8,0.672,0.511,0.408,0.589,0.432,1184700000000,120355137,4.81,8327160000000,48.14020057,0,12467.1669921875,12411.547433432006,12332.445138028474,44292333568,0,Latin America & Caribbean
2000,NZL,7,10,0.885,0.837,0.723,0.777,0.792,113286000000,3857700,6.13,2232180000000,2.000000015,0,11041.02734375,10240.932735619353,10217.945076892232,585044800,0,East Asia & Pacific
2001,NZL,7,10,0.885,0.837,0.721,0.777,0.792,117211000000,3880500,5.43,2418250000000,1.999999995,0,11041.02734375,10240.932735619353,10217.945076892232,646296640,0,East Asia & Pacific
2002,NZL,7,10,0.886,0.838,0.717,0.777,0.794,122690000000,3948500,5.28,2639120000000,1.999999958,0,11041.02734375,10240.932735619353,10217.945076892232,806699264,0,East Asia & Pacific
2003,NZL,7,10,0.886,0.839,0.714,0.777,0.794,128272000000,4027200,4.75,2904040000000,3.000000009,0,11041.02734375,10240.932735619353,10217.945076892232,1022234176,0,East Asia & Pacific
2004,NZL,7,10,0.886,0.839,0.706,0.777,0.794,133439000000,4087500,4.01,3197740000000,14.99999985,0,11041.02734375,10240.932735619353,10217.945076892232,1228358784,0,East Asia & Pacific
2005,NZL,7,10,0.887,0.838,0.699,0.777,0.797,137871000000,4133900,3.81,3562110000000,0,0,11041.02734375,10240.932735619353,10217.945076892232,1563556352,1,East Asia & Pacific
2006,NZL,7,10,0.888,0.837,0.691,0.78,0.796,141843000000,4184600,3.86,4015240000000,4.000000047,0,11041.02734375,10240.932735619353,10217.945076892232,1759892352,1,East Asia & Pacific
2007,NZL,7,10,0.888,0.837,0.683,0.78,0.795,146137000000,4223800,3.66,4586650000000,1.000000012,0,11041.02734375,10240.932735619353,10217.945076892232,2063928448,1,East Asia & Pacific
2008,NZL,7,10,0.889,0.839,0.679,0.776,0.798,144508000000,4259800,4.17,5029290000000,11.00000009,0,11041.02734375,10240.932735619353,10217.945076892232,2464448768,1,East Asia & Pacific
2009,NZL,7,10,0.854,0.788,0.631,0.755,0.757,144312000000,4302600,6.12,5501980000000,7.000000034,0,11041.02734375,10240.932735619353,10217.945076892232,2483218944,1,East Asia & Pacific
2010,NZL,7,10,0.849,0.794,0.631,0.777,0.758,146518000000,4350700,6.56,6087160000000,1.00000008,0,11041.02734375,10240.932735619353,10217.945076892232,3170905344,1,East Asia & Pacific
2011,NZL,6,9,0.731,0.615,0.495,0.623,0.535,149824000000,4384000,6.49,6668540000000,366.9998805,0,11041.02734375,10240.932735619353,10217.945076892232,3686370304,1,East Asia & Pacific
2012,NZL,6.5,10,0.795,0.68,0.55,0.681,0.649,153181000000,4408100,6.93,7192930000000,3.999999982,0,11041.02734375,10240.932735619353,10217.945076892232,3976579584,1,East Asia & Pacific
2013,NZL,6.5,10,0.808,0.68,0.546,0.73,0.662,157311000000,4442100,5.77,7751550000000,4.000000006,0,11041.02734375,10240.932735619353,10217.945076892232,4433292288,1,East Asia & Pacific
2014,NZL,6.5,10,0.797,0.68,0.535,0.681,0.649,163310000000,4516500,5.37,8327160000000,3.000000128,0,11041.02734375,10240.932735619353,10217.945076892232,4367688704,1,East Asia & Pacific
2000,SRB,2,-5,0.236,0.102,0.103,0.096,0.201,26442039541,7516346,12.6,2232180000000,4.999999982,0,6952.356901041667,7114.588706611786,7081.525217237164,44857336,0,Europe & Central Asia
2001,SRB,2.5,-4,0.278,0.109,0.117,0.161,0.205,28260927884,7503433,12.8,2418250000000,6.000000013,0,6952.356901041667,7114.588706611786,7081.525217237164,97337104,0,Europe & Central Asia
2002,SRB,2,-4,0.212,0.09,0.102,0.116,0.167,30064089626,7496522,13.8,2639120000000,3.999999879,0,6952.356901041667,7114.588706611786,7081.525217237164,101407240,0,Europe & Central Asia
2003,SRB,2.5,-3,0.236,0.105,0.131,0.157,0.178,31383228830,7480591,15.2,2904040000000,8.000000012,0,6952.356901041667,7114.588706611786,7081.525217237164,52153552,0,Europe & Central Asia
2004,SRB,3.5,5,0.394,0.276,0.207,0.348,0.299,34216568531,7463157,18.5,3197740000000,0,0,6952.356901041667,7114.588706611786,7081.525217237164,325021120,0,Europe & Central Asia
2005,SRB,2,-3,0.187,0.087,0.103,0.124,0.158,36108863544,7440769,20.85,3562110000000,3.000000007,0,6952.356901041667,7114.588706611786,7081.525217237164,30081700,0,Europe & Central Asia
2006,SRB,2.5,-4,0.277,0.159,0.141,0.207,0.198,37953228516,7411569,20.85,4015240000000,1,0,6952.356901041667,7114.588706611786,7081.525217237164,760641664,0,Europe & Central Asia
2007,SRB,2.5,-6,0.211,0.09,0.09,0.086,0.145,40397236365,7381579,18.06,4586650000000,0,0,6952.356901041667,7114.588706611786,7081.525217237164,419109312,0,Europe & Central Asia
2008,SRB,2.5,-6,0.214,0.07,0.096,0.125,0.151,42681933020,7350222,13.71,5029290000000,0.999999994,0,6952.356901041667,7114.588706611786,7081.525217237164,480026208,0,Europe & Central Asia
2009,SRB,2.5,-7,0.236,0.081,0.094,0.089,0.15,41515968466,7320807,16.14,5501980000000,0,0,6952.356901041667,7114.588706611786,7081.525217237164,1267531264,0,Europe & Central Asia
2010,SRB,2.5,-3,0.268,0.16,0.138,0.188,0.194,41819468692,7291436,19.22,6087160000000,5.000000037,0,6952.356901041667,7114.588706611786,7081.525217237164,1101494528,0,Europe & Central Asia
2011,SRB,3,-1,0.343,0.207,0.189,0.261,0.272,42671028784,7234099,22.97,6668540000000,1.000000007,0,6952.356901041667,7114.588706611786,7081.525217237164,756874240,0,Europe & Central Asia
2012,SRB,2.5,-4,0.243,0.108,0.108,0.122,0.189,42380207644,7199077,24,7192930000000,1.000000004,0,6952.356901041667,7114.588706611786,7081.525217237164,838679296,0,Europe & Central Asia
2013,SRB,3,-4,0.229,0.09,0.114,0.119,0.16,43606113098,7164132,22.15,7751550000000,0,0,6952.356901041667,7114.588706611786,7081.525217237164,1297369728,0,Europe & Central Asia
2014,SRB,2.5,-2,0.23,0.102,0.105,0.147,0.157,42912989430,7130576,19.22,8327160000000,56.99999978,0,6952.356901041667,7114.588706611786,7081.525217237164,971213184,0,Europe & Central Asia
2000,URY,7,10,0.877,0.801,0.731,0.818,0.737,29883433689,3319734,12.63,2232180000000,0,0,19175.5859375,19064.299854185487,19054.418907137475,34496332,0,Latin America & Caribbean
2001,URY,7,10,0.877,0.807,0.724,0.818,0.737,28734675664,3325471,15.05,2418250000000,0,0,19175.5859375,19064.299854185487,19054.418907137475,84408920,0,Latin America & Caribbean
2002,URY,7,10,0.877,0.807,0.738,0.819,0.737,26512908471,3326046,16.65,2639120000000,2.000000001,0,19175.5859375,19064.299854185487,19054.418907137475,69673424,0,Latin America & Caribbean
2003,URY,7,10,0.877,0.794,0.735,0.818,0.737,26726412659,3323661,16.66,2904040000000,0,0,19175.5859375,19064.299854185487,19054.418907137475,52687660,0,Latin America & Caribbean
2004,URY,7,10,0.877,0.807,0.748,0.819,0.737,28063845200,3321486,12.98,3197740000000,0,0,19175.5859375,19064.299854185487,19054.418907137475,94335672,0,Latin America & Caribbean
2005,URY,7,10,0.89,0.819,0.757,0.843,0.757,30157445135,3321799,12.01,3562110000000,1.000000026,0,19175.5859375,19064.299854185487,19054.418907137475,133256256,0,Latin America & Caribbean
2006,URY,7,10,0.89,0.821,0.756,0.845,0.758,31393471355,3325403,10.84,4015240000000,0,0,19175.5859375,19064.299854185487,19054.418907137475,243253920,0,Latin America & Caribbean
2007,URY,7,10,0.89,0.821,0.752,0.845,0.766,33447078687,3331753,9.4,4586650000000,2,0,19175.5859375,19064.299854185487,19054.418907137475,338357632,0,Latin America & Caribbean
2008,URY,7,10,0.89,0.82,0.745,0.845,0.767,35847289440,3340221,8.03,5029290000000,0,0,19175.5859375,19064.299854185487,19054.418907137475,494075616,0,Latin America & Caribbean
2009,URY,7,10,0.89,0.821,0.752,0.845,0.766,37368467080,3349676,7.74,5501980000000,1,0,19175.5859375,19064.299854185487,19054.418907137475,525799104,0,Latin America & Caribbean
2010,URY,7,10,0.887,0.814,0.748,0.831,0.767,40284481652,3359273,7.16,6087160000000,0,0,19175.5859375,19064.299854185487,19054.418907137475,727286784,0,Latin America & Caribbean
2011,URY,7,10,0.89,0.821,0.731,0.843,0.767,42364020185,3368926,6.31,6668540000000,0,0,19175.5859375,19064.299854185487,19054.418907137475,897982784,0,Latin America & Caribbean
2012,URY,7,10,0.889,0.82,0.748,0.843,0.766,43862934926,3378975,6.45,7192930000000,0,0,19175.5859375,19064.299854185487,19054.418907137475,1052415296,0,Latin America & Caribbean
2013,URY,7,10,0.877,0.82,0.735,0.818,0.767,45897095483,3389436,6.44,7751550000000,1.00000002,0,19175.5859375,19064.299854185487,19054.418907137475,1257061888,0,Latin America & Caribbean
2014,URY,7,10,0.886,0.821,0.748,0.831,0.758,47383606580,3400439,6.55,8327160000000,0,0,19175.5859375,19064.299854185487,19054.418907137475,1290028416,0,Latin America & Caribbean
2000,ATG,5,7,0.626,0.44,0.353,0.442,0.443,997674789.1,76007,13.02,2232180000000,0,0,13681.6875,14124.908387052918,14096.900681917934,1433000.75,0,Latin America & Caribbean
2001,ATG,5,7,0.643,0.492,0.405,0.52,0.432,952300505.1,77212,15.54,2418250000000,0,0,13681.6875,14124.908387052918,14096.900681917934,830807.375,0,Latin America & Caribbean
2002,ATG,5,7,0.668,0.511,0.365,0.569,0.471,962084840.1,78298,17,2639120000000,0,0,13681.6875,14124.908387052918,14096.900681917934,1968307.75,0,Latin America & Caribbean
2003,ATG,5,7,0.643,0.491,0.379,0.504,0.431,1020546346,79311,13.67,2904040000000,0,0,13681.6875,14124.908387052918,14096.900681917934,1908462.75,0,Latin America & Caribbean
2004,ATG,6,9,0.699,0.563,0.397,0.6,0.523,1079401546,80347,16.1,3197740000000,0,0,13681.6875,14124.908387052918,14096.900681917934,64736532,0,Latin America & Caribbean
2005,ATG,6,8,0.686,0.536,0.412,0.563,0.496,1149280181,81462,15.48,3562110000000,0,0,13681.6875,14124.908387052918,14096.900681917934,80794160,0,Latin America & Caribbean
2006,ATG,6,8,0.675,0.535,0.407,0.559,0.49,1295332413,82715,17.84,4015240000000,0,0,13681.6875,14124.908387052918,14096.900681917934,87534016,0,Latin America & Caribbean
2007,ATG,6,8,0.717,0.608,0.436,0.611,0.547,1415997591,84029,13.74,4586650000000,0,0,13681.6875,14124.908387052918,14096.900681917934,197528896,0,Latin America & Caribbean
2008,ATG,6,9,0.701,0.535,0.397,0.557,0.487,1415794528,85394,12.94,5029290000000,0,0,13681.6875,14124.908387052918,14096.900681917934,287753664,0,Latin America & Caribbean
2009,ATG,6,8,0.686,0.535,0.391,0.563,0.486,1246427315,86743,14.02,5501980000000,0,0,13681.6875,14124.908387052918,14096.900681917934,316908352,0,Latin America & Caribbean
2010,ATG,6,9,0.702,0.56,0.399,0.601,0.525,1148700000,88030,13.38,6087160000000,0,0,13681.6875,14124.908387052918,14096.900681917934,521719488,0,Latin America & Caribbean
2011,ATG,6,8,0.697,0.546,0.398,0.593,0.479,1126201417,89250,15.73,6668540000000,0,0,13681.6875,14124.908387052918,14096.900681917934,410496256,0,Latin America & Caribbean
2012,ATG,6,9,0.699,0.563,0.4,0.594,0.532,1164186684,90407,24,7192930000000,0,0,13681.6875,14124.908387052918,14096.900681917934,480024960,0,Latin America & Caribbean
2013,ATG,6,9,0.696,0.531,0.387,0.557,0.487,1157191361,91510,15.54,7751550000000,0,0,13681.6875,14124.908387052918,14096.900681917934,157109696,0,Latin America & Caribbean
2014,ATG,6,9,0.733,0.612,0.423,0.617,0.547,1201115193,92562,16.17,8327160000000,0,0,13681.6875,14124.908387052918,14096.900681917934,105784512,0,Latin America & Caribbean
2000,CRI,6.5,10,0.897,0.847,0.636,0.849,0.803,24451594617,3962369,5.08,2232180000000,1.999999843,0,14090.978515625,14458.744185914611,14423.89731136936,106523392,0,Latin America & Caribbean
2001,CRI,6.5,10,0.897,0.847,0.635,0.849,0.804,25305241322,4034074,5.92,2418250000000,1,0,14090.978515625,14458.744185914611,14423.89731136936,62832936,0,Latin America & Caribbean
2002,CRI,6.5,10,0.903,0.853,0.656,0.852,0.809,26169890138,4100922,6.33,2639120000000,10.99999994,0,14090.978515625,14458.744185914611,14423.89731136936,73291776,0,Latin America & Caribbean
2003,CRI,6.5,10,0.904,0.853,0.655,0.853,0.81,27299691366,4164053,6.56,2904040000000,3.000000002,0,14090.978515625,14458.744185914611,14423.89731136936,98137008,0,Latin America & Caribbean
2004,CRI,7,10,0.9,0.85,0.654,0.851,0.808,28507593400,4225156,6.39,3197740000000,10.0000001,0,14090.978515625,14458.744185914611,14423.89731136936,148857008,0,Latin America & Caribbean
2005,CRI,7,10,0.9,0.847,0.654,0.851,0.809,29641245279,4285504,6.57,3562110000000,6.000000005,0,14090.978515625,14458.744185914611,14423.89731136936,225085568,0,Latin America & Caribbean
2006,CRI,7,10,0.907,0.855,0.659,0.864,0.817,31812969043,4345421,5.74,4015240000000,0,0,14090.978515625,14458.744185914611,14423.89731136936,301294528,0,Latin America & Caribbean
2007,CRI,7,10,0.909,0.859,0.699,0.868,0.82,34426446438,4404626,4.49,4586650000000,19.00000013,0,14090.978515625,14458.744185914611,14423.89731136936,381451488,0,Latin America & Caribbean
2008,CRI,7,10,0.909,0.859,0.699,0.861,0.82,36057631674,4463123,4.78,5029290000000,7.999999938,0,14090.978515625,14458.744185914611,14423.89731136936,482793760,0,Latin America & Caribbean
2009,CRI,6.5,10,0.87,0.78,0.586,0.791,0.682,35742684148,4520739,7.71,5501980000000,22.00000066,0,14090.978515625,14458.744185914611,14423.89731136936,456790848,0,Latin America & Caribbean
2010,CRI,6.5,10,0.808,0.677,0.545,0.692,0.651,37658614803,4577371,7.17,6087160000000,51.00000158,0,14090.978515625,14458.744185914611,14423.89731136936,640134464,0,Latin America & Caribbean
2011,CRI,7,10,0.897,0.839,0.655,0.843,0.774,39316783581,4633086,10.14,6668540000000,3.999999999,0,14090.978515625,14458.744185914611,14423.89731136936,810060160,0,Latin America & Caribbean
2012,CRI,6.5,10,0.889,0.836,0.635,0.826,0.766,41236461855,4688003,9.78,7192930000000,7.00000012,0,14090.978515625,14458.744185914611,14423.89731136936,911334464,0,Latin America & Caribbean
2013,CRI,7,10,0.854,0.821,0.587,0.791,0.679,42265215130,4742111,8.77,7751550000000,0,0,14090.978515625,14458.744185914611,14423.89731136936,1118357632,0,Latin America & Caribbean
2014,CRI,6.5,10,0.849,0.821,0.578,0.785,0.683,43762295490,4795390,9.06,8327160000000,0.999999993,0,14090.978515625,14458.744185914611,14423.89731136936,1042658048,0,Latin America & Caribbean
2000,TCD,2.5,-2,0.284,0.1,0.144,0.125,0.119,3862436487,8355654,1.05,2232180000000,0,1,10103.6484375,10235.72812249527,10211.121127658362,1935907.375,0,Sub-Saharan Africa
2001,TCD,2.5,-2,0.282,0.1,0.142,0.124,0.116,4312724534,8678049,1.09,2418250000000,99.99999867,1,10103.6484375,10235.72812249527,10211.121127658362,217010.2188,0,Sub-Saharan Africa
2002,TCD,2.5,-2,0.28,0.1,0.14,0.123,0.115,4678927023,9019226,1.16,2639120000000,0,1,10103.6484375,10235.72812249527,10211.121127658362,1256514.25,0,Sub-Saharan Africa
2003,TCD,2.5,-2,0.28,0.1,0.139,0.123,0.115,5367743079,9373913,1.22,2904040000000,0,1,10103.6484375,10235.72812249527,10211.121127658362,1131848.25,0,Sub-Saharan Africa
2004,TCD,2.5,-2,0.282,0.1,0.139,0.125,0.116,7172881359,9734761,1.26,3197740000000,0,0,10103.6484375,10235.72812249527,10211.121127658362,3568215.75,0,Sub-Saharan Africa
2005,TCD,2.5,-2,0.28,0.1,0.149,0.123,0.115,8416123440,10096630,1.29,3562110000000,0,1,10103.6484375,10235.72812249527,10211.121127658362,9032617,0,Sub-Saharan Africa
2006,TCD,2,-2,0.278,0.099,0.147,0.123,0.115,8470681971,10457122,1.28,4015240000000,52.00000003,1,10103.6484375,10235.72812249527,10211.121127658362,8455190,0,Sub-Saharan Africa
2007,TCD,1.5,-2,0.273,0.096,0.145,0.12,0.114,8747800297,10818031,1.29,4586650000000,28.99999993,1,10103.6484375,10235.72812249527,10211.121127658362,35996480,0,Sub-Saharan Africa
2008,TCD,1.5,-2,0.276,0.097,0.144,0.114,0.115,9014843655,11183589,1.32,5029290000000,0,1,10103.6484375,10235.72812249527,10211.121127658362,47705652,0,Sub-Saharan Africa
2009,TCD,3,-2,0.312,0.163,0.191,0.212,0.213,9395062315,11560142,1.5,5501980000000,5.999999992,1,10103.6484375,10235.72812249527,10211.121127658362,108746856,0,Sub-Saharan Africa
2010,TCD,3,2,0.251,0.145,0.16,0.19,0.16,10668102735,11952134,1.59,6087160000000,24.00000011,1,10103.6484375,10235.72812249527,10211.121127658362,228670992,0,Sub-Saharan Africa
2011,TCD,3,-3,0.293,0.16,0.173,0.189,0.194,10676943370,12360986,1.66,6668540000000,0,0,10103.6484375,10235.72812249527,10211.121127658362,64855736,0,Sub-Saharan Africa
2012,TCD,3.5,-1,0.347,0.24,0.244,0.242,0.246,11625330987,12784748,1.73,7192930000000,20.00000002,0,10103.6484375,10235.72812249527,10211.121127658362,120055464,0,Sub-Saharan Africa
2013,TCD,3.5,-3,0.38,0.299,0.239,0.313,0.255,12287975012,13220433,1.8,7751550000000,0,0,10103.6484375,10235.72812249527,10211.121127658362,269996416,0,Sub-Saharan Africa
2014,TCD,3.5,4,0.418,0.283,0.272,0.33,0.272,13135843450,13663562,1.83,8327160000000,0,0,10103.6484375,10235.72812249527,10211.121127658362,211830960,0,Sub-Saharan Africa
2000,TTO,6,10,0.771,0.647,0.494,0.647,0.632,12400244898,1267159,3.61,2232180000000,0,0,14403.697265625,14857.620373703003,14831.304835746776,41540368,0,Latin America & Caribbean
2001,TTO,5,10,0.741,0.621,0.473,0.621,0.611,12917152080,1271627,3.66,2418250000000,0,0,14403.697265625,14857.620373703003,14831.304835746776,45789364,0,Latin America & Caribbean
2002,TTO,5,10,0.752,0.63,0.481,0.634,0.619,13942348940,1277210,3.69,2639120000000,0,0,14403.697265625,14857.620373703003,14831.304835746776,48164424,0,Latin America & Caribbean
2003,TTO,5,10,0.764,0.646,0.489,0.643,0.631,15955762092,1283564,3.72,2904040000000,2.00000056,0,14403.697265625,14857.620373703003,14831.304835746776,39430764,0,Latin America & Caribbean
2004,TTO,5,10,0.764,0.646,0.489,0.643,0.631,17224253398,1290115,3.8,3197740000000,4.000001407,0,14403.697265625,14857.620373703003,14831.304835746776,45609088,0,Latin America & Caribbean
2005,TTO,5.5,10,0.765,0.648,0.491,0.646,0.639,18293696591,1296497,3.89,3562110000000,1.999999326,0,14403.697265625,14857.620373703003,14831.304835746776,57345540,0,Latin America & Caribbean
2006,TTO,6,10,0.769,0.651,0.492,0.647,0.641,20709938758,1302552,4.03,4015240000000,0,0,14403.697265625,14857.620373703003,14831.304835746776,98471152,0,Latin America & Caribbean
2007,TTO,6,10,0.766,0.65,0.492,0.644,0.638,21694532676,1308450,4.17,4586650000000,0,0,14403.697265625,14857.620373703003,14831.304835746776,144761472,0,Latin America & Caribbean
2008,TTO,6,10,0.776,0.658,0.5,0.653,0.651,22430354184,1314449,4.22,5029290000000,2.000000734,0,14403.697265625,14857.620373703003,14831.304835746776,207367456,0,Latin America & Caribbean
2009,TTO,6,10,0.802,0.673,0.55,0.715,0.675,21445273759,1320921,4.03,5501980000000,0,0,14403.697265625,14857.620373703003,14831.304835746776,171980368,0,Latin America & Caribbean
2010,TTO,6,10,0.798,0.668,0.526,0.681,0.646,22157948396,1328144,4.03,6087160000000,4.999999809,0,14403.697265625,14857.620373703003,14831.304835746776,207141296,0,Latin America & Caribbean
2011,TTO,6,10,0.772,0.648,0.498,0.651,0.63,22092725498,1336180,3.43,6668540000000,1.000000564,0,14403.697265625,14857.620373703003,14831.304835746776,196455232,0,Latin America & Caribbean
2012,TTO,6,10,0.772,0.661,0.5,0.652,0.651,22373295239,1344814,3.72,7192930000000,0,0,14403.697265625,14857.620373703003,14831.304835746776,217614976,0,Latin America & Caribbean
2013,TTO,7,9,0.749,0.624,0.49,0.647,0.563,22872012726,1353708,2.68,7751550000000,0,0,14403.697265625,14857.620373703003,14831.304835746776,225673040,0,Latin America & Caribbean
2014,TTO,5.5,9,0.73,0.58,0.47,0.618,0.548,22663295325,1362337,2.48,8327160000000,0,0,14403.697265625,14857.620373703003,14831.304835746776,285839104,0,Latin America & Caribbean
2000,CUB,1,-7,0.117,0.057,0.093,0.067,0.229,38729221264,11126423,5.45,2232180000000,1.999999999,0,12750.3935546875,13348.870192062377,13309.441692075754,201515536,0,Latin America & Caribbean
2001,CUB,1,-7,0.117,0.059,0.093,0.067,0.229,39962758543,11164676,4.08,2418250000000,5.999999865,0,12750.3935546875,13348.870192062377,13309.441692075754,254586192,0,Latin America & Caribbean
2002,CUB,1,-7,0.117,0.059,0.093,0.067,0.229,40532156423,11199664,3.31,2639120000000,1.000000048,0,12750.3935546875,13348.870192062377,13309.441692075754,227833296,0,Latin America & Caribbean
2003,CUB,1,-7,0.117,0.059,0.094,0.066,0.23,42069435823,11229185,2.33,2904040000000,1.000000021,0,12750.3935546875,13348.870192062377,13309.441692075754,159188208,0,Latin America & Caribbean
2004,CUB,1,-7,0.117,0.059,0.094,0.066,0.221,44497068633,11250369,1.85,3197740000000,3.999999923,0,12750.3935546875,13348.870192062377,13309.441692075754,198678448,0,Latin America & Caribbean
2005,CUB,1,-7,0.117,0.059,0.094,0.066,0.219,49481477379,11261586,1.95,3562110000000,16.00000019,0,12750.3935546875,13348.870192062377,13309.441692075754,384377088,0,Latin America & Caribbean
2006,CUB,1,-7,0.117,0.059,0.094,0.066,0.219,55451844706,11261241,1.91,4015240000000,8.999999891,0,12750.3935546875,13348.870192062377,13309.441692075754,754457792,0,Latin America & Caribbean
2007,CUB,1,-7,0.117,0.06,0.094,0.081,0.218,59478833619,11251117,1.79,4586650000000,4.000000008,0,12750.3935546875,13348.870192062377,13309.441692075754,642931712,0,Latin America & Caribbean
2008,CUB,1.5,-7,0.172,0.07,0.106,0.096,0.237,61927474920,11236975,1.58,5029290000000,10.00000029,0,12750.3935546875,13348.870192062377,13309.441692075754,809546496,0,Latin America & Caribbean
2009,CUB,1.5,-5,0.2,0.088,0.103,0.101,0.21,62826231727,11226711,1.67,5501980000000,3.000000029,0,12750.3935546875,13348.870192062377,13309.441692075754,686314112,0,Latin America & Caribbean
