year,recipient_iso3,pmm_fh,pmm_polity,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_delibdem,v2x_egaldem,gdp,pop,unemp,china_gdp,disaster,civilwar,dist,distw,distwces,trade,atopally,region
2012,TON,4,5,0.408,0.249,0.234,0.312,0.284,395077523.4,102736,2.11,7192930000000,0,0,9809.154296875,9531.453544361115,9513.128524075397,14040349,1,East Asia & Pacific
2013,TON,4,5,0.425,0.281,0.247,0.328,0.294,396311381.8,101768,2.31,7751550000000,0,0,9809.154296875,9531.453544361115,9513.128524075397,27005592,1,East Asia & Pacific
2014,TON,4.5,5,0.5,0.411,0.282,0.375,0.344,404311721.5,101023,2.46,8327160000000,1.000000001,0,9809.154296875,9531.453544361115,9513.128524075397,16007364,1,East Asia & Pacific
2000,DZA,2.5,-3,0.323,0.156,0.152,0.234,0.255,110437000000,31042238,29.77,2232180000000,47.99999989,1,9117.67578125,9505.34847408142,9481.410834914996,310899616,0,Middle East & North Africa
2001,DZA,2.5,-3,0.323,0.156,0.152,0.234,0.255,113750000000,31451513,27.3,2418250000000,920.9999392,1,9117.67578125,9505.34847408142,9481.410834914996,132384568,0,Middle East & North Africa
2002,DZA,2.5,-3,0.327,0.158,0.152,0.236,0.26,120120000000,31855110,25.9,2639120000000,48.00000027,1,9117.67578125,9505.34847408142,9481.410834914996,226881840,0,Middle East & North Africa
2003,DZA,2.5,-3,0.329,0.159,0.151,0.237,0.262,128768000000,32264159,23.72,2904040000000,2329.000446,1,9117.67578125,9505.34847408142,9481.410834914996,435442464,0,Middle East & North Africa
2004,DZA,2.5,2,0.333,0.16,0.15,0.239,0.263,134306000000,32692153,17.65,3197740000000,21.99999997,1,9117.67578125,9505.34847408142,9481.410834914996,504638112,0,Middle East & North Africa
2005,DZA,2.5,2,0.335,0.163,0.152,0.24,0.263,142230000000,33149720,15.27,3562110000000,21.99999998,1,9117.67578125,9505.34847408142,9481.410834914996,734043840,0,Middle East & North Africa
2006,DZA,2.5,2,0.335,0.163,0.152,0.24,0.263,144647000000,33641007,12.27,4015240000000,5.000000001,1,9117.67578125,9505.34847408142,9481.410834914996,928139968,0,Middle East & North Africa
2007,DZA,2.5,2,0.33,0.161,0.148,0.236,0.26,149565000000,34166976,13.79,4586650000000,81.99999977,1,9117.67578125,9505.34847408142,9481.410834914996,1195414784,0,Middle East & North Africa
2008,DZA,2.5,2,0.325,0.159,0.146,0.236,0.258,153155000000,34730604,11.33,5029290000000,92.99999978,1,9117.67578125,9505.34847408142,9481.410834914996,2212282368,0,Middle East & North Africa
2009,DZA,2.5,3,0.377,0.241,0.219,0.292,0.263,155606000000,35333882,10.16,5501980000000,48.00000019,1,9117.67578125,9505.34847408142,9481.410834914996,3049487872,0,Middle East & North Africa
2010,DZA,3.5,3,0.352,0.192,0.207,0.261,0.26,161207000000,35977451,9.96,6087160000000,0,1,9117.67578125,9505.34847408142,9481.410834914996,2874147840,0,Middle East & North Africa
2011,DZA,3,-1,0.388,0.245,0.235,0.312,0.258,165882000000,36661438,9.96,6668540000000,10,1,9117.67578125,9505.34847408142,9481.410834914996,2958347264,0,Middle East & North Africa
2012,DZA,2.5,4,0.373,0.208,0.189,0.294,0.263,171522000000,37383899,10.97,7192930000000,68.99999965,1,9117.67578125,9505.34847408142,9481.410834914996,3776011264,0,Middle East & North Africa
2013,DZA,3.5,5,0.429,0.283,0.247,0.358,0.29,176325000000,38140135,9.82,7751550000000,0,1,9117.67578125,9505.34847408142,9481.410834914996,4362226176,0,Middle East & North Africa
2014,DZA,4,6,0.474,0.31,0.279,0.331,0.304,183025000000,38923688,10.21,8327160000000,6.000000003,1,9117.67578125,9505.34847408142,9481.410834914996,4981277184,0,Middle East & North Africa
2000,EGY,2.5,-6,0.216,0.154,0.084,0.149,0.107,136413000000,68831561,8.98,2232180000000,2.000000001,0,7551.41796875,7795.573882933807,7770.150499168378,487095456,0,Middle East & North Africa
2001,EGY,2,-6,0.211,0.148,0.083,0.147,0.096,141235000000,70152662,9.26,2418250000000,1.000000074,0,7551.41796875,7795.573882933807,7770.150499168378,356126688,0,Middle East & North Africa
2002,EGY,2,-6,0.211,0.148,0.086,0.147,0.096,144611000000,71485044,10.01,2639120000000,25.00000002,0,7551.41796875,7795.573882933807,7770.150499168378,373692224,0,Middle East & North Africa
2003,EGY,2,-6,0.211,0.148,0.086,0.147,0.096,149229000000,72826102,11.01,2904040000000,1.999999996,0,7551.41796875,7795.573882933807,7770.150499168378,327970176,0,Middle East & North Africa
2004,EGY,2.5,-6,0.211,0.148,0.085,0.147,0.099,155335000000,74172073,10.32,3197740000000,16,0,7551.41796875,7795.573882933807,7770.150499168378,361192096,0,Middle East & North Africa
2005,EGY,2.5,-3,0.212,0.148,0.095,0.147,0.099,162282000000,75523576,11.2,3562110000000,6.000000016,0,7551.41796875,7795.573882933807,7770.150499168378,499631936,0,Middle East & North Africa
2006,EGY,2.5,-3,0.211,0.148,0.094,0.154,0.099,173388000000,76873670,10.49,4015240000000,1.999999999,0,7551.41796875,7795.573882933807,7770.150499168378,642548352,0,Middle East & North Africa
2007,EGY,2.5,-3,0.212,0.148,0.091,0.155,0.099,185677000000,78232124,8.8,4586650000000,4.00000001,0,7551.41796875,7795.573882933807,7770.150499168378,806042304,0,Middle East & North Africa
2008,EGY,2.5,-3,0.212,0.148,0.09,0.147,0.1,198965000000,79636081,8.52,5029290000000,97.99999968,0,7551.41796875,7795.573882933807,7770.150499168378,2392509184,0,Middle East & North Africa
2009,EGY,3.5,0,0.29,0.162,0.169,0.19,0.169,208264000000,81134789,9.09,5501980000000,2.000000043,0,7551.41796875,7795.573882933807,7770.150499168378,2497212672,0,Middle East & North Africa
2010,EGY,3,-3,0.239,0.134,0.106,0.173,0.148,218984000000,82761244,8.76,6087160000000,61.99999992,0,7551.41796875,7795.573882933807,7770.150499168378,3161074688,0,Middle East & North Africa
2011,EGY,4,5,0.417,0.272,0.234,0.335,0.271,222848000000,84529251,11.85,6668540000000,1.999999984,0,7551.41796875,7795.573882933807,7770.150499168378,3554214400,0,Middle East & North Africa
2012,EGY,4,5,0.407,0.248,0.218,0.298,0.279,227809000000,86422240,12.6,7192930000000,5.000000013,0,7551.41796875,7795.573882933807,7770.150499168378,4078500352,0,Middle East & North Africa
2013,EGY,3.5,5,0.356,0.216,0.196,0.294,0.266,232788000000,88404652,13.15,7751550000000,7.000000015,0,7551.41796875,7795.573882933807,7770.150499168378,4356526592,0,Middle East & North Africa
2014,EGY,3.5,-4,0.322,0.176,0.176,0.231,0.236,239575000000,90424668,13.11,8327160000000,4.999999999,1,7551.41796875,7795.573882933807,7770.150499168378,4623226880,0,Middle East & North Africa
2000,FSM,6.5,7,0.487,0.361,0.277,0.348,0.363,290797573.8,107405,9.77,2232180000000,0,0,5548.77978515625,4893.060786843872,4801.829087627354,728163.875,0,East Asia & Pacific
2001,FSM,6.5,7,0.567,0.412,0.318,0.384,0.381,297100909.1,107170,8.33,2418250000000,0,0,5548.77978515625,4893.060786843872,4801.829087627354,0,0,East Asia & Pacific
2002,FSM,6.5,7,0.572,0.425,0.326,0.388,0.441,298726044.2,107027,12.87,2639120000000,46.99999782,0,5548.77978515625,4893.060786843872,4801.829087627354,0,0,East Asia & Pacific
2003,FSM,7,9,0.568,0.446,0.348,0.435,0.435,303422361.3,106902,9.33,2904040000000,0,0,5548.77978515625,4893.060786843872,4801.829087627354,0,0,East Asia & Pacific
2004,FSM,7,8,0.584,0.458,0.361,0.411,0.465,294076488.2,106624,12.07,3197740000000,0.999999999,0,5548.77978515625,4893.060786843872,4801.829087627354,0,0,East Asia & Pacific
2005,FSM,7,8,0.605,0.496,0.365,0.456,0.492,300081139.5,106135,9.77,3562110000000,0,0,5548.77978515625,4893.060786843872,4801.829087627354,0,0,East Asia & Pacific
2006,FSM,7,7,0.551,0.453,0.331,0.373,0.423,299837907.8,105374,11.69,4015240000000,0,0,5548.77978515625,4893.060786843872,4801.829087627354,0,0,East Asia & Pacific
2007,FSM,7,8,0.613,0.477,0.381,0.456,0.481,294332328.3,104442,10.32,4586650000000,0,0,5548.77978515625,4893.060786843872,4801.829087627354,0,0,East Asia & Pacific
2008,FSM,7,8,0.603,0.461,0.384,0.443,0.461,287243356,103549,11.53,5029290000000,0,0,5548.77978515625,4893.060786843872,4801.829087627354,0,0,East Asia & Pacific
2009,FSM,6.5,7,0.554,0.4,0.288,0.401,0.364,290383210.9,102971,11.52,5501980000000,0,0,5548.77978515625,4893.060786843872,4801.829087627354,0,0,East Asia & Pacific
2010,FSM,6,7,0.605,0.449,0.333,0.425,0.458,296944100,102916,11.68,6087160000000,0,0,5548.77978515625,4893.060786843872,4801.829087627354,214232560,0,East Asia & Pacific
2011,FSM,6,7,0.548,0.431,0.343,0.386,0.41,306412384.6,103448,9.57,6668540000000,0,0,5548.77978515625,4893.060786843872,4801.829087627354,606244672,0,East Asia & Pacific
2012,FSM,6,8,0.645,0.511,0.377,0.454,0.484,300692217.7,104506,10.84,7192930000000,0,0,5548.77978515625,4893.060786843872,4801.829087627354,802560192,0,East Asia & Pacific
2013,FSM,6.5,8,0.626,0.51,0.397,0.497,0.485,289627442.3,105922,9.9,7751550000000,0,0,5548.77978515625,4893.060786843872,4801.829087627354,516367904,0,East Asia & Pacific
2014,FSM,6,7,0.626,0.511,0.365,0.515,0.46,282949283,107444,10.72,8327160000000,0,0,5548.77978515625,4893.060786843872,4801.829087627354,1043952320,0,East Asia & Pacific
2000,GUY,6,6,0.525,0.35,0.314,0.26,0.363,2717207493,746718,11.84,2232180000000,0,0,14808.4755859375,15263.240563771056,15239.343458166077,830807.375,0,Latin America & Caribbean
2001,GUY,6,6,0.551,0.371,0.328,0.329,0.385,2779146826,745206,11.79,2418250000000,0,0,14808.4755859375,15263.240563771056,15239.343458166077,9498782,0,Latin America & Caribbean
2002,GUY,6,6,0.562,0.375,0.335,0.334,0.383,2810624192,744789,11.81,2639120000000,0,0,14808.4755859375,15263.240563771056,15239.343458166077,10069729,0,Latin America & Caribbean
2003,GUY,6,6,0.584,0.388,0.347,0.347,0.398,2792854713,745142,11.61,2904040000000,0,0,14808.4755859375,15263.240563771056,15239.343458166077,13012213,0,Latin America & Caribbean
2004,GUY,6,6,0.584,0.387,0.347,0.347,0.406,2836516866,745737,11.34,3197740000000,0,0,14808.4755859375,15263.240563771056,15239.343458166077,12768378,0,Latin America & Caribbean
2005,GUY,5,6,0.584,0.387,0.347,0.347,0.406,2781177624,746156,11.06,3562110000000,34.00000189,0,14808.4755859375,15263.240563771056,15239.343458166077,16461385,0,Latin America & Caribbean
2006,GUY,5.5,6,0.583,0.387,0.346,0.346,0.406,2923841172,746335,10.7,4015240000000,0,0,14808.4755859375,15263.240563771056,15239.343458166077,48736168,0,Latin America & Caribbean
2007,GUY,5.5,6,0.582,0.387,0.344,0.348,0.407,3134102570,746477,10.84,4586650000000,0,0,14808.4755859375,15263.240563771056,15239.343458166077,35994280,0,Latin America & Caribbean
2008,GUY,5.5,6,0.58,0.386,0.345,0.349,0.401,3184413030,746815,11.05,5029290000000,0,0,14808.4755859375,15263.240563771056,15239.343458166077,41818964,0,Latin America & Caribbean
2009,GUY,7,7,0.672,0.537,0.391,0.544,0.46,3307887391,747718,11.69,5501980000000,0,0,14808.4755859375,15263.240563771056,15239.343458166077,41728332,0,Latin America & Caribbean
2010,GUY,6,7,0.637,0.469,0.405,0.502,0.435,3432913353,749430,12.05,6087160000000,0,0,14808.4755859375,15263.240563771056,15239.343458166077,59613084,0,Latin America & Caribbean
2011,GUY,6,7,0.609,0.421,0.384,0.411,0.432,3616203677,752029,12.35,6668540000000,0,0,14808.4755859375,15263.240563771056,15239.343458166077,97287352,0,Latin America & Caribbean
2012,GUY,5.5,5,0.62,0.427,0.407,0.481,0.429,3810837161,755388,12.67,7192930000000,0,0,14808.4755859375,15263.240563771056,15239.343458166077,138929120,0,Latin America & Caribbean
2013,GUY,6,7,0.611,0.429,0.387,0.434,0.434,3950058401,759281,12.99,7751550000000,0,0,14808.4755859375,15263.240563771056,15239.343458166077,105767952,0,Latin America & Caribbean
2014,GUY,6,8,0.639,0.474,0.405,0.479,0.481,4016672191,763371,13.21,8327160000000,0,0,14808.4755859375,15263.240563771056,15239.343458166077,111667952,0,Latin America & Caribbean
2000,KAZ,2.5,-4,0.272,0.139,0.105,0.109,0.205,66851172843,14883626,12.75,2232180000000,0,0,3277.169189453125,4007.850601768112,3891.607154033136,325021120,0,Europe & Central Asia
2001,KAZ,2.5,-4,0.257,0.135,0.1,0.095,0.199,75876081176,14858335,10.43,2418250000000,0,0,3277.169189453125,4007.850601768112,3891.607154033136,119469544,0,Europe & Central Asia
2002,KAZ,2.5,-6,0.255,0.134,0.098,0.088,0.199,83311937131,14858948,9.33,2639120000000,0,0,3277.169189453125,4007.850601768112,3891.607154033136,208858816,0,Europe & Central Asia
2003,KAZ,2.5,-6,0.251,0.13,0.097,0.091,0.198,91059947284,14909019,8.78,2904040000000,2.999999999,0,3277.169189453125,4007.850601768112,3891.607154033136,320753440,0,Europe & Central Asia
2004,KAZ,2.5,-6,0.249,0.132,0.095,0.103,0.197,99801702225,15012984,8.4,3197740000000,7.870399422,0,3277.169189453125,4007.850601768112,3891.607154033136,414132256,0,Europe & Central Asia
2005,KAZ,2.5,-6,0.243,0.132,0.093,0.101,0.196,109482000000,15147029,8.13,3562110000000,7.412670533,0,3277.169189453125,4007.850601768112,3891.607154033136,688509504,0,Europe & Central Asia
2006,KAZ,2.5,-6,0.245,0.133,0.092,0.101,0.196,121197000000,15308085,7.79,4015240000000,6.7424448,0,3277.169189453125,4007.850601768112,3891.607154033136,1046185344,0,Europe & Central Asia
2007,KAZ,2.5,-6,0.244,0.134,0.089,0.101,0.196,131984000000,15484192,7.26,4586650000000,0,0,3277.169189453125,4007.850601768112,3891.607154033136,1752840320,0,Europe & Central Asia
2008,KAZ,2.5,-6,0.244,0.134,0.088,0.092,0.197,136339000000,15776938,6.63,5029290000000,6.010787804,0,3277.169189453125,4007.850601768112,3891.607154033136,2483237376,0,Europe & Central Asia
2009,KAZ,2.5,-3,0.26,0.145,0.149,0.189,0.126,137975000000,16092822,6.55,5501980000000,4.914822261,0,3277.169189453125,4007.850601768112,3891.607154033136,2291349248,0,Europe & Central Asia
2010,KAZ,2.5,-6,0.247,0.129,0.098,0.124,0.196,148047000000,16321872,5.77,6087160000000,5.445280189,0,3277.169189453125,4007.850601768112,3891.607154033136,2564446976,0,Europe & Central Asia
2011,KAZ,2.5,-6,0.254,0.134,0.127,0.15,0.193,159003000000,16557202,5.39,6668540000000,5.497074454,0,3277.169189453125,4007.850601768112,3891.607154033136,3133874176,0,Europe & Central Asia
2012,KAZ,3,-4,0.268,0.164,0.134,0.19,0.215,166635000000,16792090,5.29,7192930000000,5.278781064,0,3277.169189453125,4007.850601768112,3891.607154033136,4746377728,0,Europe & Central Asia
2013,KAZ,3,-5,0.275,0.192,0.144,0.23,0.228,176633000000,17035551,5.2,7751550000000,2.999999992,0,3277.169189453125,4007.850601768112,3891.607154033136,5240461312,0,Europe & Central Asia
2014,KAZ,3,-5,0.202,0.124,0.1,0.123,0.168,184052000000,17288285,5.06,8327160000000,8.000000034,0,3277.169189453125,4007.850601768112,3891.607154033136,4521352704,0,Europe & Central Asia
2000,LBY,1,-7,0.072,0.05,0.044,0.049,0.133,48026344513,5357893,19.19,2232180000000,0,0,8743.5087890625,8875.042331891631,8844.7855645533,217010.2188,0,Middle East & North Africa
2001,LBY,1,-7,0.072,0.05,0.044,0.049,0.133,47179698570,5443249,19.16,2418250000000,0,0,8743.5087890625,8875.042331891631,8844.7855645533,31319772,0,Middle East & North Africa
2002,LBY,1,-7,0.072,0.05,0.044,0.049,0.133,46727316323,5531097,19.23,2639120000000,0,0,8743.5087890625,8875.042331891631,8844.7855645533,81859584,0,Middle East & North Africa
2003,LBY,1,-7,0.072,0.045,0.044,0.049,0.133,52809344318,5620545,19.23,2904040000000,0,0,8743.5087890625,8875.042331891631,8844.7855645533,124607424,0,Middle East & North Africa
2004,LBY,1,-7,0.073,0.045,0.044,0.049,0.133,55165501857,5710163,19.14,3197740000000,0,0,8743.5087890625,8875.042331891631,8844.7855645533,153289776,0,Middle East & North Africa
2005,LBY,1,-7,0.073,0.045,0.044,0.039,0.133,61714049045,5798615,19.02,3562110000000,0,0,8743.5087890625,8875.042331891631,8844.7855645533,218065408,0,Middle East & North Africa
2006,LBY,1,-7,0.073,0.045,0.044,0.039,0.133,65725799949,5886874,18.8,4015240000000,0,0,8743.5087890625,8875.042331891631,8844.7855645533,420736640,0,Middle East & North Africa
2007,LBY,1,-7,0.073,0.045,0.044,0.039,0.133,69900911109,5974786,18.6,4586650000000,0,0,8743.5087890625,8875.042331891631,8844.7855645533,474742912,0,Middle East & North Africa
2008,LBY,1,-7,0.073,0.046,0.044,0.039,0.133,71765417108,6058740,18.51,5029290000000,0,0,8743.5087890625,8875.042331891631,8844.7855645533,971213184,0,Middle East & North Africa
2009,LBY,2,-4,0.188,0.09,0.088,0.08,0.085,71198368527,6133987,18.95,5501980000000,0,0,8743.5087890625,8875.042331891631,8844.7855645533,1413967872,0,Middle East & North Africa
2010,LBY,2,-6,0.191,0.077,0.092,0.087,0.096,74773444901,6197667,19.03,6087160000000,0,0,8743.5087890625,8875.042331891631,8844.7855645533,1467497856,0,Middle East & North Africa
2011,LBY,1,-7,0.104,0.045,0.058,0.038,0.099,28357141373,6247438,19.02,6668540000000,0,1,8743.5087890625,8875.042331891631,8844.7855645533,496085344,0,Middle East & North Africa
2012,LBY,2.5,-6,0.16,0.057,0.093,0.092,0.148,63275999127,6285751,19.03,7192930000000,0,0,8743.5087890625,8875.042331891631,8844.7855645533,1665761920,0,Middle East & North Africa
2013,LBY,2.5,-4,0.189,0.095,0.119,0.149,0.16,54670463262,6320350,19.05,7751550000000,16.00000008,1,8743.5087890625,8875.042331891631,8844.7855645533,1985897984,0,Middle East & North Africa
2014,LBY,2.5,-4,0.193,0.09,0.098,0.109,0.137,41549552060,6362039,18.94,8327160000000,0,1,8743.5087890625,8875.042331891631,8844.7855645533,1442343680,0,Middle East & North Africa
2000,NRU,6,6,0.58,0.442,0.347,0.461,0.432,13074915712,10335,7.17,2232180000000,0,0,6809.45263671875,6580.050925485993,6553.651886032641,43382376,0,East Asia & Pacific
2001,NRU,6,7,0.555,0.404,0.326,0.401,0.374,8584992741,10219,7.99,2418250000000,0,0,6809.45263671875,6580.050925485993,6553.651886032641,274388.7188,0,East Asia & Pacific
2002,NRU,6.5,8,0.596,0.472,0.363,0.448,0.473,17954877146,10102,8.57,2639120000000,0,0,6809.45263671875,6580.050925485993,6553.651886032641,282235.3125,0,East Asia & Pacific
2003,NRU,7,8,0.619,0.461,0.379,0.456,0.49,22322169525,9990,7.45,2904040000000,0,0,6809.45263671875,6580.050925485993,6553.651886032641,30623.59961,0,East Asia & Pacific
2004,NRU,7,8,0.58,0.452,0.348,0.412,0.444,39240729.32,9906,9.33,3197740000000,1.000000007,0,6809.45263671875,6580.050925485993,6553.651886032641,54071.82031,0,East Asia & Pacific
2005,NRU,7,7,0.551,0.419,0.333,0.381,0.421,39240729.32,9848,13.04,3562110000000,0,0,6809.45263671875,6580.050925485993,6553.651886032641,16499.93945,0,East Asia & Pacific
2006,NRU,7,6,0.47,0.306,0.282,0.325,0.364,41618955.34,9827,8.12,4015240000000,0.999999982,0,6809.45263671875,6580.050925485993,6553.651886032641,0,0,East Asia & Pacific
2007,NRU,7,6,0.572,0.441,0.351,0.421,0.441,32106051.26,9846,8.27,4586650000000,0.920821467,0,6809.45263671875,6580.050925485993,6553.651886032641,19990.88086,0,East Asia & Pacific
2008,NRU,7,8,0.582,0.462,0.381,0.434,0.46,39240729.32,9880,10.33,5029290000000,0,0,6809.45263671875,6580.050925485993,6553.651886032641,543.9699707,0,East Asia & Pacific
2009,NRU,7,8,0.577,0.459,0.373,0.431,0.465,42808068.35,9945,9.11,5501980000000,0,0,6809.45263671875,6580.050925485993,6553.651886032641,12838.37988,0,East Asia & Pacific
2010,NRU,7,8,0.571,0.437,0.345,0.424,0.429,47564520.39,10009,6.68,6087160000000,0,0,6809.45263671875,6580.050925485993,6553.651886032641,14090.37988,0,East Asia & Pacific
2011,NRU,7,6,0.57,0.441,0.347,0.419,0.421,52320972.43,10069,12.17,6668540000000,20.00000003,0,6809.45263671875,6580.050925485993,6553.651886032641,115240.7734,0,East Asia & Pacific
2012,NRU,6.5,7,0.531,0.412,0.319,0.38,0.383,58266537.48,10136,9.42,7192930000000,0,0,6809.45263671875,6580.050925485993,6553.651886032641,615611,0,East Asia & Pacific
2013,NRU,7,8,0.582,0.471,0.355,0.441,0.485,76103232.63,10208,9.87,7751550000000,1.99999998,0,6809.45263671875,6580.050925485993,6553.651886032641,687622.8125,0,East Asia & Pacific
2014,NRU,6.5,7,0.572,0.441,0.347,0.427,0.432,96318153.79,10289,10.59,8327160000000,57.99999998,0,6809.45263671875,6580.050925485993,6553.651886032641,1672205.5,0,East Asia & Pacific
2000,PER,5,5,0.432,0.196,0.273,0.208,0.264,85798462918,26459944,5.78,2232180000000,38.0000002,0,16666.291015625,16938.906189245605,16901.49238512575,460556128,0,Latin America & Caribbean
2001,PER,6,9,0.696,0.44,0.457,0.621,0.422,86328605036,26799289,5.76,2418250000000,186.0000017,0,16666.291015625,16938.906189245605,16901.49238512575,283847136,0,Latin America & Caribbean
2002,PER,5.5,9,0.798,0.661,0.545,0.73,0.484,91036560494,27100964,5.8,2639120000000,99.99999845,0,16666.291015625,16938.906189245605,16901.49238512575,173805584,0,Latin America & Caribbean
2003,PER,5.5,9,0.798,0.664,0.549,0.73,0.489,94828254301,27372217,4.79,2904040000000,40.99999972,0,16666.291015625,16938.906189245605,16901.49238512575,193205520,0,Latin America & Caribbean
2004,PER,5.5,9,0.797,0.663,0.547,0.682,0.487,99530031846,27624226,4.9,3197740000000,23.00000262,0,16666.291015625,16938.906189245605,16901.49238512575,195724160,0,Latin America & Caribbean
