year,recipient,recipient_iso3,aid,debt,aid_socgov,aid_econ,aid_human,frequencies_by_year,counts_by_year,relevant,govt_visits,mil_visits,total_visits,polity2,v2x_api,gdp,pop,china_gdp,china_pop,disaster,civilwar,dist,distw,distwces,imports,exports,atopally,distance,agree,fdi,region
2006,Guam,GUM,0,0,0,0,0,0,0,1,0,0,0,0,0.558,31341672325.2999,158649,7839613419837.17,1311020000,0,0,11886.323822021484,12133.350835133551,12179.975677522383,1545851087,122274281,0,0.7419678,0.8135593,-211120000,East Asia & Pacific
2007,Guam,GUM,0,0,0,0,0,0,0,1,0,0,0,6,0.774,51387685545.5751,158848,8955257903305.3,1317885000,0,0,11886.323822021484,12133.350835133551,12179.975677522383,2474763994,1699117414,0,0.5385395,0.8941176,-2239506641,East Asia & Pacific
2008,Guam,GUM,0,0,0,0,0,0,0,1,0,0,0,5,0.718,103559592341.859,159037,9819501089971.55,1324655000,0,0,11886.323822021484,12133.350835133551,12179.975677522383,14896422261,2922309224,0,0.6333706,0.895,-1629095579,East Asia & Pacific
2009,Guam,GUM,0,0,0,0,0,0.02,2,1,0,0,0,-2,0.596,65837648261.6517,159232,10742409055886.5,1331260000,0,0,11886.323822021484,12133.350835133551,12179.975677522383,9377587115,940887034,0,0.2832653,0.9545455,-506658423.5,East Asia & Pacific
2010,Guam,GUM,0,0,0,0,0,0.03,4,1,0,0,0,6,0.715,148982694254.14,159439,11884957832311.2,1337705000,0,0,11886.323822021484,12133.350835133551,12179.975677522383,10324735851,2891415662,0,0.9732365,0.8333333,-628624806,East Asia & Pacific
2011,Guam,GUM,0,0,0,0,0,0.04,4,1,0,0,0,8,0.845,133286137492.55,159690,13020070209403.8,1345035000,0,0,11886.323822021484,12133.350835133551,12179.975677522383,7827660790,2841206355,0,0.9645505,0.8103448,-2070285898,East Asia & Pacific
2012,Guam,GUM,0,0,0,0,0,0,0,1,0,0,0,9,0.9,334704527804.944,159990,14043934216102.1,1354190000,0,0,11886.323822021484,12133.350835133551,12179.975677522383,18438961676,7324648972,0,0.5615378,0.7933884,-7876711486,East Asia & Pacific
2013,Guam,GUM,0,0,0,0,0,0.05,4,1,0,0,0,8,0.791,44387530291.4595,160415,15134607226924.2,1363240000,0,0,11886.323822021484,12133.350835133551,12179.975677522383,875144719,1293592219,0,0.7386042,0.8195876,-2081123475,East Asia & Pacific
2014,Guam,GUM,0,0,0,0,0,0,0,1,0,0,0,3,0.639,161486746932.61,161007,16258467389928.8,1371860000,0,0,11886.323822021484,12133.350835133551,12179.975677522383,13991887187,2270851329,0,1.167289,0.7166667,233409728.1,East Asia & Pacific
2015,Guam,GUM,0,0,0,0,0,0.02,1,1,0,0,0,9,0.858,233652963487.435,161851,17403279549482.5,1379860000,0,0,11886.323822021484,12133.350835133551,12179.975677522383,19594195353,5767709102,0,0.3670027,0.8703704,-299000000,East Asia & Pacific
2016,Guam,GUM,0,0,0,0,0,0,0,1,0,0,0,0,0.568,44990893058.8619,162948,18595188781703.6,1387790000,0,0,11886.323822021484,12133.350835133551,12179.975677522383,3307360327,321209161,0,0.7607132,0.7791667,-311699760.3,East Asia & Pacific
2017,Guam,GUM,0,0,0,0,0,0.06,3,1,0,0,0,3,0.638,66503373830.98,164281,19887033884256.7,1396215000,0,0,11886.323822021484,12133.350835133551,12179.975677522383,1693945966,471061511,0,0.7710732,0.7588235,-745815917.4,East Asia & Pacific
2000,South Sudan,SSD,0,0,0,0,0,0.61,30,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,South Sudan,SSD,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,South Sudan,SSD,0,0,0,0,0,0.71,34,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,South Sudan,SSD,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,South Sudan,SSD,0,0,0,0,0,0.88,40,1,0,0,0,-3,0.424,84358439803.8543,6688225,5152785033972.09,1280400000,0,0,9322.314270019531,9390.20073516588,9369.882914700464,33021012,117130052,0,0.9732365,0.8617021,-727081206.3,Sub-Saharan Africa
2002,South Sudan,SSD,0,0,0,0,0,0,0,1,0,0,0,-3,0.424,84358439803.8543,6688225,5152785033972.09,1280400000,0,0,9322.314270019531,9390.20073516588,9369.882914700464,33021012,117130052,0,0.9732365,0.8617021,-727081206.3,Sub-Saharan Africa
2003,South Sudan,SSD,0,0,0,0,0,0.72,38,1,0,0,0,9,0.852,69199782839.8838,6935665,5670023166308.18,1288400000,0,0,9322.314270019531,9390.20073516588,9369.882914700464,26241576,330097246,0,1.66886,0.6714286,-1727462621,Sub-Saharan Africa
2003,South Sudan,SSD,0,0,0,0,0,0,0,1,0,0,0,9,0.852,69199782839.8838,6935665,5670023166308.18,1288400000,0,0,9322.314270019531,9390.20073516588,9369.882914700464,26241576,330097246,0,1.66886,0.6714286,-1727462621,Sub-Saharan Africa
2004,South Sudan,SSD,0,0,0,0,0,2.6,131,1,0,0,0,6,0.756,66620056539.4787,7213354,6243467841396.09,1296075000,0,0,9322.314270019531,9390.20073516588,9369.882914700464,33140091,161050803,0,1.634429,0.6634615,-864040000,Sub-Saharan Africa
2004,South Sudan,SSD,0,0,0,0,0,0,0,1,0,0,0,6,0.756,66620056539.4787,7213354,6243467841396.09,1296075000,0,0,9322.314270019531,9390.20073516588,9369.882914700464,33140091,161050803,0,1.634429,0.6634615,-864040000,Sub-Saharan Africa
2005,South Sudan,SSD,0,0,0,0,0,1.98,99,1,0,0,0,7,0.772,32776941232.0559,7535931,6954885516694.85,1303720000,0,0,9322.314270019531,9390.20073516588,9369.882914700464,8600471,166812989,0,1.124797,0.8472222,-399200000,Sub-Saharan Africa
2005,South Sudan,SSD,0,0,0,0,0,0,0,1,0,0,0,7,0.772,32776941232.0559,7535931,6954885516694.85,1303720000,0,0,9322.314270019531,9390.20073516588,9369.882914700464,8600471,166812989,0,1.124797,0.8472222,-399200000,Sub-Saharan Africa
2006,South Sudan,SSD,0,0,0,0,0,2.61,135,1,0,0,0,5,0.668,49913044324.9159,7907407,7839613419837.17,1311020000,0,0,9322.314270019531,9390.20073516588,9369.882914700464,21458127,50541166,0,1.205616,0.7830189,-622569482.2,Sub-Saharan Africa
2006,South Sudan,SSD,0,0,0,0,0,0.04,2,1,0,0,0,5,0.668,49913044324.9159,7907407,7839613419837.17,1311020000,0,0,9322.314270019531,9390.20073516588,9369.882914700464,21458127,50541166,0,1.205616,0.7830189,-622569482.2,Sub-Saharan Africa
2007,South Sudan,SSD,0,0,0,0,0,2.33,112,1,0,0,0,-2,0.466,66153087938.2469,8315144,8955257903305.3,1317885000,0,0,9322.314270019531,9390.20073516588,9369.882914700464,17371806,457703563,0,0.8587645,0.8564356,-2882297554,Sub-Saharan Africa
2007,South Sudan,SSD,0,0,0,0,0,0.12,6,1,0,0,0,-2,0.466,66153087938.2469,8315144,8955257903305.3,1317885000,0,0,9322.314270019531,9390.20073516588,9369.882914700464,17371806,457703563,0,0.8587645,0.8564356,-2882297554,Sub-Saharan Africa
2008,South Sudan,SSD,0,0,0,0,0,1.01,45,1,0,0,0,0,0.56,16037396634.4912,8736932,9819501089971.55,1324655000,17.00000005,0,9322.314270019531,9390.20073516588,9369.882914700464,28390044,143862602,0,0.4512693,0.9117647,-35500000,Sub-Saharan Africa
2008,South Sudan,SSD,0,0,0,0,0,0,0,1,0,0,0,0,0.56,16037396634.4912,8736932,9819501089971.55,1324655000,17.00000005,0,9322.314270019531,9390.20073516588,9369.882914700464,28390044,143862602,0,0.4512693,0.9117647,-35500000,Sub-Saharan Africa
2009,South Sudan,SSD,0,362352415.51816255,0,0,0,1.33,129,1,0,0,0,-1,0.564,29326439504.7858,9142258,10742409055886.5,1331260000,0,0,9322.314270019531,9390.20073516588,9369.882914700464,271800,76663641,0,0.8275444,0.7871287,-119915635.2,Sub-Saharan Africa
2009,South Sudan,SSD,0,362352415.51816255,0,0,0,0.02,2,1,0,0,0,-1,0.564,29326439504.7858,9142258,10742409055886.5,1331260000,0,0,9322.314270019531,9390.20073516588,9369.882914700464,271800,76663641,0,0.8275444,0.7871287,-119915635.2,Sub-Saharan Africa
2010,South Sudan,SSD,0,0,0,0,0,1.24,142,1,0,0,0,-4,0.471,72785293847.6716,9508372,11884957832311.2,1337705000,0,0,9322.314270019531,9390.20073516588,9369.882914700464,65171536,302537574,0,0.0621786,0.9724771,-117056378,Sub-Saharan Africa
2010,South Sudan,SSD,0,0,0,0,0,0.09,10,1,0,0,0,-4,0.471,72785293847.6716,9508372,11884957832311.2,1337705000,0,0,9322.314270019531,9390.20073516588,9369.882914700464,65171536,302537574,0,0.0621786,0.9724771,-117056378,Sub-Saharan Africa
2011,South Sudan,SSD,811687.089372441,0,811687.089372441,0,0,0.87,94,1,0,0,0,0,0.426,127002300715.735,9830695,13020070209403.8,1345035000,0,1,9322.314270019531,9390.20073516588,9369.882914700464,2164546739,1705392045,0,0.7240935,0.6904762,-53139540.92,Sub-Saharan Africa
2011,South Sudan,SSD,811687.089372441,0,811687.089372441,0,0,0.35,38,1,0,0,0,0,0.426,127002300715.735,9830695,13020070209403.8,1345035000,0,1,9322.314270019531,9390.20073516588,9369.882914700464,2164546739,1705392045,0,0.7240935,0.6904762,-53139540.92,Sub-Saharan Africa
2012,South Sudan,SSD,6111028.15390392,0,6111028.15390392,0,0,0.56,52,1,0,0,0,0,0.429,50962579086.1494,10113648,14043934216102.1,1354190000,47.00000053,1,9322.314270019531,9390.20073516588,9369.882914700464,499465321,34311988,0,1.124797,0.75,-432666011.6,Sub-Saharan Africa
2012,South Sudan,SSD,6111028.15390392,0,6111028.15390392,0,0,0.47,44,1,0,0,0,0,0.429,50962579086.1494,10113648,14043934216102.1,1354190000,47.00000053,1,9322.314270019531,9390.20073516588,9369.882914700464,499465321,34311988,0,1.124797,0.75,-432666011.6,Sub-Saharan Africa
2013,South Sudan,SSD,41830043.51296179,370689003.488848,0,41781460.4194508,48583.0935109894,0.87,67,1,0,0,0,0,0.372,102593384623.837,10355030,15134607226924.2,1363240000,99.0000005,1,9322.314270019531,9390.20073516588,9369.882914700464,2468344369,75086952,0,0.7854302,0.7361111,-1659799355,Sub-Saharan Africa
2013,South Sudan,SSD,41830043.51296179,370689003.488848,0,41781460.4194508,48583.0935109894,0.65,50,1,0,0,0,0,0.372,102593384623.837,10355030,15134607226924.2,1363240000,99.0000005,1,9322.314270019531,9390.20073516588,9369.882914700464,2468344369,75086952,0,0.7854302,0.7361111,-1659799355,Sub-Saharan Africa
2014,South Sudan,SSD,3419291.484088892,1349251676.107893,120391.00480472809,0,3298900.479284164,0.91,61,1,0,0,0,0,0.359,103842826690.531,10554882,16258467389928.8,1371860000,0,1,9322.314270019531,9390.20073516588,9369.882914700464,4329242102,66078709,0,1.192761,0.6935484,-1035825.73,Sub-Saharan Africa
2014,South Sudan,SSD,3419291.484088892,1349251676.107893,120391.00480472809,0,3298900.479284164,1.99,133,1,0,0,0,0,0.359,103842826690.531,10554882,16258467389928.8,1371860000,0,1,9322.314270019531,9390.20073516588,9369.882914700464,4329242102,66078709,0,1.192761,0.6935484,-1035825.73,Sub-Saharan Africa
2015,South Sudan,SSD,45475701.11627914,0,32738968.663497917,0,7820971.39219594,0.78,41,1,0,0,0,0,0.365,26890054382.385,10715657,17403279549482.5,1379860000,0,0,9322.314270019531,9390.20073516588,9369.882914700464,2326886670,155445271,0,0.3014881,0.7142857,-1180000,Sub-Saharan Africa
2015,South Sudan,SSD,45475701.11627914,0,32738968.663497917,0,7820971.39219594,0.32,17,1,0,0,0,0,0.365,26890054382.385,10715657,17403279549482.5,1379860000,0,0,9322.314270019531,9390.20073516588,9369.882914700464,2326886670,155445271,0,0.3014881,0.7142857,-1180000,Sub-Saharan Africa
2016,South Sudan,SSD,5896205.079982719,0,4563714.960063839,0,1024992.3999376,1.33,70,1,0,0,0,0,0.343,58914233004.0396,10832520,18595188781703.6,1387790000,0,0,9322.314270019531,9390.20073516588,9369.882914700464,1459751408,46253291,0,0.6661194,0.7244898,5880000,Sub-Saharan Africa
2016,South Sudan,SSD,5896205.079982719,0,4563714.960063839,0,1024992.3999376,0.53,28,1,0,0,0,0,0.343,58914233004.0396,10832520,18595188781703.6,1387790000,0,0,9322.314270019531,9390.20073516588,9369.882914700464,1459751408,46253291,0,0.6661194,0.7244898,5880000,Sub-Saharan Africa
2017,South Sudan,SSD,21581213.783369154,0,1739924.474366898,0,19841289.309002254,2.54,136,1,0,0,0,0,0.342,96696554844.9626,10910774,19887033884256.7,1396215000,0,0,9322.314270019531,9390.20073516588,9369.882914700464,1270049729,51942094,0,1.054586,0.6521739,40561000,Sub-Saharan Africa
2017,South Sudan,SSD,21581213.783369154,0,1739924.474366898,0,19841289.309002254,1.76,94,1,0,0,0,0,0.342,96696554844.9626,10910774,19887033884256.7,1396215000,0,0,9322.314270019531,9390.20073516588,9369.882914700464,1270049729,51942094,0,1.054586,0.6521739,40561000,Sub-Saharan Africa
2000,Montenegro,MNE,0,0,0,0,0,0.08,4,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Montenegro,MNE,0,0,0,0,0,0.04,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Montenegro,MNE,0,0,0,0,0,0.02,1,1,0,0,0,6,0.71,7740109247.86738,609828,5152785033972.09,1280400000,0,0,8230.126739501953,8337.11664150176,8278.59569015714,3531,19206619,0,0.4153173,0.8642857,-156119460.5,Europe & Central Asia
2003,Montenegro,MNE,0,0,0,0,0,0.06,3,1,0,0,0,5,0.727,7932269784.42759,612267,5670023166308.18,1288400000,0,0,8230.126739501953,8337.11664150176,8278.59569015714,17279617,22604039,0,0.1800136,0.9567901,-59999936.56,Europe & Central Asia
2004,Montenegro,MNE,0,0,0,0,0,0.12,6,1,0,0,0,9,0.74,8283356068.1314,613353,6243467841396.09,1296075000,0,0,8230.126739501953,8337.11664150176,8278.59569015714,2164907,26188856,0,0.343506,0.952381,-54844339.58,Europe & Central Asia
2005,Montenegro,MNE,0,0,0,0,0,0.2,10,1,0,0,0,7,0.741,8629650425.40019,614261,6954885516694.85,1303720000,0,0,8230.126739501953,8337.11664150176,8278.59569015714,1367271,15402118,0,0.430378,0.925,-19484000.8,Europe & Central Asia
2006,Montenegro,MNE,0,0,0,0,0,0.17,9,1,0,0,0,9,0.73,9368902355.33676,615025,7839613419837.17,1311020000,0,0,8230.126739501953,8337.11664150176,8278.59569015714,14199908,43300195,0,1.832047,0.6989796,-576480000,Europe & Central Asia
2007,Montenegro,MNE,0,0,0,0,0,0.08,4,1,0,0,0,9,0.727,10006938670.8251,615875,8955257903305.3,1317885000,0,0,8230.126739501953,8337.11664150176,8278.59569015714,1348652,53631574,0,1.552448,0.7055556,-778132752.2,Europe & Central Asia
2008,Montenegro,MNE,0,0,0,0,0,0.09,4,1,0,0,0,9,0.737,10729715093.0645,616969,9819501089971.55,1324655000,0,0,8230.126739501953,8337.11664150176,8278.59569015714,2125379,86595277,0,1.564217,0.6702128,-864994187.5,Europe & Central Asia
2009,Montenegro,MNE,0,0,0,0,0,0.11,11,1,0,0,0,9,0.741,10107917696.1587,618294,10742409055886.5,1331260000,0,0,8230.126739501953,8337.11664150176,8278.59569015714,744640,76822598,0,1.582616,0.6845238,-1504474111,Europe & Central Asia
2010,Montenegro,MNE,0,57284377.0349983,0,0,0,0.16,18,1,0,0,0,9,0.744,10384301631.502,619428,11884957832311.2,1337705000,0,0,8230.126739501953,8337.11664150176,8278.59569015714,3063845,71082965,0,1.744757,0.7241379,-731120045.7,Europe & Central Asia
2011,Montenegro,MNE,0,0,0,0,0,0.07,8,1,0,0,0,9,0.744,10719553723.5075,620079,13020070209403.8,1345035000,0,0,8230.126739501953,8337.11664150176,8278.59569015714,12055617,89981869,0,1.607924,0.6914894,-538667587,Europe & Central Asia
2012,Montenegro,MNE,0,0,0,0,0,0.11,10,1,0,0,0,9,0.743,10427575508.4614,620601,14043934216102.1,1354190000,0,0,8230.126739501953,8337.11664150176,8278.59569015714,21458127,145761043,0,1.684562,0.7093023,-590272081.7,Europe & Central Asia
2013,Montenegro,MNE,3081537.1797472304,45085110.7781981,0,3081537.1797472304,0,0.14,11,1,0,0,0,9,0.727,10797648068.6123,621207,15134607226924.2,1363240000,0,0,8230.126739501953,8337.11664150176,8278.59569015714,16142805,86383454,0,1.368801,0.671875,-428808173.3,Europe & Central Asia
2014,Montenegro,MNE,0,909772938.290432,0,0,0,0.22,15,1,0,0,0,9,0.721,10990245564.0007,621810,16258467389928.8,1371860000,0,0,8230.126739501953,8337.11664150176,8278.59569015714,53560445,157066329,0,1.616467,0.6794872,-469111631.6,Europe & Central Asia
2015,Montenegro,MNE,1564194.278439187,0,703887.425297634,860306.853141553,0,0.19,10,1,0,0,0,9,0.721,11362856805.1005,622159,17403279549482.5,1379860000,0,0,8230.126739501953,8337.11664150176,8278.59569015714,24274424,134147473,0,1.044742,0.6597222,-687462796,Europe & Central Asia
2016,Montenegro,MNE,4081020.06325668,0,0,4081020.06325668,0,0.15,8,1,0,0,0,9,0.719,11697979304.7539,622303,18595188781703.6,1387790000,0,0,8230.126739501953,8337.11664150176,8278.59569015714,32582358,108327938,0,1.611882,0.6173913,-411575993.6,Europe & Central Asia
2017,Montenegro,MNE,3086790.069176218,0,127092.171708628,2959697.89746759,0,0.22,12,1,0,0,0,9,0.711,12249710436.6236,622373,19887033884256.7,1396215000,0,0,8230.126739501953,8337.11664150176,8278.59569015714,66401113,132455707,0,1.426003,0.6666667,-549592541.5,Europe & Central Asia
2000,Oman,OMN,0,0,0,0,0,0.27,13,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Oman,OMN,0,0,0,0,0,0.21,10,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Oman,OMN,0,0,0,0,0,0.2,9,1,0,0,0,-8,0.3,90578090742.1801,2334860,5152785033972.09,1280400000,6.999999968,0,5658.03857421875,5884.110839759063,5828.676319949075,1446471075,60180274,0,0.6785985,0.94,-106631989.6,Middle East & North Africa
2003,Oman,OMN,0,0,0,0,0,0.21,11,1,0,0,0,-8,0.305,88160931866.0336,2386164,5670023166308.18,1288400000,30.0000019,0,5658.03857421875,5884.110839759063,5828.676319949075,1985754194,81959217,0,0.3794249,0.9505495,63459037.71,Middle East & North Africa
2004,Oman,OMN,0,0,0,0,0,0.59,30,1,0,0,0,-8,0.317,89300152435.7906,2445524,6243467841396.09,1296075000,0,0,5658.03857421875,5884.110839759063,5828.676319949075,4278486598,111020889,0,0.3277879,0.952381,-69440832.25,Middle East & North Africa
2005,Oman,OMN,0,0,0,0,0,0.08,4,1,0,0,0,-8,0.317,91523923712.1787,2511254,6954885516694.85,1303720000,0,0,5658.03857421875,5884.110839759063,5828.676319949075,4138912701,190992985,0,0.4730272,0.9484536,-1304811443,Middle East & North Africa
2006,Oman,OMN,0,0,0,0,0,0.06,3,1,0,0,0,-8,0.318,96440487187.2113,2580753,7839613419837.17,1311020000,0,0,5658.03857421875,5884.110839759063,5828.676319949075,6129474240,339541394,0,0.2087483,0.952381,-1321456437,Middle East & North Africa
2007,Oman,OMN,0,0,0,0,0,0.12,6,1,0,0,0,-8,0.317,100734676910.57,2657162,8955257903305.3,1317885000,0,0,5658.03857421875,5884.110839759063,5828.676319949075,6722948583,548029426,0,0.7741516,0.9615385,-3369310793,Middle East & North Africa
2008,Oman,OMN,0,0,0,0,0,0.22,10,1,0,0,0,-8,0.314,108994999149.034,2750956,9819501089971.55,1324655000,0,0,5658.03857421875,5884.110839759063,5828.676319949075,11626847464,794515075,0,0.7414306,0.9021739,-2367490247,Middle East & North Africa
2009,Oman,OMN,0,0,0,0,0,0.25,24,1,0,0,0,-8,0.314,115657204689.888,2876186,10742409055886.5,1331260000,0,0,5658.03857421875,5884.110839759063,5828.676319949075,5409904082,747450792,0,0.7031725,0.9277108,-1376592978,Middle East & North Africa
2010,Oman,OMN,0,423021604.402256,0,0,0,0.24,27,1,0,0,0,-8,0.314,117639552189.941,3041435,11884957832311.2,1337705000,15.9999998,0,5658.03857421875,5884.110839759063,5828.676319949075,9779203580,944496934,0,0.4386557,0.9655172,255396619,Middle East & North Africa
2011,Oman,OMN,0,0,0,0,0,0.13,14,1,0,0,0,-8,0.328,121044758120.326,3251102,13020070209403.8,1345035000,13.99999969,0,5658.03857421875,5884.110839759063,5828.676319949075,14876687929,998176839,0,0.4670614,0.8736842,-406257477.2,Middle East & North Africa
2012,Oman,OMN,0,0,0,0,0,0.24,22,1,0,0,0,-8,0.348,131773103016.49,3498031,14043934216102.1,1354190000,0,0,5658.03857421875,5884.110839759063,5828.676319949075,16974956957,1811575743,0,0.464303,0.9069767,-479583875.2,Middle East & North Africa
2013,Oman,OMN,0,0,0,0,0,0.16,12,1,0,0,0,-8,0.349,138661810901.148,3764805,15134607226924.2,1363240000,0,0,5658.03857421875,5884.110839759063,5828.676319949075,21040612892,1900844050,0,0.7168844,0.9206349,-678750858.3,Middle East & North Africa
2014,Oman,OMN,0,0,0,0,0,0.1,7,1,0,0,0,-8,0.348,140453671333.574,4027255,16258467389928.8,1371860000,0,0,5658.03857421875,5884.110839759063,5828.676319949075,23795855636,2065380888,0,0.4829312,0.9480519,69960988.3,Middle East & North Africa
2015,Oman,OMN,0,0,0,0,0,0.48,25,1,0,0,0,-8,0.347,147500313483.563,4267341,17403279549482.5,1379860000,0,0,5658.03857421875,5884.110839759063,5828.676319949075,15047419802,2116393034,0,1.060265,0.8680556,2507412224,Middle East & North Africa
2016,Oman,OMN,0,1434989359.912641,0,0,0,0.09,5,1,0,0,0,-8,0.355,154943804623.205,4479217,18595188781703.6,1387790000,1.999999999,0,5658.03857421875,5884.110839759063,5828.676319949075,12041024465,2147698465,0,0.6365261,0.83771929999999994,-1908685306,Middle East & North Africa
2017,Oman,OMN,0,3550000000,0,0,0,0.17,9,1,0,0,0,-8,0.353,155414922984.09,4665926,19887033884256.7,1396215000,0,0,5658.03857421875,5884.110839759063,5828.676319949075,13383277944,2316452581,0,0.6584578,0.8193277,-493628088.4,Middle East & North Africa
2000,Panama,PAN,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Panama,PAN,0,0,0,0,0,0.18,9,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Panama,PAN,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Panama,PAN,0,0,0,0,0,0.21,10,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Panama,PAN,0,0,0,0,0,0,0,1,0,0,0,9,0.885,45201558031.2214,3149195,5152785033972.09,1280400000,5.99999994,0,14352.5576171875,14729.301462086489,14695.69344810926,3715123,1272660265,0,0.312506,0.8030303,-98600000,Latin America & Caribbean
2002,Panama,PAN,0,0,0,0,0,0.18,8,1,0,0,0,9,0.885,45201558031.2214,3149195,5152785033972.09,1280400000,5.99999994,0,14352.5576171875,14729.301462086489,14695.69344810926,3715123,1272660265,0,0.312506,0.8030303,-98600000,Latin America & Caribbean
2003,Panama,PAN,0,0,0,0,0,0,0,1,0,0,0,9,0.885,47102507721.218,3209056,5670023166308.18,1288400000,5.000004474,0,14352.5576171875,14729.301462086489,14695.69344810926,28614887,1479992945,0,0.582508,0.9111111,-817500000,Latin America & Caribbean
2003,Panama,PAN,0,0,0,0,0,0.19,10,1,0,0,0,9,0.885,47102507721.218,3209056,5670023166308.18,1288400000,5.000004474,0,14352.5576171875,14729.301462086489,14695.69344810926,28614887,1479992945,0,0.582508,0.9111111,-817500000,Latin America & Caribbean
2004,Panama,PAN,0,0,0,0,0,0,0,1,0,0,0,9,0.885,50645595872.8511,3269356,6243467841396.09,1296075000,12.99999903,0,14352.5576171875,14729.301462086489,14695.69344810926,14914526,2186951313,0,0.5657652,0.8809524,-1019100000,Latin America & Caribbean
2004,Panama,PAN,0,0,0,0,0,0.16,8,1,0,0,0,9,0.885,50645595872.8511,3269356,6243467841396.09,1296075000,12.99999903,0,14352.5576171875,14729.301462086489,14695.69344810926,14914526,2186951313,0,0.5657652,0.8809524,-1019100000,Latin America & Caribbean
2005,Panama,PAN,0,0,0,0,0,0,0,1,0,0,0,9,0.885,54287662177.0455,3330222,6954885516694.85,1303720000,0.999998545,0,14352.5576171875,14729.301462086489,14695.69344810926,22197343,3151120972,0,0.5051356,0.8877551,-917600000,Latin America & Caribbean
2005,Panama,PAN,0,0,0,0,0,0.24,12,1,0,0,0,9,0.885,54287662177.0455,3330222,6954885516694.85,1303720000,0.999998545,0,14352.5576171875,14729.301462086489,14695.69344810926,22197343,3151120972,0,0.5051356,0.8877551,-917600000,Latin America & Caribbean
2006,Panama,PAN,0,0,0,0,0,0,0,1,0,0,0,9,0.885,58984883477.6949,3391673,7839613419837.17,1311020000,14.99999993,0,14352.5576171875,14729.301462086489,14695.69344810926,14302343,3867163380,0,0.7549988,0.8657407,-2547300000,Latin America & Caribbean
2006,Panama,PAN,0,0,0,0,0,0.31,16,1,0,0,0,9,0.885,58984883477.6949,3391673,7839613419837.17,1311020000,14.99999993,0,14352.5576171875,14729.301462086489,14695.69344810926,14302343,3867163380,0,0.7549988,0.8657407,-2547300000,Latin America & Caribbean
2007,Panama,PAN,0,0,0,0,0,0.02,1,1,0,0,0,9,0.885,66053623298.7941,3453671,8955257903305.3,1317885000,2.999999973,0,14352.5576171875,14729.301462086489,14695.69344810926,7888345,5647805576,0,0.5388995,0.8791209,-1898600000,Latin America & Caribbean
2007,Panama,PAN,0,0,0,0,0,0.17,8,1,0,0,0,9,0.885,66053623298.7941,3453671,8955257903305.3,1317885000,2.999999973,0,14352.5576171875,14729.301462086489,14695.69344810926,7888345,5647805576,0,0.5388995,0.8791209,-1898600000,Latin America & Caribbean
2008,Panama,PAN,0,0,0,0,0,0,0,1,0,0,0,9,0.885,72563640428.0891,3516204,9819501089971.55,1324655000,32.99999923,0,14352.5576171875,14729.301462086489,14695.69344810926,49744264,7893907132,0,0.6342181,0.8064516,-2146700000,Latin America & Caribbean
2008,Panama,PAN,0,0,0,0,0,0.43,19,1,0,0,0,9,0.885,72563640428.0891,3516204,9819501089971.55,1324655000,32.99999923,0,14352.5576171875,14729.301462086489,14695.69344810926,49744264,7893907132,0,0.6342181,0.8064516,-2146700000,Latin America & Caribbean
2009,Panama,PAN,0,0,0,0,0,0,0,1,0,0,0,9,0.889,73465600904.1003,3579215,10742409055886.5,1331260000,0.999999992,0,14352.5576171875,14729.301462086489,14695.69344810926,28808638,6522357040,0,0.8513397,0.7831325,-1259300000,Latin America & Caribbean
2009,Panama,PAN,0,0,0,0,0,0.23,22,1,0,0,0,9,0.889,73465600904.1003,3579215,10742409055886.5,1331260000,0.999999992,0,14352.5576171875,14729.301462086489,14695.69344810926,28808638,6522357040,0,0.8513397,0.7831325,-1259300000,Latin America & Caribbean
