year,recipient,recipient_iso3,aid,count,freq,govt_visits,mil_visits,total_visits,pmm_fh,pmm_polity,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_delibdem,v2x_egaldem,gdp,pop,unemp,china_gdp,disaster,civilwar,dist,distw,distwces,trade,atopally,region
2009,Antigua & Barbuda,ATG,0,35,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,1246427315,86743,NA,5501980000000,0,0,13681.6875,14124.908387052918,14096.900681917934,316908352,0,Latin America & Caribbean
2010,Antigua & Barbuda,ATG,1304279.499,35,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,1148700000,88030,NA,6087160000000,0,0,13681.6875,14124.908387052918,14096.900681917934,521719488,0,Latin America & Caribbean
2011,Antigua & Barbuda,ATG,49949429.66,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1126201417,89250,NA,6668540000000,0,0,13681.6875,14124.908387052918,14096.900681917934,410496256,0,Latin America & Caribbean
2012,Antigua & Barbuda,ATG,1073743.57,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1164186684,90407,NA,7192930000000,0,0,13681.6875,14124.908387052918,14096.900681917934,480024960,0,Latin America & Caribbean
2013,Antigua & Barbuda,ATG,4923142.449,40,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,1157191361,91510,NA,7751550000000,0,0,13681.6875,14124.908387052918,14096.900681917934,157109696,0,Latin America & Caribbean
2014,Antigua & Barbuda,ATG,0,16,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,1201115193,92562,NA,8327160000000,0,0,13681.6875,14124.908387052918,14096.900681917934,105784512,0,Latin America & Caribbean
2000,Costa Rica,CRI,0,275,0.12,0,0,0,6.5,10,0.897,0.847,0.636,0.849,0.803,24451594617,3962369,5.08,2232180000000,1.999999843,0,14090.978515625,14458.744185914611,14423.89731136936,NA,0,Latin America & Caribbean
2001,Costa Rica,CRI,0,274,0.12,0,0,0,6.5,10,0.897,0.847,0.635,0.849,0.804,25305241322,4034074,5.92,2418250000000,1,0,14090.978515625,14458.744185914611,14423.89731136936,62832936,0,Latin America & Caribbean
2002,Costa Rica,CRI,0,496,0.21,0,0,0,6.5,10,0.903,0.853,0.656,0.852,0.809,26169890138,4100922,6.33,2639120000000,10.99999994,0,14090.978515625,14458.744185914611,14423.89731136936,73291776,0,Latin America & Caribbean
2003,Costa Rica,CRI,0,275,0.11,0,0,0,6.5,10,0.904,0.853,0.655,0.853,0.81,27299691366,4164053,6.56,2904040000000,3.000000002,0,14090.978515625,14458.744185914611,14423.89731136936,98137008,0,Latin America & Caribbean
2004,Costa Rica,CRI,0,335,0.12,0,0,0,7,10,0.9,0.85,0.654,0.851,0.808,28507593400,4225156,6.39,3197740000000,10.0000001,0,14090.978515625,14458.744185914611,14423.89731136936,148857008,0,Latin America & Caribbean
2005,Costa Rica,CRI,0,299,0.12,0,0,0,7,10,0.9,0.847,0.654,0.851,0.809,29641245279,4285504,6.57,3562110000000,6.000000005,0,14090.978515625,14458.744185914611,14423.89731136936,225085568,0,Latin America & Caribbean
2006,Costa Rica,CRI,0,516,0.17,0,0,0,7,10,0.907,0.855,0.659,0.864,0.817,31812969043,4345421,5.74,4015240000000,0,0,14090.978515625,14458.744185914611,14423.89731136936,301294528,0,Latin America & Caribbean
2007,Costa Rica,CRI,45570892.99,232,0.08,0,0,0,7,10,0.909,0.859,0.699,0.868,0.82,34426446438,4404626,4.49,4586650000000,19.00000013,0,14090.978515625,14458.744185914611,14423.89731136936,381451488,0,Latin America & Caribbean
2008,Costa Rica,CRI,2068369.64,566,0.18,0,0,0,7,10,0.909,0.859,0.699,0.861,0.82,36057631674,4463123,4.78,5029290000000,7.999999938,0,14090.978515625,14458.744185914611,14423.89731136936,482793760,0,Latin America & Caribbean
2009,Costa Rica,CRI,142631082.5788,1608,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,35742684148,4520739,7.71,5501980000000,22.00000066,0,14090.978515625,14458.744185914611,14423.89731136936,456790848,0,Latin America & Caribbean
2010,Costa Rica,CRI,0,893,0.15,0,0,0,NA,NA,NA,NA,NA,NA,NA,37658614803,4577371,7.17,6087160000000,51.00000158,0,14090.978515625,14458.744185914611,14423.89731136936,640134464,0,Latin America & Caribbean
2011,Costa Rica,CRI,0,550,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,39316783581,4633086,10.14,6668540000000,3.999999999,0,14090.978515625,14458.744185914611,14423.89731136936,810060160,0,Latin America & Caribbean
2012,Costa Rica,CRI,10166740.17,261,0.06,0,0,0,NA,NA,NA,NA,NA,NA,NA,41236461855,4688003,9.78,7192930000000,7.00000012,0,14090.978515625,14458.744185914611,14423.89731136936,911334464,0,Latin America & Caribbean
2013,Costa Rica,CRI,804251910.8,410,0.11,0,0,0,NA,NA,NA,NA,NA,NA,NA,42265215130,4742111,8.77,7751550000000,0,0,14090.978515625,14458.744185914611,14423.89731136936,1118357632,0,Latin America & Caribbean
2014,Costa Rica,CRI,0,372,0.12,0,0,0,NA,NA,NA,NA,NA,NA,NA,43762295490,4795390,9.06,8327160000000,0.999999993,0,14090.978515625,14458.744185914611,14423.89731136936,1042658048,0,Latin America & Caribbean
2000,Chad,TCD,0,61,0.03,0,0,0,2.5,-2,0.284,0.1,0.144,0.125,0.119,3862436487,8355654,1.05,2232180000000,0,1,10103.6484375,10235.72812249527,10211.121127658362,NA,0,Sub-Saharan Africa
2001,Chad,TCD,0,68,0.03,0,0,0,2.5,-2,0.282,0.1,0.142,0.124,0.116,4312724534,8678049,1.09,2418250000000,99.99999867,1,10103.6484375,10235.72812249527,10211.121127658362,217010.2188,0,Sub-Saharan Africa
2002,Chad,TCD,0,66,0.03,0,0,0,2.5,-2,0.28,0.1,0.14,0.123,0.115,4678927023,9019226,1.16,2639120000000,0,1,10103.6484375,10235.72812249527,10211.121127658362,1256514.25,0,Sub-Saharan Africa
2003,Chad,TCD,0,90,0.04,0,0,0,2.5,-2,0.28,0.1,0.139,0.123,0.115,5367743079,9373913,1.22,2904040000000,0,1,10103.6484375,10235.72812249527,10211.121127658362,1131848.25,0,Sub-Saharan Africa
2004,Chad,TCD,0,387,0.14,0,0,0,2.5,-2,0.282,0.1,0.139,0.125,0.116,7172881359,9734761,1.26,3197740000000,0,0,10103.6484375,10235.72812249527,10211.121127658362,3568215.75,0,Sub-Saharan Africa
2005,Chad,TCD,0,185,0.07,0,0,0,2.5,-2,0.28,0.1,0.149,0.123,0.115,8416123440,10096630,1.29,3562110000000,0,1,10103.6484375,10235.72812249527,10211.121127658362,9032617,0,Sub-Saharan Africa
2006,Chad,TCD,0,258,0.08,0,0,0,2,-2,0.278,0.099,0.147,0.123,0.115,8470681971,10457122,1.28,4015240000000,52.00000003,1,10103.6484375,10235.72812249527,10211.121127658362,8455190,0,Sub-Saharan Africa
2007,Chad,TCD,337890425.712,352,0.12,0,0,0,1.5,-2,0.273,0.096,0.145,0.12,0.114,8747800297,10818031,1.29,4586650000000,28.99999993,1,10103.6484375,10235.72812249527,10211.121127658362,35996480,0,Sub-Saharan Africa
2008,Chad,TCD,0,306,0.09,0,0,0,1.5,-2,0.276,0.097,0.144,0.114,0.115,9014843655,11183589,1.32,5029290000000,0,1,10103.6484375,10235.72812249527,10211.121127658362,47705652,0,Sub-Saharan Africa
2009,Chad,TCD,0,321,0.06,0,0,0,NA,NA,NA,NA,NA,NA,NA,9395062315,11560142,1.5,5501980000000,5.999999992,1,10103.6484375,10235.72812249527,10211.121127658362,108746856,0,Sub-Saharan Africa
2010,Chad,TCD,0,416,0.07,0,0,0,NA,NA,NA,NA,NA,NA,NA,10668102735,11952134,1.59,6087160000000,24.00000011,1,10103.6484375,10235.72812249527,10211.121127658362,228670992,0,Sub-Saharan Africa
2011,Chad,TCD,776991128.1,238,0.05,0,0,0,NA,NA,NA,NA,NA,NA,NA,10676943370,12360986,1.66,6668540000000,0,0,10103.6484375,10235.72812249527,10211.121127658362,64855736,0,Sub-Saharan Africa
2012,Chad,TCD,11649389.78,177,0.04,0,0,0,NA,NA,NA,NA,NA,NA,NA,11625330987,12784748,1.73,7192930000000,20.00000002,0,10103.6484375,10235.72812249527,10211.121127658362,120055464,0,Sub-Saharan Africa
2013,Chad,TCD,4473714.8014,330,0.09,0,0,0,NA,NA,NA,NA,NA,NA,NA,12287975012,13220433,1.8,7751550000000,0,0,10103.6484375,10235.72812249527,10211.121127658362,269996416,0,Sub-Saharan Africa
2014,Chad,TCD,0,261,0.08,0,0,0,NA,NA,NA,NA,NA,NA,NA,13135843450,13663562,1.83,8327160000000,0,0,10103.6484375,10235.72812249527,10211.121127658362,211830960,0,Sub-Saharan Africa
2000,Trinidad & Tobago,TTO,0,148,0.07,0,0,0,6,10,0.771,0.647,0.494,0.647,0.632,12400244898,1267159,3.61,2232180000000,0,0,14403.697265625,14857.620373703003,14831.304835746776,NA,0,Latin America & Caribbean
2001,Trinidad & Tobago,TTO,0,123,0.05,0,0,0,5,10,0.741,0.621,0.473,0.621,0.611,12917152080,1271627,3.66,2418250000000,0,0,14403.697265625,14857.620373703003,14831.304835746776,45789364,0,Latin America & Caribbean
2002,Trinidad & Tobago,TTO,0,72,0.03,0,0,0,5,10,0.752,0.63,0.481,0.634,0.619,13942348940,1277210,3.69,2639120000000,0,0,14403.697265625,14857.620373703003,14831.304835746776,48164424,0,Latin America & Caribbean
2003,Trinidad & Tobago,TTO,0,82,0.03,0,0,0,5,10,0.764,0.646,0.489,0.643,0.631,15955762092,1283564,3.72,2904040000000,2.00000056,0,14403.697265625,14857.620373703003,14831.304835746776,39430764,0,Latin America & Caribbean
2004,Trinidad & Tobago,TTO,0,114,0.04,0,0,0,5,10,0.764,0.646,0.489,0.643,0.631,17224253398,1290115,3.8,3197740000000,4.000001407,0,14403.697265625,14857.620373703003,14831.304835746776,45609088,0,Latin America & Caribbean
2005,Trinidad & Tobago,TTO,0,146,0.06,0,0,0,5.5,10,0.765,0.648,0.491,0.646,0.639,18293696591,1296497,3.89,3562110000000,1.999999326,0,14403.697265625,14857.620373703003,14831.304835746776,57345540,0,Latin America & Caribbean
2006,Trinidad & Tobago,TTO,0,233,0.07,0,0,0,6,10,0.769,0.651,0.492,0.647,0.641,20709938758,1302552,4.03,4015240000000,0,0,14403.697265625,14857.620373703003,14831.304835746776,98471152,0,Latin America & Caribbean
2007,Trinidad & Tobago,TTO,44919880.23,110,0.04,0,0,0,6,10,0.766,0.65,0.492,0.644,0.638,21694532676,1308450,4.17,4586650000000,0,0,14403.697265625,14857.620373703003,14831.304835746776,144761472,0,Latin America & Caribbean
2008,Trinidad & Tobago,TTO,0,217,0.07,0,0,0,6,10,0.776,0.658,0.5,0.653,0.651,22430354184,1314449,4.22,5029290000000,2.000000734,0,14403.697265625,14857.620373703003,14831.304835746776,207367456,0,Latin America & Caribbean
2009,Trinidad & Tobago,TTO,0,574,0.11,0,0,0,NA,NA,NA,NA,NA,NA,NA,21445273759,1320921,4.03,5501980000000,0,0,14403.697265625,14857.620373703003,14831.304835746776,171980368,0,Latin America & Caribbean
2010,Trinidad & Tobago,TTO,0,176,0.03,0,0,0,NA,NA,NA,NA,NA,NA,NA,22157948396,1328144,4.03,6087160000000,4.999999809,0,14403.697265625,14857.620373703003,14831.304835746776,207141296,0,Latin America & Caribbean
2011,Trinidad & Tobago,TTO,0,125,0.02,0,0,0,NA,NA,NA,NA,NA,NA,NA,22092725498,1336180,3.43,6668540000000,1.000000564,0,14403.697265625,14857.620373703003,14831.304835746776,196455232,0,Latin America & Caribbean
2012,Trinidad & Tobago,TTO,0,156,0.04,0,0,0,NA,NA,NA,NA,NA,NA,NA,22373295239,1344814,3.72,7192930000000,0,0,14403.697265625,14857.620373703003,14831.304835746776,217614976,0,Latin America & Caribbean
2013,Trinidad & Tobago,TTO,152677109.34829998,230,0.06,0,0,0,NA,NA,NA,NA,NA,NA,NA,22872012726,1353708,2.68,7751550000000,0,0,14403.697265625,14857.620373703003,14831.304835746776,225673040,0,Latin America & Caribbean
2014,Trinidad & Tobago,TTO,0,116,0.04,0,0,0,NA,NA,NA,NA,NA,NA,NA,22663295325,1362337,2.48,8327160000000,0,0,14403.697265625,14857.620373703003,14831.304835746776,285839104,0,Latin America & Caribbean
2000,Cuba,CUB,0,945,0.42,0,0,0,1,-7,0.117,0.057,0.093,0.067,0.229,38729221264,11126423,5.45,2232180000000,1.999999999,0,12750.3935546875,13348.870192062377,13309.441692075754,NA,0,Latin America & Caribbean
2001,Cuba,CUB,0,756,0.32,0,0,0,1,-7,0.117,0.059,0.093,0.067,0.229,39962758543,11164676,4.08,2418250000000,5.999999865,0,12750.3935546875,13348.870192062377,13309.441692075754,254586192,0,Latin America & Caribbean
2002,Cuba,CUB,0,640,0.27,0,0,0,1,-7,0.117,0.059,0.093,0.067,0.229,40532156423,11199664,3.31,2639120000000,1.000000048,0,12750.3935546875,13348.870192062377,13309.441692075754,227833296,0,Latin America & Caribbean
2003,Cuba,CUB,0,669,0.26,0,0,0,1,-7,0.117,0.059,0.094,0.066,0.23,42069435823,11229185,2.33,2904040000000,1.000000021,0,12750.3935546875,13348.870192062377,13309.441692075754,159188208,0,Latin America & Caribbean
2004,Cuba,CUB,0,899,0.34,0,0,0,1,-7,0.117,0.059,0.094,0.066,0.221,44497068633,11250369,1.85,3197740000000,3.999999923,0,12750.3935546875,13348.870192062377,13309.441692075754,198678448,0,Latin America & Caribbean
2005,Cuba,CUB,0,880,0.34,0,0,0,1,-7,0.117,0.059,0.094,0.066,0.219,49481477379,11261586,1.95,3562110000000,16.00000019,0,12750.3935546875,13348.870192062377,13309.441692075754,384377088,0,Latin America & Caribbean
2006,Cuba,CUB,0,877,0.28,0,0,0,1,-7,0.117,0.059,0.094,0.066,0.219,55451844706,11261241,1.91,4015240000000,8.999999891,0,12750.3935546875,13348.870192062377,13309.441692075754,754457792,0,Latin America & Caribbean
2007,Cuba,CUB,0,952,0.32,0,0,0,1,-7,0.117,0.06,0.094,0.081,0.218,59478833619,11251117,1.79,4586650000000,4.000000008,0,12750.3935546875,13348.870192062377,13309.441692075754,642931712,0,Latin America & Caribbean
2008,Cuba,CUB,117483395.56300001,1740,0.54,0,0,0,1.5,-7,0.172,0.07,0.106,0.096,0.237,61927474920,11236975,1.58,5029290000000,10.00000029,0,12750.3935546875,13348.870192062377,13309.441692075754,809546496,0,Latin America & Caribbean
2009,Cuba,CUB,0,1660,0.31,0,0,0,NA,NA,NA,NA,NA,NA,NA,62826231727,11226711,1.67,5501980000000,3.000000029,0,12750.3935546875,13348.870192062377,13309.441692075754,686314112,0,Latin America & Caribbean
2010,Cuba,CUB,0,1603,0.27,0,0,0,NA,NA,NA,NA,NA,NA,NA,64328000000,11225833,2.5,6087160000000,4.00000003,0,12750.3935546875,13348.870192062377,13309.441692075754,759153920,0,Latin America & Caribbean
2011,Cuba,CUB,6659923955,1373,0.26,0,0,0,NA,NA,NA,NA,NA,NA,NA,66130664082,11236671,3.18,6668540000000,0,0,12750.3935546875,13348.870192062377,13309.441692075754,716214272,0,Latin America & Caribbean
2012,Cuba,CUB,423614.1739,1471,0.33,0,0,0,NA,NA,NA,NA,NA,NA,NA,68124437665,11257112,3.46,7192930000000,17.00000033,0,12750.3935546875,13348.870192062377,13309.441692075754,816605248,0,Latin America & Caribbean
2013,Cuba,CUB,0,1331,0.37,0,0,0,NA,NA,NA,NA,NA,NA,NA,69996226460,11282722,3.29,7751550000000,2,0,12750.3935546875,13348.870192062377,13309.441692075754,966917952,0,Latin America & Caribbean
2014,Cuba,CUB,0,833,0.27,0,0,0,NA,NA,NA,NA,NA,NA,NA,70729490571,11306909,2.7,8327160000000,0,0,12750.3935546875,13348.870192062377,13309.441692075754,710709824,0,Latin America & Caribbean
2000,Malawi,MWI,0,236,0.1,0,0,0,5,6,0.475,0.379,0.279,0.343,0.298,4376161604,11148751,6.03,2232180000000,0,0,10394.818359375,10296.912855912018,10259.035976614803,NA,0,Sub-Saharan Africa
2001,Malawi,MWI,0,334,0.14,0,0,0,4.5,4,0.475,0.384,0.279,0.343,0.298,4158449146,11432001,6.01,2418250000000,58.99999984,0,10394.818359375,10296.912855912018,10259.035976614803,3433193.5,0,Sub-Saharan Africa
2002,Malawi,MWI,0,444,0.19,0,0,0,4,4,0.475,0.386,0.279,0.343,0.298,4229142782,11713663,6.05,2639120000000,8.999999988,0,10394.818359375,10296.912855912018,10259.035976614803,4783121.5,0,Sub-Saharan Africa
2003,Malawi,MWI,0,391,0.15,0,0,0,4.5,5,0.475,0.386,0.279,0.341,0.298,4470442420,12000183,6.05,2904040000000,11.99999997,0,10394.818359375,10296.912855912018,10259.035976614803,7270777.5,0,Sub-Saharan Africa
2004,Malawi,MWI,0,503,0.19,0,0,0,4,6,0.457,0.377,0.22,0.349,0.284,4712762649,12301837,6,3197740000000,0,0,10394.818359375,10296.912855912018,10259.035976614803,11273702,0,Sub-Saharan Africa
2005,Malawi,MWI,0,279,0.11,0,0,0,4,6,0.449,0.371,0.224,0.384,0.277,4866809939,12625950,5.93,3562110000000,11,0,10394.818359375,10296.912855912018,10259.035976614803,9879009,0,Sub-Saharan Africa
2006,Malawi,MWI,0,522,0.17,0,0,0,4.5,6,0.443,0.37,0.222,0.387,0.275,5095550005,12973693,5.81,4015240000000,7.999999984,0,10394.818359375,10296.912855912018,10259.035976614803,18379264,0,Sub-Saharan Africa
2007,Malawi,MWI,0,438,0.15,0,0,0,4,6,0.443,0.369,0.222,0.383,0.274,5584722806,13341808,5.7,4586650000000,2.000000001,0,10394.818359375,10296.912855912018,10259.035976614803,23124650,0,Sub-Saharan Africa
2008,Malawi,MWI,96523916.54,146,0.05,0,0,0,4,6,0.443,0.369,0.222,0.385,0.274,6011380928,13727899,5.65,5029290000000,0,0,10394.818359375,10296.912855912018,10259.035976614803,47934232,0,Sub-Saharan Africa
2009,Malawi,MWI,271506374.8233,497,0.09,0,0,0,NA,NA,NA,NA,NA,NA,NA,6512015361,14128161,5.89,5501980000000,4,0,10394.818359375,10296.912855912018,10259.035976614803,45979828,0,Sub-Saharan Africa
2010,Malawi,MWI,75461885.28,409,0.07,0,0,0,NA,NA,NA,NA,NA,NA,NA,6959655571,14539609,5.94,6087160000000,0,0,10394.818359375,10296.912855912018,10259.035976614803,57018344,0,Sub-Saharan Africa
2011,Malawi,MWI,91574436.1571,296,0.06,0,0,0,NA,NA,NA,NA,NA,NA,NA,7297481088,14962118,5.93,6668540000000,4.000000005,0,10394.818359375,10296.912855912018,10259.035976614803,77655000,0,Sub-Saharan Africa
2012,Malawi,MWI,3089027.56663,440,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,7435096950,15396010,5.94,7192930000000,2,0,10394.818359375,10296.912855912018,10259.035976614803,173442208,0,Sub-Saharan Africa
2013,Malawi,MWI,496442.05346,252,0.07,0,0,0,NA,NA,NA,NA,NA,NA,NA,7821721991,15839287,5.95,7751550000000,4.999999992,0,10394.818359375,10296.912855912018,10259.035976614803,150218000,0,Sub-Saharan Africa
2014,Malawi,MWI,36767590.79,173,0.06,0,0,0,NA,NA,NA,NA,NA,NA,NA,8267560145,16289550,5.89,8327160000000,0,0,10394.818359375,10296.912855912018,10259.035976614803,105029720,0,Sub-Saharan Africa
2000,Niue,NIU,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10048.5595703125,9816.104559463502,9798.027069193806,NA,0,East Asia & Pacific
2001,Niue,NIU,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10048.5595703125,9816.104559463502,9798.027069193806,NA,0,East Asia & Pacific
2002,Niue,NIU,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10048.5595703125,9816.104559463502,9798.027069193806,NA,0,East Asia & Pacific
2003,Niue,NIU,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10048.5595703125,9816.104559463502,9798.027069193806,NA,0,East Asia & Pacific
2004,Niue,NIU,0,52,0.02,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10048.5595703125,9816.104559463502,9798.027069193806,NA,0,East Asia & Pacific
2005,Niue,NIU,0,23,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10048.5595703125,9816.104559463502,9798.027069193806,NA,0,East Asia & Pacific
2006,Niue,NIU,0,54,0.02,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10048.5595703125,9816.104559463502,9798.027069193806,NA,0,East Asia & Pacific
2007,Niue,NIU,0,36,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10048.5595703125,9816.104559463502,9798.027069193806,NA,0,East Asia & Pacific
2008,Niue,NIU,275782.6187,24,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10048.5595703125,9816.104559463502,9798.027069193806,NA,0,East Asia & Pacific
2009,Niue,NIU,0,135,0.03,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10048.5595703125,9816.104559463502,9798.027069193806,NA,0,East Asia & Pacific
2010,Niue,NIU,0,38,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10048.5595703125,9816.104559463502,9798.027069193806,NA,0,East Asia & Pacific
2011,Niue,NIU,0,62,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10048.5595703125,9816.104559463502,9798.027069193806,NA,0,East Asia & Pacific
2012,Niue,NIU,0,41,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10048.5595703125,9816.104559463502,9798.027069193806,NA,0,East Asia & Pacific
2013,Niue,NIU,0,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10048.5595703125,9816.104559463502,9798.027069193806,NA,0,East Asia & Pacific
2014,Niue,NIU,0,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10048.5595703125,9816.104559463502,9798.027069193806,NA,0,East Asia & Pacific
2000,South Sudan,SSD,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6199396,12.72,2232180000000,0,0,NA,NA,NA,NA,0,Sub-Saharan Africa
2001,South Sudan,SSD,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6447791,12.7,2418250000000,0,0,NA,NA,NA,NA,0,Sub-Saharan Africa
2002,South Sudan,SSD,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6688225,12.75,2639120000000,0,0,NA,NA,NA,NA,0,Sub-Saharan Africa
2003,South Sudan,SSD,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6935665,12.75,2904040000000,0,0,NA,NA,NA,NA,0,Sub-Saharan Africa
2004,South Sudan,SSD,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,7213354,12.68,3197740000000,0,0,NA,NA,NA,NA,0,Sub-Saharan Africa
2005,South Sudan,SSD,0,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,7535931,12.58,3562110000000,0,0,NA,NA,NA,NA,0,Sub-Saharan Africa
2006,South Sudan,SSD,0,33,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,7907407,12.39,4015240000000,0,0,NA,NA,NA,NA,0,Sub-Saharan Africa
2007,South Sudan,SSD,0,48,0.02,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,8315144,12.22,4586650000000,0,0,NA,NA,NA,NA,0,Sub-Saharan Africa
2008,South Sudan,SSD,3998847.971,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,13177336585,8736932,12.15,5029290000000,17.00000005,0,NA,NA,NA,NA,0,Sub-Saharan Africa
2009,South Sudan,SSD,0,51,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,13841690704,9142258,12.52,5501980000000,0,0,NA,NA,NA,NA,0,Sub-Saharan Africa
2010,South Sudan,SSD,0,104,0.02,0,0,0,NA,NA,NA,NA,NA,NA,NA,14602072411,9508372,12.58,6087160000000,0,0,NA,NA,NA,NA,0,Sub-Saharan Africa
2011,South Sudan,SSD,35200751.067600004,828,0.16,0,0,0,NA,NA,NA,NA,NA,NA,NA,13924490001,9830695,12.57,6668540000000,0,1,NA,NA,NA,NA,0,Sub-Saharan Africa
2012,South Sudan,SSD,211807087,1478,0.33,0,0,0,NA,NA,NA,NA,NA,NA,NA,7507789479,10113648,12.59,7192930000000,47.00000053,1,NA,NA,NA,NA,0,Sub-Saharan Africa
2013,South Sudan,SSD,93740020.9719,1004,0.28,0,0,0,NA,NA,NA,NA,NA,NA,NA,8493542052,10355030,12.6,7751550000000,99.0000005,1,NA,NA,NA,NA,0,Sub-Saharan Africa
2014,South Sudan,SSD,58164683.85677,1100,0.35,0,0,0,NA,NA,NA,NA,NA,NA,NA,8780084304,10554882,12.51,8327160000000,0,1,NA,NA,NA,NA,0,Sub-Saharan Africa
2000,Bahamas,BHS,0,94,0.04,0,0,0,7,NA,NA,NA,NA,NA,NA,9409692545,298045,7.16,2232180000000,0,0,12659.7001953125,13048.715115048217,13011.791368952017,NA,0,Latin America & Caribbean
2001,Bahamas,BHS,0,76,0.03,0,0,0,7,NA,NA,NA,NA,NA,NA,9656711992,302618,6.87,2418250000000,0,0,12659.7001953125,13048.715115048217,13011.791368952017,26566178,0,Latin America & Caribbean
2002,Bahamas,BHS,0,106,0.04,0,0,0,7,NA,NA,NA,NA,NA,NA,9917894277,307657,9.05,2639120000000,0.999998362,0,12659.7001953125,13048.715115048217,13011.791368952017,46138000,0,Latin America & Caribbean
2003,Bahamas,BHS,0,105,0.04,0,0,0,7,NA,NA,NA,NA,NA,NA,9792479896,313123,10.84,2904040000000,0,0,12659.7001953125,13048.715115048217,13011.791368952017,82007552,0,Latin America & Caribbean
2004,Bahamas,BHS,0,131,0.05,0,0,0,7,NA,NA,NA,NA,NA,NA,9878922051,318893,10.2,3197740000000,11.999998099999999,0,12659.7001953125,13048.715115048217,13011.791368952017,59290572,0,Latin America & Caribbean
2005,Bahamas,BHS,0,109,0.04,0,0,0,7,NA,NA,NA,NA,NA,NA,10214337148,324848,10.2,3562110000000,1.000000007,0,12659.7001953125,13048.715115048217,13011.791368952017,94045800,0,Latin America & Caribbean
2006,Bahamas,BHS,0,103,0.03,0,0,0,7,NA,NA,NA,NA,NA,NA,10471417095,331032,7.54,4015240000000,0,0,12659.7001953125,13048.715115048217,13011.791368952017,98405936,0,Latin America & Caribbean
2007,Bahamas,BHS,0,110,0.04,0,0,0,7,NA,NA,NA,NA,NA,NA,10622910634,337387,7.88,4586650000000,0.999999994,0,12659.7001953125,13048.715115048217,13011.791368952017,89423208,0,Latin America & Caribbean
2008,Bahamas,BHS,0,124,0.04,0,0,0,7,NA,NA,NA,NA,NA,NA,10376086537,343680,8.18,5029290000000,0,0,12659.7001953125,13048.715115048217,13011.791368952017,230654640,0,Latin America & Caribbean
2009,Bahamas,BHS,9906821.149,301,0.06,0,0,0,NA,NA,NA,NA,NA,NA,NA,9942801339,349600,14.25,5501980000000,0,0,12659.7001953125,13048.715115048217,13011.791368952017,295005440,0,Latin America & Caribbean
2010,Bahamas,BHS,73701107.95,126,0.02,0,0,0,NA,NA,NA,NA,NA,NA,NA,10095760000,354936,14.33,6087160000000,2.999999404,0,12659.7001953125,13048.715115048217,13011.791368952017,446824704,0,Latin America & Caribbean
