,country_mentioned,country_matched,recipient_iso,year,frequncies_by_year,counts_by_year,relevant
2269,"American Samoa, Territory of, American Samoa",Samoa,WSM,2000,NA,NA,1
2270,"American Samoa, Territory of, American Samoa",Samoa,WSM,2001,0.02,1,1
2271,"American Samoa, Territory of, American Samoa",Samoa,WSM,2002,NA,NA,1
2272,"American Samoa, Territory of, American Samoa",Samoa,WSM,2003,NA,NA,1
2273,"American Samoa, Territory of, American Samoa",Samoa,WSM,2004,0.02,1,1
2274,"American Samoa, Territory of, American Samoa",Samoa,WSM,2005,NA,NA,1
2275,"American Samoa, Territory of, American Samoa",Samoa,WSM,2006,NA,NA,1
2276,"American Samoa, Territory of, American Samoa",Samoa,WSM,2007,NA,NA,1
2277,"American Samoa, Territory of, American Samoa",Samoa,WSM,2008,0.4,18,1
2278,"American Samoa, Territory of, American Samoa",Samoa,WSM,2009,0.09,9,1
2279,"American Samoa, Territory of, American Samoa",Samoa,WSM,2010,0.02,2,1
2280,"American Samoa, Territory of, American Samoa",Samoa,WSM,2011,NA,NA,1
2281,"American Samoa, Territory of, American Samoa",Samoa,WSM,2012,NA,NA,1
2282,"American Samoa, Territory of, American Samoa",Samoa,WSM,2013,NA,NA,1
2283,"American Samoa, Territory of, American Samoa",Samoa,WSM,2014,NA,NA,1
2284,"American Samoa, Territory of, American Samoa",Samoa,WSM,2015,NA,NA,1
2285,"American Samoa, Territory of, American Samoa",Samoa,WSM,2016,NA,NA,1
2286,"American Samoa, Territory of, American Samoa",Samoa,WSM,2017,NA,NA,1
3277,"Arab Republic of Egypt, Egypt",Egypt,EGY,2000,1.41,69,1
3278,"Arab Republic of Egypt, Egypt",Egypt,EGY,2001,1.86,89,1
3279,"Arab Republic of Egypt, Egypt",Egypt,EGY,2002,1.64,75,1
3280,"Arab Republic of Egypt, Egypt",Egypt,EGY,2003,1.04,55,1
3281,"Arab Republic of Egypt, Egypt",Egypt,EGY,2004,1.84,93,1
3282,"Arab Republic of Egypt, Egypt",Egypt,EGY,2005,1.48,74,1
3283,"Arab Republic of Egypt, Egypt",Egypt,EGY,2006,1.84,95,1
3284,"Arab Republic of Egypt, Egypt",Egypt,EGY,2007,2.16,104,1
3285,"Arab Republic of Egypt, Egypt",Egypt,EGY,2008,2.15,96,1
3286,"Arab Republic of Egypt, Egypt",Egypt,EGY,2009,1.89,184,1
3287,"Arab Republic of Egypt, Egypt",Egypt,EGY,2010,1.97,226,1
3288,"Arab Republic of Egypt, Egypt",Egypt,EGY,2011,2.26,244,1
3289,"Arab Republic of Egypt, Egypt",Egypt,EGY,2012,1.56,146,1
3290,"Arab Republic of Egypt, Egypt",Egypt,EGY,2013,2.34,180,1
3291,"Arab Republic of Egypt, Egypt",Egypt,EGY,2014,1.2,80,1
3292,"Arab Republic of Egypt, Egypt",Egypt,EGY,2015,1.41,74,1
3293,"Arab Republic of Egypt, Egypt",Egypt,EGY,2016,1.27,67,1
3294,"Arab Republic of Egypt, Egypt",Egypt,EGY,2017,1.96,105,1
3493,"Argentine Republic, Argentina",Argentina,ARG,2000,0.41,20,1
3494,"Argentine Republic, Argentina",Argentina,ARG,2001,1.15,55,1
3495,"Argentine Republic, Argentina",Argentina,ARG,2002,1.29,59,1
3496,"Argentine Republic, Argentina",Argentina,ARG,2003,0.68,36,1
3497,"Argentine Republic, Argentina",Argentina,ARG,2004,0.65,33,1
3498,"Argentine Republic, Argentina",Argentina,ARG,2005,0.58,29,1
3499,"Argentine Republic, Argentina",Argentina,ARG,2006,0.62,32,1
3500,"Argentine Republic, Argentina",Argentina,ARG,2007,0.52,25,1
3501,"Argentine Republic, Argentina",Argentina,ARG,2008,0.58,26,1
3502,"Argentine Republic, Argentina",Argentina,ARG,2009,0.34,33,1
3503,"Argentine Republic, Argentina",Argentina,ARG,2010,0.79,91,1
3504,"Argentine Republic, Argentina",Argentina,ARG,2011,0.54,58,1
3505,"Argentine Republic, Argentina",Argentina,ARG,2012,0.43,40,1
3506,"Argentine Republic, Argentina",Argentina,ARG,2013,0.52,40,1
3507,"Argentine Republic, Argentina",Argentina,ARG,2014,0.49,33,1
3508,"Argentine Republic, Argentina",Argentina,ARG,2015,NA,NA,1
3509,"Argentine Republic, Argentina",Argentina,ARG,2016,NA,NA,1
3510,"Argentine Republic, Argentina",Argentina,ARG,2017,NA,NA,1
5527,Bangladesh,Bangladesh,BGD,2000,2.24,110,1
5528,Bangladesh,Bangladesh,BGD,2001,0.88,42,1
5529,Bangladesh,Bangladesh,BGD,2002,1.38,63,1
5530,Bangladesh,Bangladesh,BGD,2003,1.21,64,1
5531,Bangladesh,Bangladesh,BGD,2004,1.76,89,1
5532,Bangladesh,Bangladesh,BGD,2005,1.28,64,1
5533,Bangladesh,Bangladesh,BGD,2006,1.12,58,1
5534,Bangladesh,Bangladesh,BGD,2007,2.33,112,1
5535,Bangladesh,Bangladesh,BGD,2008,1.36,61,1
5536,Bangladesh,Bangladesh,BGD,2009,2.09,203,1
5537,Bangladesh,Bangladesh,BGD,2010,1.35,155,1
5538,Bangladesh,Bangladesh,BGD,2011,1.01,109,1
5539,Bangladesh,Bangladesh,BGD,2012,1.12,105,1
5540,Bangladesh,Bangladesh,BGD,2013,0.61,47,1
5541,Bangladesh,Bangladesh,BGD,2014,0.96,64,1
5542,Bangladesh,Bangladesh,BGD,2015,0.74,39,1
5543,Bangladesh,Bangladesh,BGD,2016,0.83,44,1
5544,Bangladesh,Bangladesh,BGD,2017,0.95,51,1
5869,Barbados,Barbados,BRB,2000,0.02,1,1
5870,Barbados,Barbados,BRB,2001,0.04,2,1
5871,Barbados,Barbados,BRB,2002,0.02,1,1
5872,Barbados,Barbados,BRB,2003,0.04,2,1
5873,Barbados,Barbados,BRB,2004,0.04,2,1
5874,Barbados,Barbados,BRB,2005,0.2,10,1
5875,Barbados,Barbados,BRB,2006,0.04,2,1
5876,Barbados,Barbados,BRB,2007,0.04,2,1
5877,Barbados,Barbados,BRB,2008,NA,NA,1
5878,Barbados,Barbados,BRB,2009,NA,NA,1
5879,Barbados,Barbados,BRB,2010,0.01,1,1
5880,Barbados,Barbados,BRB,2011,0.02,2,1
5881,Barbados,Barbados,BRB,2012,NA,NA,1
5882,Barbados,Barbados,BRB,2013,0.05,4,1
5883,Barbados,Barbados,BRB,2014,0.04,3,1
5884,Barbados,Barbados,BRB,2015,NA,NA,1
5885,Barbados,Barbados,BRB,2016,NA,NA,1
5886,Barbados,Barbados,BRB,2017,0.02,1,1
8371,"Bolivarian Republic of Venezuela, Venezuela",Venezuela,VEN,2000,0.39,19,1
8372,"Bolivarian Republic of Venezuela, Venezuela",Venezuela,VEN,2001,0.42,20,1
8373,"Bolivarian Republic of Venezuela, Venezuela",Venezuela,VEN,2002,0.42,19,1
8374,"Bolivarian Republic of Venezuela, Venezuela",Venezuela,VEN,2003,0.62,33,1
8375,"Bolivarian Republic of Venezuela, Venezuela",Venezuela,VEN,2004,0.59,30,1
8376,"Bolivarian Republic of Venezuela, Venezuela",Venezuela,VEN,2005,0.88,44,1
8377,"Bolivarian Republic of Venezuela, Venezuela",Venezuela,VEN,2006,0.68,35,1
8378,"Bolivarian Republic of Venezuela, Venezuela",Venezuela,VEN,2007,0.62,30,1
8379,"Bolivarian Republic of Venezuela, Venezuela",Venezuela,VEN,2008,1.19,53,1
8380,"Bolivarian Republic of Venezuela, Venezuela",Venezuela,VEN,2009,0.6,58,1
8381,"Bolivarian Republic of Venezuela, Venezuela",Venezuela,VEN,2010,0.73,84,1
8382,"Bolivarian Republic of Venezuela, Venezuela",Venezuela,VEN,2011,0.23,25,1
8383,"Bolivarian Republic of Venezuela, Venezuela",Venezuela,VEN,2012,0.2,19,1
8384,"Bolivarian Republic of Venezuela, Venezuela",Venezuela,VEN,2013,0.33,25,1
8385,"Bolivarian Republic of Venezuela, Venezuela",Venezuela,VEN,2014,0.52,35,1
8386,"Bolivarian Republic of Venezuela, Venezuela",Venezuela,VEN,2015,0.57,30,1
8387,"Bolivarian Republic of Venezuela, Venezuela",Venezuela,VEN,2016,0.81,43,1
8388,"Bolivarian Republic of Venezuela, Venezuela",Venezuela,VEN,2017,0.39,21,1
9415,"Brunei Darussalam, Brunei",Brunei,BRN,2000,0.41,20,1
9416,"Brunei Darussalam, Brunei",Brunei,BRN,2001,0.27,13,1
9417,"Brunei Darussalam, Brunei",Brunei,BRN,2002,0.39,18,1
9418,"Brunei Darussalam, Brunei",Brunei,BRN,2003,0.64,34,1
9419,"Brunei Darussalam, Brunei",Brunei,BRN,2004,0.57,29,1
9420,"Brunei Darussalam, Brunei",Brunei,BRN,2005,0.6,30,1
9421,"Brunei Darussalam, Brunei",Brunei,BRN,2006,0.43,22,1
9422,"Brunei Darussalam, Brunei",Brunei,BRN,2007,0.46,22,1
9423,"Brunei Darussalam, Brunei",Brunei,BRN,2008,0.45,20,1
9424,"Brunei Darussalam, Brunei",Brunei,BRN,2009,0.44,43,1
9425,"Brunei Darussalam, Brunei",Brunei,BRN,2010,0.39,45,1
9426,"Brunei Darussalam, Brunei",Brunei,BRN,2011,0.48,52,1
9427,"Brunei Darussalam, Brunei",Brunei,BRN,2012,0.3,28,1
9428,"Brunei Darussalam, Brunei",Brunei,BRN,2013,0.66,51,1
9429,"Brunei Darussalam, Brunei",Brunei,BRN,2014,0.42,28,1
9430,"Brunei Darussalam, Brunei",Brunei,BRN,2015,0.36,19,1
9431,"Brunei Darussalam, Brunei",Brunei,BRN,2016,0.13,7,1
9432,"Brunei Darussalam, Brunei",Brunei,BRN,2017,0.28,15,1
11827,Central African Republic,Central African Republic,CAF,2000,0.02,1,1
11828,Central African Republic,Central African Republic,CAF,2001,0.13,6,1
11829,Central African Republic,Central African Republic,CAF,2002,0.09,4,1
11830,Central African Republic,Central African Republic,CAF,2003,0.13,7,1
11831,Central African Republic,Central African Republic,CAF,2004,0.22,11,1
11832,Central African Republic,Central African Republic,CAF,2005,0.14,7,1
11833,Central African Republic,Central African Republic,CAF,2006,0.08,4,1
11834,Central African Republic,Central African Republic,CAF,2007,0.19,9,1
11835,Central African Republic,Central African Republic,CAF,2008,0.18,8,1
11836,Central African Republic,Central African Republic,CAF,2009,0.26,25,1
11837,Central African Republic,Central African Republic,CAF,2010,0.17,20,1
11838,Central African Republic,Central African Republic,CAF,2011,0.11,12,1
11839,Central African Republic,Central African Republic,CAF,2012,0.15,14,1
11840,Central African Republic,Central African Republic,CAF,2013,0.59,45,1
11841,Central African Republic,Central African Republic,CAF,2014,1.08,72,1
11842,Central African Republic,Central African Republic,CAF,2015,0.34,18,1
11843,Central African Republic,Central African Republic,CAF,2016,0.3,16,1
11844,Central African Republic,Central African Republic,CAF,2017,0.15,8,1
12403,Central Somalia,Somalia,SOM,2000,NA,NA,1
12404,Central Somalia,Somalia,SOM,2001,NA,NA,1
12405,Central Somalia,Somalia,SOM,2002,NA,NA,1
12406,Central Somalia,Somalia,SOM,2003,NA,NA,1
12407,Central Somalia,Somalia,SOM,2004,NA,NA,1
12408,Central Somalia,Somalia,SOM,2005,NA,NA,1
12409,Central Somalia,Somalia,SOM,2006,NA,NA,1
12410,Central Somalia,Somalia,SOM,2007,NA,NA,1
12411,Central Somalia,Somalia,SOM,2008,NA,NA,1
12412,Central Somalia,Somalia,SOM,2009,NA,NA,1
12413,Central Somalia,Somalia,SOM,2010,NA,NA,1
12414,Central Somalia,Somalia,SOM,2011,0.02,2,1
12415,Central Somalia,Somalia,SOM,2012,NA,NA,1
12416,Central Somalia,Somalia,SOM,2013,NA,NA,1
12417,Central Somalia,Somalia,SOM,2014,NA,NA,1
12418,Central Somalia,Somalia,SOM,2015,NA,NA,1
12419,Central Somalia,Somalia,SOM,2016,NA,NA,1
12420,Central Somalia,Somalia,SOM,2017,NA,NA,1
14635,"Co-operative Republic of Guyana, Guyana",Guyana,GUY,2000,0.04,2,1
14636,"Co-operative Republic of Guyana, Guyana",Guyana,GUY,2001,0.04,2,1
14637,"Co-operative Republic of Guyana, Guyana",Guyana,GUY,2002,0.04,2,1
14638,"Co-operative Republic of Guyana, Guyana",Guyana,GUY,2003,0.04,2,1
14639,"Co-operative Republic of Guyana, Guyana",Guyana,GUY,2004,0.06,3,1
14640,"Co-operative Republic of Guyana, Guyana",Guyana,GUY,2005,0.12,6,1
14641,"Co-operative Republic of Guyana, Guyana",Guyana,GUY,2006,0.06,3,1
14642,"Co-operative Republic of Guyana, Guyana",Guyana,GUY,2007,NA,NA,1
14643,"Co-operative Republic of Guyana, Guyana",Guyana,GUY,2008,0.07,3,1
14644,"Co-operative Republic of Guyana, Guyana",Guyana,GUY,2009,NA,NA,1
14645,"Co-operative Republic of Guyana, Guyana",Guyana,GUY,2010,0.05,6,1
14646,"Co-operative Republic of Guyana, Guyana",Guyana,GUY,2011,0.06,7,1
14647,"Co-operative Republic of Guyana, Guyana",Guyana,GUY,2012,0.04,4,1
14648,"Co-operative Republic of Guyana, Guyana",Guyana,GUY,2013,0.03,2,1
14649,"Co-operative Republic of Guyana, Guyana",Guyana,GUY,2014,NA,NA,1
14650,"Co-operative Republic of Guyana, Guyana",Guyana,GUY,2015,0.06,3,1
14651,"Co-operative Republic of Guyana, Guyana",Guyana,GUY,2016,0.04,2,1
14652,"Co-operative Republic of Guyana, Guyana",Guyana,GUY,2017,0.04,2,1
15229,"Commonwealth of The Bahamas, Bahamas",Bahamas,BHS,2000,0.02,1,1
15230,"Commonwealth of The Bahamas, Bahamas",Bahamas,BHS,2001,0.08,4,1
15231,"Commonwealth of The Bahamas, Bahamas",Bahamas,BHS,2002,0.04,2,1
15232,"Commonwealth of The Bahamas, Bahamas",Bahamas,BHS,2003,0.02,1,1
15233,"Commonwealth of The Bahamas, Bahamas",Bahamas,BHS,2004,0.04,2,1
15234,"Commonwealth of The Bahamas, Bahamas",Bahamas,BHS,2005,0.02,1,1
15235,"Commonwealth of The Bahamas, Bahamas",Bahamas,BHS,2006,0.08,4,1
15236,"Commonwealth of The Bahamas, Bahamas",Bahamas,BHS,2007,NA,NA,1
15237,"Commonwealth of The Bahamas, Bahamas",Bahamas,BHS,2008,NA,NA,1
15238,"Commonwealth of The Bahamas, Bahamas",Bahamas,BHS,2009,0.13,13,1
15239,"Commonwealth of The Bahamas, Bahamas",Bahamas,BHS,2010,0.01,1,1
15240,"Commonwealth of The Bahamas, Bahamas",Bahamas,BHS,2011,0.06,6,1
15241,"Commonwealth of The Bahamas, Bahamas",Bahamas,BHS,2012,0.02,2,1
15242,"Commonwealth of The Bahamas, Bahamas",Bahamas,BHS,2013,0.01,1,1
15243,"Commonwealth of The Bahamas, Bahamas",Bahamas,BHS,2014,0.04,3,1
15244,"Commonwealth of The Bahamas, Bahamas",Bahamas,BHS,2015,0.04,2,1
15245,"Commonwealth of The Bahamas, Bahamas",Bahamas,BHS,2016,0.06,3,1
15246,"Commonwealth of The Bahamas, Bahamas",Bahamas,BHS,2017,0.02,1,1
15679,Cook Islands,Cook Islands,COK,2000,0.04,2,1
15680,Cook Islands,Cook Islands,COK,2001,0.02,1,1
15681,Cook Islands,Cook Islands,COK,2002,0.02,1,1
15682,Cook Islands,Cook Islands,COK,2003,NA,NA,1
15683,Cook Islands,Cook Islands,COK,2004,0.08,4,1
15684,Cook Islands,Cook Islands,COK,2005,0.14,7,1
15685,Cook Islands,Cook Islands,COK,2006,0.1,5,1
15686,Cook Islands,Cook Islands,COK,2007,0.1,5,1
15687,Cook Islands,Cook Islands,COK,2008,NA,NA,1
15688,Cook Islands,Cook Islands,COK,2009,0.08,8,1
15689,Cook Islands,Cook Islands,COK,2010,0.04,5,1
15690,Cook Islands,Cook Islands,COK,2011,0.12,13,1
15691,Cook Islands,Cook Islands,COK,2012,0.39,36,1
15692,Cook Islands,Cook Islands,COK,2013,0.16,12,1
15693,Cook Islands,Cook Islands,COK,2014,0.15,10,1
15694,Cook Islands,Cook Islands,COK,2015,0.08,4,1
15695,Cook Islands,Cook Islands,COK,2016,0.06,3,1
15696,Cook Islands,Cook Islands,COK,2017,0.04,2,1
16399,"Czechoslovakia, Serbia and Montenegro",Serbia,SRB,2000,NA,NA,1
16400,"Czechoslovakia, Serbia and Montenegro",Serbia,SRB,2001,0.04,2,1
16401,"Czechoslovakia, Serbia and Montenegro",Serbia,SRB,2002,0.02,1,1
16402,"Czechoslovakia, Serbia and Montenegro",Serbia,SRB,2003,0.02,1,1
16403,"Czechoslovakia, Serbia and Montenegro",Serbia,SRB,2004,NA,NA,1
16404,"Czechoslovakia, Serbia and Montenegro",Serbia,SRB,2005,0.06,3,1
16405,"Czechoslovakia, Serbia and Montenegro",Serbia,SRB,2006,0.02,1,1
16406,"Czechoslovakia, Serbia and Montenegro",Serbia,SRB,2007,0.02,1,1
16407,"Czechoslovakia, Serbia and Montenegro",Serbia,SRB,2008,0.07,3,1
16408,"Czechoslovakia, Serbia and Montenegro",Serbia,SRB,2009,NA,NA,1
16409,"Czechoslovakia, Serbia and Montenegro",Serbia,SRB,2010,NA,NA,1
16410,"Czechoslovakia, Serbia and Montenegro",Serbia,SRB,2011,0.02,2,1
16411,"Czechoslovakia, Serbia and Montenegro",Serbia,SRB,2012,0.02,2,1
16412,"Czechoslovakia, Serbia and Montenegro",Serbia,SRB,2013,NA,NA,1
16413,"Czechoslovakia, Serbia and Montenegro",Serbia,SRB,2014,NA,NA,1
16414,"Czechoslovakia, Serbia and Montenegro",Serbia,SRB,2015,NA,NA,1
16415,"Czechoslovakia, Serbia and Montenegro",Serbia,SRB,2016,NA,NA,1
16416,"Czechoslovakia, Serbia and Montenegro",Serbia,SRB,2017,NA,NA,1
17749,"Democratic People's Republic of Korea, North Korea",North Korea,PRK,2000,0.02,1,1
17750,"Democratic People's Republic of Korea, North Korea",North Korea,PRK,2001,NA,NA,1
17751,"Democratic People's Republic of Korea, North Korea",North Korea,PRK,2002,0.04,2,1
17752,"Democratic People's Republic of Korea, North Korea",North Korea,PRK,2003,0.08,4,1
17753,"Democratic People's Republic of Korea, North Korea",North Korea,PRK,2004,0.14,7,1
17754,"Democratic People's Republic of Korea, North Korea",North Korea,PRK,2005,0.06,3,1
17755,"Democratic People's Republic of Korea, North Korea",North Korea,PRK,2006,NA,NA,1
17756,"Democratic People's Republic of Korea, North Korea",North Korea,PRK,2007,0.08,4,1
17757,"Democratic People's Republic of Korea, North Korea",North Korea,PRK,2008,NA,NA,1
17758,"Democratic People's Republic of Korea, North Korea",North Korea,PRK,2009,0.15,15,1
17759,"Democratic People's Republic of Korea, North Korea",North Korea,PRK,2010,0.11,13,1
17760,"Democratic People's Republic of Korea, North Korea",North Korea,PRK,2011,0.11,12,1
17761,"Democratic People's Republic of Korea, North Korea",North Korea,PRK,2012,0.1,9,1
17762,"Democratic People's Republic of Korea, North Korea",North Korea,PRK,2013,0.03,2,1
17763,"Democratic People's Republic of Korea, North Korea",North Korea,PRK,2014,0.03,2,1
17764,"Democratic People's Republic of Korea, North Korea",North Korea,PRK,2015,NA,NA,1
17765,"Democratic People's Republic of Korea, North Korea",North Korea,PRK,2016,NA,NA,1
17766,"Democratic People's Republic of Korea, North Korea",North Korea,PRK,2017,NA,NA,1
17821,"Democratic Republic of Timor-Leste, East Timor",Timor-Leste,TLS,2000,0.55,27,1
17822,"Democratic Republic of Timor-Leste, East Timor",Timor-Leste,TLS,2001,0.29,14,1
17823,"Democratic Republic of Timor-Leste, East Timor",Timor-Leste,TLS,2002,0.48,22,1
17824,"Democratic Republic of Timor-Leste, East Timor",Timor-Leste,TLS,2003,0.34,18,1
17825,"Democratic Republic of Timor-Leste, East Timor",Timor-Leste,TLS,2004,0.14,7,1
17826,"Democratic Republic of Timor-Leste, East Timor",Timor-Leste,TLS,2005,0.16,8,1
17827,"Democratic Republic of Timor-Leste, East Timor",Timor-Leste,TLS,2006,0.27,14,1
17828,"Democratic Republic of Timor-Leste, East Timor",Timor-Leste,TLS,2007,0.15,7,1
17829,"Democratic Republic of Timor-Leste, East Timor",Timor-Leste,TLS,2008,0.13,6,1
17830,"Democratic Republic of Timor-Leste, East Timor",Timor-Leste,TLS,2009,0.09,9,1
17831,"Democratic Republic of Timor-Leste, East Timor",Timor-Leste,TLS,2010,0.18,21,1
17832,"Democratic Republic of Timor-Leste, East Timor",Timor-Leste,TLS,2011,0.16,17,1
17833,"Democratic Republic of Timor-Leste, East Timor",Timor-Leste,TLS,2012,0.07,7,1
17834,"Democratic Republic of Timor-Leste, East Timor",Timor-Leste,TLS,2013,0.05,4,1
17835,"Democratic Republic of Timor-Leste, East Timor",Timor-Leste,TLS,2014,0.06,4,1
17836,"Democratic Republic of Timor-Leste, East Timor",Timor-Leste,TLS,2015,0.1,5,1
17837,"Democratic Republic of Timor-Leste, East Timor",Timor-Leste,TLS,2016,0.04,2,1
17838,"Democratic Republic of Timor-Leste, East Timor",Timor-Leste,TLS,2017,0.02,1,1
17857,"Democratic Socialist Republic of Sri Lanka, Sri Lanka",Sri Lanka,LKA,2000,1.49,73,1
17858,"Democratic Socialist Republic of Sri Lanka, Sri Lanka",Sri Lanka,LKA,2001,0.92,44,1
17859,"Democratic Socialist Republic of Sri Lanka, Sri Lanka",Sri Lanka,LKA,2002,1.12,51,1
17860,"Democratic Socialist Republic of Sri Lanka, Sri Lanka",Sri Lanka,LKA,2003,1.26,67,1
17861,"Democratic Socialist Republic of Sri Lanka, Sri Lanka",Sri Lanka,LKA,2004,2.62,132,1
17862,"Democratic Socialist Republic of Sri Lanka, Sri Lanka",Sri Lanka,LKA,2005,2.83,142,1
17863,"Democratic Socialist Republic of Sri Lanka, Sri Lanka",Sri Lanka,LKA,2006,0.75,39,1
17864,"Democratic Socialist Republic of Sri Lanka, Sri Lanka",Sri Lanka,LKA,2007,0.79,38,1
17865,"Democratic Socialist Republic of Sri Lanka, Sri Lanka",Sri Lanka,LKA,2008,0.09,4,1
17866,"Democratic Socialist Republic of Sri Lanka, Sri Lanka",Sri Lanka,LKA,2009,0.98,95,1
17867,"Democratic Socialist Republic of Sri Lanka, Sri Lanka",Sri Lanka,LKA,2010,0.6,69,1
17868,"Democratic Socialist Republic of Sri Lanka, Sri Lanka",Sri Lanka,LKA,2011,1.14,123,1
17869,"Democratic Socialist Republic of Sri Lanka, Sri Lanka",Sri Lanka,LKA,2012,1.21,113,1
17870,"Democratic Socialist Republic of Sri Lanka, Sri Lanka",Sri Lanka,LKA,2013,1.18,91,1
17871,"Democratic Socialist Republic of Sri Lanka, Sri Lanka",Sri Lanka,LKA,2014,1.21,81,1
17872,"Democratic Socialist Republic of Sri Lanka, Sri Lanka",Sri Lanka,LKA,2015,1.01,53,1
17873,"Democratic Socialist Republic of Sri Lanka, Sri Lanka",Sri Lanka,LKA,2016,1.08,57,1
17874,"Democratic Socialist Republic of Sri Lanka, Sri Lanka",Sri Lanka,LKA,2017,0.58,31,1
18721,Dominican Republic,Dominica,DMA,2000,0.1,5,1
18722,Dominican Republic,Dominica,DMA,2001,0.13,7,1
18723,Dominican Republic,Dominica,DMA,2002,0.15,7,1
18724,Dominican Republic,Dominica,DMA,2003,0.1,5,1
18725,Dominican Republic,Dominica,DMA,2004,0.32,15,1
18726,Dominican Republic,Dominica,DMA,2005,0.16,78,1
18727,Dominican Republic,Dominica,DMA,2006,0.14,7,1
18728,Dominican Republic,Dominica,DMA,2007,0.29,14,1
18729,Dominican Republic,Dominica,DMA,2008,0.38,17,1
18730,Dominican Republic,Dominica,DMA,2009,0.3,29,1
18731,Dominican Republic,Dominica,DMA,2010,0.75,87,1
18732,Dominican Republic,Dominica,DMA,2011,0.15,16,1
18733,Dominican Republic,Dominica,DMA,2012,0.07,7,1
18734,Dominican Republic,Dominica,DMA,2013,0.15,12,1
18735,Dominican Republic,Dominica,DMA,2014,0.07,5,1
18736,Dominican Republic,Dominica,DMA,2015,0.14,7,1
18737,Dominican Republic,Dominica,DMA,2016,0.09,5,1
18738,Dominican Republic,Dominica,DMA,2017,0.21,11,1
22537,"Federal Democratic Republic of Ethiopia, Ethiopia",Ethiopia,ETH,2000,1.86,91,1
22538,"Federal Democratic Republic of Ethiopia, Ethiopia",Ethiopia,ETH,2001,1.27,61,1
22539,"Federal Democratic Republic of Ethiopia, Ethiopia",Ethiopia,ETH,2002,1.44,66,1
22540,"Federal Democratic Republic of Ethiopia, Ethiopia",Ethiopia,ETH,2003,1.32,70,1
22541,"Federal Democratic Republic of Ethiopia, Ethiopia",Ethiopia,ETH,2004,1.17,59,1
22542,"Federal Democratic Republic of Ethiopia, Ethiopia",Ethiopia,ETH,2005,1.2,60,1
22543,"Federal Democratic Republic of Ethiopia, Ethiopia",Ethiopia,ETH,2006,2.42,125,1
22544,"Federal Democratic Republic of Ethiopia, Ethiopia",Ethiopia,ETH,2007,1.33,64,1
22545,"Federal Democratic Republic of Ethiopia, Ethiopia",Ethiopia,ETH,2008,0.63,28,1
22546,"Federal Democratic Republic of Ethiopia, Ethiopia",Ethiopia,ETH,2009,0.65,63,1
22547,"Federal Democratic Republic of Ethiopia, Ethiopia",Ethiopia,ETH,2010,0.81,93,1
22548,"Federal Democratic Republic of Ethiopia, Ethiopia",Ethiopia,ETH,2011,1.55,168,1
22549,"Federal Democratic Republic of Ethiopia, Ethiopia",Ethiopia,ETH,2012,0.82,77,1
22550,"Federal Democratic Republic of Ethiopia, Ethiopia",Ethiopia,ETH,2013,1.28,98,1
22551,"Federal Democratic Republic of Ethiopia, Ethiopia",Ethiopia,ETH,2014,1.27,85,1
22552,"Federal Democratic Republic of Ethiopia, Ethiopia",Ethiopia,ETH,2015,1.58,83,1
22553,"Federal Democratic Republic of Ethiopia, Ethiopia",Ethiopia,ETH,2016,1.63,86,1
22554,"Federal Democratic Republic of Ethiopia, Ethiopia",Ethiopia,ETH,2017,2.36,126,1
22573,"Federal Democratic Republic of Nepal, Patheka, Nepal",Nepal,NPL,2000,0.73,36,1
22574,"Federal Democratic Republic of Nepal, Patheka, Nepal",Nepal,NPL,2001,0.63,30,1
22575,"Federal Democratic Republic of Nepal, Patheka, Nepal",Nepal,NPL,2002,1.16,53,1
22576,"Federal Democratic Republic of Nepal, Patheka, Nepal",Nepal,NPL,2003,1.32,70,1
22577,"Federal Democratic Republic of Nepal, Patheka, Nepal",Nepal,NPL,2004,0.77,39,1
22578,"Federal Democratic Republic of Nepal, Patheka, Nepal",Nepal,NPL,2005,1.64,82,1
22579,"Federal Democratic Republic of Nepal, Patheka, Nepal",Nepal,NPL,2006,1.7,88,1
22580,"Federal Democratic Republic of Nepal, Patheka, Nepal",Nepal,NPL,2007,1.89,91,1
22581,"Federal Democratic Republic of Nepal, Patheka, Nepal",Nepal,NPL,2008,0.83,37,1
22582,"Federal Democratic Republic of Nepal, Patheka, Nepal",Nepal,NPL,2009,1.35,131,1
22583,"Federal Democratic Republic of Nepal, Patheka, Nepal",Nepal,NPL,2010,0.86,99,1
22584,"Federal Democratic Republic of Nepal, Patheka, Nepal",Nepal,NPL,2011,0.82,89,1
22585,"Federal Democratic Republic of Nepal, Patheka, Nepal",Nepal,NPL,2012,0.58,54,1
22586,"Federal Democratic Republic of Nepal, Patheka, Nepal",Nepal,NPL,2013,0.89,68,1
22587,"Federal Democratic Republic of Nepal, Patheka, Nepal",Nepal,NPL,2014,0.82,55,1
22588,"Federal Democratic Republic of Nepal, Patheka, Nepal",Nepal,NPL,2015,2.4,126,1
22589,"Federal Democratic Republic of Nepal, Patheka, Nepal",Nepal,NPL,2016,0.91,48,1
22590,"Federal Democratic Republic of Nepal, Patheka, Nepal",Nepal,NPL,2017,0.58,31,1
22663,"Federal Republic of Nigeria, Nigeria",Niger,NER,2000,1.45,71,1
22664,"Federal Republic of Nigeria, Nigeria",Niger,NER,2001,2.11,101,1
22665,"Federal Republic of Nigeria, Nigeria",Niger,NER,2002,2.36,108,1
