,country_mentioned,country_matched,recipient_iso,year,frequncies_by_year,counts_by_year,relevant
59049,"Republic of Azerbaijan, Azerbaijan",Azerbaijan,AZE,2008,0.16,7,1
59050,"Republic of Azerbaijan, Azerbaijan",Azerbaijan,AZE,2009,0.17,17,1
59051,"Republic of Azerbaijan, Azerbaijan",Azerbaijan,AZE,2010,0.1,12,1
59052,"Republic of Azerbaijan, Azerbaijan",Azerbaijan,AZE,2011,0.24,26,1
59053,"Republic of Azerbaijan, Azerbaijan",Azerbaijan,AZE,2012,0.34,32,1
59054,"Republic of Azerbaijan, Azerbaijan",Azerbaijan,AZE,2013,0.27,21,1
59055,"Republic of Azerbaijan, Azerbaijan",Azerbaijan,AZE,2014,0.18,12,1
59056,"Republic of Azerbaijan, Azerbaijan",Azerbaijan,AZE,2015,0.4,21,1
59057,"Republic of Azerbaijan, Azerbaijan",Azerbaijan,AZE,2016,0.28,15,1
59058,"Republic of Azerbaijan, Azerbaijan",Azerbaijan,AZE,2017,0.21,11,1
59077,"Republic of Belarus, Belarus",Belarus,BLR,2000,0.1,5,1
59078,"Republic of Belarus, Belarus",Belarus,BLR,2001,0.1,5,1
59079,"Republic of Belarus, Belarus",Belarus,BLR,2002,0.04,2,1
59080,"Republic of Belarus, Belarus",Belarus,BLR,2003,0.08,4,1
59081,"Republic of Belarus, Belarus",Belarus,BLR,2004,0.1,5,1
59082,"Republic of Belarus, Belarus",Belarus,BLR,2005,0.16,8,1
59083,"Republic of Belarus, Belarus",Belarus,BLR,2006,0.1,5,1
59084,"Republic of Belarus, Belarus",Belarus,BLR,2007,0.1,5,1
59085,"Republic of Belarus, Belarus",Belarus,BLR,2008,0.11,5,1
59086,"Republic of Belarus, Belarus",Belarus,BLR,2009,0.22,21,1
59087,"Republic of Belarus, Belarus",Belarus,BLR,2010,0.22,25,1
59088,"Republic of Belarus, Belarus",Belarus,BLR,2011,0.26,28,1
59089,"Republic of Belarus, Belarus",Belarus,BLR,2012,0.26,24,1
59090,"Republic of Belarus, Belarus",Belarus,BLR,2013,0.42,32,1
59091,"Republic of Belarus, Belarus",Belarus,BLR,2014,0.36,24,1
59092,"Republic of Belarus, Belarus",Belarus,BLR,2015,0.59,31,1
59093,"Republic of Belarus, Belarus",Belarus,BLR,2016,0.44,23,1
59094,"Republic of Belarus, Belarus",Belarus,BLR,2017,0.54,29,1
59113,"Republic of Benin, Benin",Benin,BEN,2000,0.08,4,1
59114,"Republic of Benin, Benin",Benin,BEN,2001,0.13,6,1
59115,"Republic of Benin, Benin",Benin,BEN,2002,0.2,9,1
59116,"Republic of Benin, Benin",Benin,BEN,2003,0.13,7,1
59117,"Republic of Benin, Benin",Benin,BEN,2004,0.28,14,1
59118,"Republic of Benin, Benin",Benin,BEN,2005,0.1,5,1
59119,"Republic of Benin, Benin",Benin,BEN,2006,0.08,4,1
59120,"Republic of Benin, Benin",Benin,BEN,2007,0.27,13,1
59121,"Republic of Benin, Benin",Benin,BEN,2008,0.07,3,1
59122,"Republic of Benin, Benin",Benin,BEN,2009,0.15,15,1
59123,"Republic of Benin, Benin",Benin,BEN,2010,0.22,25,1
59124,"Republic of Benin, Benin",Benin,BEN,2011,0.14,15,1
59125,"Republic of Benin, Benin",Benin,BEN,2012,0.15,14,1
59126,"Republic of Benin, Benin",Benin,BEN,2013,0.12,9,1
59127,"Republic of Benin, Benin",Benin,BEN,2014,0.37,25,1
59128,"Republic of Benin, Benin",Benin,BEN,2015,0.23,12,1
59129,"Republic of Benin, Benin",Benin,BEN,2016,0.21,11,1
59130,"Republic of Benin, Benin",Benin,BEN,2017,0.09,5,1
59149,"Republic of Botswana, Botswana",Botswana,BWA,2000,0.84,41,1
59150,"Republic of Botswana, Botswana",Botswana,BWA,2001,0.84,40,1
59151,"Republic of Botswana, Botswana",Botswana,BWA,2002,0.74,34,1
59152,"Republic of Botswana, Botswana",Botswana,BWA,2003,0.72,38,1
59153,"Republic of Botswana, Botswana",Botswana,BWA,2004,0.57,29,1
59154,"Republic of Botswana, Botswana",Botswana,BWA,2005,0.32,16,1
59155,"Republic of Botswana, Botswana",Botswana,BWA,2006,0.45,23,1
59156,"Republic of Botswana, Botswana",Botswana,BWA,2007,0.37,18,1
59157,"Republic of Botswana, Botswana",Botswana,BWA,2008,0.13,6,1
59158,"Republic of Botswana, Botswana",Botswana,BWA,2009,0.54,53,1
59159,"Republic of Botswana, Botswana",Botswana,BWA,2010,0.17,20,1
59160,"Republic of Botswana, Botswana",Botswana,BWA,2011,0.31,33,1
59161,"Republic of Botswana, Botswana",Botswana,BWA,2012,0.37,35,1
59162,"Republic of Botswana, Botswana",Botswana,BWA,2013,0.21,16,1
59163,"Republic of Botswana, Botswana",Botswana,BWA,2014,0.12,8,1
59164,"Republic of Botswana, Botswana",Botswana,BWA,2015,0.32,17,1
59165,"Republic of Botswana, Botswana",Botswana,BWA,2016,0.13,7,1
59166,"Republic of Botswana, Botswana",Botswana,BWA,2017,0.26,14,1
59185,"Republic of Bulgaria, Bulgaria",Bulgaria,BGR,2000,0.16,8,1
59186,"Republic of Bulgaria, Bulgaria",Bulgaria,BGR,2001,0.4,19,1
59187,"Republic of Bulgaria, Bulgaria",Bulgaria,BGR,2002,0.2,9,1
59188,"Republic of Bulgaria, Bulgaria",Bulgaria,BGR,2003,0.66,35,1
59189,"Republic of Bulgaria, Bulgaria",Bulgaria,BGR,2004,0.1,5,1
59190,"Republic of Bulgaria, Bulgaria",Bulgaria,BGR,2005,0.32,16,1
59191,"Republic of Bulgaria, Bulgaria",Bulgaria,BGR,2006,0.35,18,1
59192,"Republic of Bulgaria, Bulgaria",Bulgaria,BGR,2007,0.31,15,1
59193,"Republic of Bulgaria, Bulgaria",Bulgaria,BGR,2008,0.65,29,1
59194,"Republic of Bulgaria, Bulgaria",Bulgaria,BGR,2009,0.44,43,1
59195,"Republic of Bulgaria, Bulgaria",Bulgaria,BGR,2010,0.46,53,1
59196,"Republic of Bulgaria, Bulgaria",Bulgaria,BGR,2011,0.34,37,1
59197,"Republic of Bulgaria, Bulgaria",Bulgaria,BGR,2012,0.39,36,1
59198,"Republic of Bulgaria, Bulgaria",Bulgaria,BGR,2013,0.43,33,1
59199,"Republic of Bulgaria, Bulgaria",Bulgaria,BGR,2014,0.43,29,1
59200,"Republic of Bulgaria, Bulgaria",Bulgaria,BGR,2015,0.53,28,1
59201,"Republic of Bulgaria, Bulgaria",Bulgaria,BGR,2016,0.45,24,1
59202,"Republic of Bulgaria, Bulgaria",Bulgaria,BGR,2017,0.6,32,1
59221,"Republic of Burundi, Burundi",Burundi,BDI,2000,0.49,24,1
59222,"Republic of Burundi, Burundi",Burundi,BDI,2001,0.86,41,1
59223,"Republic of Burundi, Burundi",Burundi,BDI,2002,0.55,25,1
59224,"Republic of Burundi, Burundi",Burundi,BDI,2003,0.55,29,1
59225,"Republic of Burundi, Burundi",Burundi,BDI,2004,0.87,44,1
59226,"Republic of Burundi, Burundi",Burundi,BDI,2005,0.52,26,1
59227,"Republic of Burundi, Burundi",Burundi,BDI,2006,0.46,24,1
59228,"Republic of Burundi, Burundi",Burundi,BDI,2007,0.37,18,1
59229,"Republic of Burundi, Burundi",Burundi,BDI,2008,0.13,6,1
59230,"Republic of Burundi, Burundi",Burundi,BDI,2009,0.34,33,1
59231,"Republic of Burundi, Burundi",Burundi,BDI,2010,0.29,33,1
59232,"Republic of Burundi, Burundi",Burundi,BDI,2011,0.43,46,1
59233,"Republic of Burundi, Burundi",Burundi,BDI,2012,0.31,29,1
59234,"Republic of Burundi, Burundi",Burundi,BDI,2013,0.48,37,1
59235,"Republic of Burundi, Burundi",Burundi,BDI,2014,0.3,20,1
59236,"Republic of Burundi, Burundi",Burundi,BDI,2015,0.65,34,1
59237,"Republic of Burundi, Burundi",Burundi,BDI,2016,0.55,29,1
59238,"Republic of Burundi, Burundi",Burundi,BDI,2017,0.54,29,1
59257,"Republic of Cabo Verde, Cape Verde",Cape Verde,CPV,2000,0.12,6,1
59258,"Republic of Cabo Verde, Cape Verde",Cape Verde,CPV,2001,0.13,6,1
59259,"Republic of Cabo Verde, Cape Verde",Cape Verde,CPV,2002,0.22,10,1
59260,"Republic of Cabo Verde, Cape Verde",Cape Verde,CPV,2003,0.13,7,1
59261,"Republic of Cabo Verde, Cape Verde",Cape Verde,CPV,2004,0.12,6,1
59262,"Republic of Cabo Verde, Cape Verde",Cape Verde,CPV,2005,0.12,6,1
59263,"Republic of Cabo Verde, Cape Verde",Cape Verde,CPV,2006,0.17,9,1
59264,"Republic of Cabo Verde, Cape Verde",Cape Verde,CPV,2007,0.17,8,1
59265,"Republic of Cabo Verde, Cape Verde",Cape Verde,CPV,2008,0.11,5,1
59266,"Republic of Cabo Verde, Cape Verde",Cape Verde,CPV,2009,0.09,9,1
59267,"Republic of Cabo Verde, Cape Verde",Cape Verde,CPV,2010,0.15,17,1
59268,"Republic of Cabo Verde, Cape Verde",Cape Verde,CPV,2011,0.07,8,1
59269,"Republic of Cabo Verde, Cape Verde",Cape Verde,CPV,2012,0.02,2,1
59270,"Republic of Cabo Verde, Cape Verde",Cape Verde,CPV,2013,0.09,7,1
59271,"Republic of Cabo Verde, Cape Verde",Cape Verde,CPV,2014,0.16,11,1
59272,"Republic of Cabo Verde, Cape Verde",Cape Verde,CPV,2015,NA,NA,1
59273,"Republic of Cabo Verde, Cape Verde",Cape Verde,CPV,2016,NA,NA,1
59274,"Republic of Cabo Verde, Cape Verde",Cape Verde,CPV,2017,NA,NA,1
59293,"Republic of Cameroon, Cameroon",Cameroon,CMR,2000,0.1,5,1
59294,"Republic of Cameroon, Cameroon",Cameroon,CMR,2001,0.25,12,1
59295,"Republic of Cameroon, Cameroon",Cameroon,CMR,2002,0.22,10,1
59296,"Republic of Cameroon, Cameroon",Cameroon,CMR,2003,0.34,18,1
59297,"Republic of Cameroon, Cameroon",Cameroon,CMR,2004,0.22,11,1
59298,"Republic of Cameroon, Cameroon",Cameroon,CMR,2005,0.2,10,1
59299,"Republic of Cameroon, Cameroon",Cameroon,CMR,2006,0.21,11,1
59300,"Republic of Cameroon, Cameroon",Cameroon,CMR,2007,0.37,18,1
59301,"Republic of Cameroon, Cameroon",Cameroon,CMR,2008,0.07,3,1
59302,"Republic of Cameroon, Cameroon",Cameroon,CMR,2009,0.33,32,1
59303,"Republic of Cameroon, Cameroon",Cameroon,CMR,2010,0.13,15,1
59304,"Republic of Cameroon, Cameroon",Cameroon,CMR,2011,0.15,16,1
59305,"Republic of Cameroon, Cameroon",Cameroon,CMR,2012,0.18,17,1
59306,"Republic of Cameroon, Cameroon",Cameroon,CMR,2013,0.16,12,1
59307,"Republic of Cameroon, Cameroon",Cameroon,CMR,2014,0.4,27,1
59308,"Republic of Cameroon, Cameroon",Cameroon,CMR,2015,0.42,22,1
59309,"Republic of Cameroon, Cameroon",Cameroon,CMR,2016,0.38,20,1
59310,"Republic of Cameroon, Cameroon",Cameroon,CMR,2017,0.19,10,1
59329,"Republic of Chad, Chad",Chad,TCD,2000,0.1,5,1
59330,"Republic of Chad, Chad",Chad,TCD,2001,0.08,4,1
59331,"Republic of Chad, Chad",Chad,TCD,2002,0.11,5,1
59332,"Republic of Chad, Chad",Chad,TCD,2003,0.19,10,1
59333,"Republic of Chad, Chad",Chad,TCD,2004,0.93,47,1
59334,"Republic of Chad, Chad",Chad,TCD,2005,0.24,12,1
59335,"Republic of Chad, Chad",Chad,TCD,2006,0.39,20,1
59336,"Republic of Chad, Chad",Chad,TCD,2007,0.52,25,1
59337,"Republic of Chad, Chad",Chad,TCD,2008,0.38,17,1
59338,"Republic of Chad, Chad",Chad,TCD,2009,0.33,32,1
59339,"Republic of Chad, Chad",Chad,TCD,2010,0.3,34,1
59340,"Republic of Chad, Chad",Chad,TCD,2011,0.14,15,1
59341,"Republic of Chad, Chad",Chad,TCD,2012,0.19,18,1
59342,"Republic of Chad, Chad",Chad,TCD,2013,0.36,28,1
59343,"Republic of Chad, Chad",Chad,TCD,2014,0.57,38,1
59344,"Republic of Chad, Chad",Chad,TCD,2015,0.3,16,1
59345,"Republic of Chad, Chad",Chad,TCD,2016,0.44,23,1
59346,"Republic of Chad, Chad",Chad,TCD,2017,0.3,16,1
59365,"Republic of Chile, Chile",Chile,CHL,2000,0.41,20,1
59366,"Republic of Chile, Chile",Chile,CHL,2001,0.59,28,1
59367,"Republic of Chile, Chile",Chile,CHL,2002,0.42,19,1
59368,"Republic of Chile, Chile",Chile,CHL,2003,0.85,45,1
59369,"Republic of Chile, Chile",Chile,CHL,2004,0.79,40,1
59370,"Republic of Chile, Chile",Chile,CHL,2005,0.56,28,1
59371,"Republic of Chile, Chile",Chile,CHL,2006,0.56,29,1
59372,"Republic of Chile, Chile",Chile,CHL,2007,0.44,21,1
59373,"Republic of Chile, Chile",Chile,CHL,2008,1.05,47,1
59374,"Republic of Chile, Chile",Chile,CHL,2009,0.63,61,1
59375,"Republic of Chile, Chile",Chile,CHL,2010,1.8,207,1
59376,"Republic of Chile, Chile",Chile,CHL,2011,1.04,113,1
59377,"Republic of Chile, Chile",Chile,CHL,2012,0.43,40,1
59378,"Republic of Chile, Chile",Chile,CHL,2013,0.81,62,1
59379,"Republic of Chile, Chile",Chile,CHL,2014,0.28,19,1
59380,"Republic of Chile, Chile",Chile,CHL,2015,0.59,31,1
59381,"Republic of Chile, Chile",Chile,CHL,2016,0.64,34,1
59382,"Republic of Chile, Chile",Chile,CHL,2017,0.41,22,1
59401,"Republic of Colombia, Colombia",Colombia,COL,2000,0.75,37,1
59402,"Republic of Colombia, Colombia",Colombia,COL,2001,0.71,34,1
59403,"Republic of Colombia, Colombia",Colombia,COL,2002,0.92,42,1
59404,"Republic of Colombia, Colombia",Colombia,COL,2003,0.74,39,1
59405,"Republic of Colombia, Colombia",Colombia,COL,2004,0.69,35,1
59406,"Republic of Colombia, Colombia",Colombia,COL,2005,0.58,29,1
59407,"Republic of Colombia, Colombia",Colombia,COL,2006,0.45,23,1
59408,"Republic of Colombia, Colombia",Colombia,COL,2007,0.56,27,1
59409,"Republic of Colombia, Colombia",Colombia,COL,2008,0.94,42,1
59410,"Republic of Colombia, Colombia",Colombia,COL,2009,0.7,68,1
59411,"Republic of Colombia, Colombia",Colombia,COL,2010,0.63,72,1
59412,"Republic of Colombia, Colombia",Colombia,COL,2011,0.42,45,1
59413,"Republic of Colombia, Colombia",Colombia,COL,2012,0.33,31,1
59414,"Republic of Colombia, Colombia",Colombia,COL,2013,0.43,33,1
59415,"Republic of Colombia, Colombia",Colombia,COL,2014,0.19,13,1
59416,"Republic of Colombia, Colombia",Colombia,COL,2015,0.55,29,1
59417,"Republic of Colombia, Colombia",Colombia,COL,2016,0.74,39,1
59418,"Republic of Colombia, Colombia",Colombia,COL,2017,0.3,16,1
59455,"Republic of Costa Rica, Costa Rica",Costa Rica,CRI,2000,0.16,8,1
59456,"Republic of Costa Rica, Costa Rica",Costa Rica,CRI,2001,0.15,7,1
59457,"Republic of Costa Rica, Costa Rica",Costa Rica,CRI,2002,0.11,5,1
59458,"Republic of Costa Rica, Costa Rica",Costa Rica,CRI,2003,0.23,12,1
59459,"Republic of Costa Rica, Costa Rica",Costa Rica,CRI,2004,0.16,8,1
59460,"Republic of Costa Rica, Costa Rica",Costa Rica,CRI,2005,0.2,10,1
59461,"Republic of Costa Rica, Costa Rica",Costa Rica,CRI,2006,0.17,9,1
59462,"Republic of Costa Rica, Costa Rica",Costa Rica,CRI,2007,0.15,7,1
59463,"Republic of Costa Rica, Costa Rica",Costa Rica,CRI,2008,0.18,8,1
59464,"Republic of Costa Rica, Costa Rica",Costa Rica,CRI,2009,0.42,41,1
59465,"Republic of Costa Rica, Costa Rica",Costa Rica,CRI,2010,0.2,23,1
59466,"Republic of Costa Rica, Costa Rica",Costa Rica,CRI,2011,0.22,24,1
59467,"Republic of Costa Rica, Costa Rica",Costa Rica,CRI,2012,0.22,21,1
59468,"Republic of Costa Rica, Costa Rica",Costa Rica,CRI,2013,0.25,19,1
59469,"Republic of Costa Rica, Costa Rica",Costa Rica,CRI,2014,0.03,2,1
59470,"Republic of Costa Rica, Costa Rica",Costa Rica,CRI,2015,0.02,1,1
59471,"Republic of Costa Rica, Costa Rica",Costa Rica,CRI,2016,0.17,9,1
59472,"Republic of Costa Rica, Costa Rica",Costa Rica,CRI,2017,0.13,7,1
59563,"Republic of Cuba, Cuba",Cuba,CUB,2000,0.61,30,1
59564,"Republic of Cuba, Cuba",Cuba,CUB,2001,0.54,26,1
59565,"Republic of Cuba, Cuba",Cuba,CUB,2002,0.28,13,1
59566,"Republic of Cuba, Cuba",Cuba,CUB,2003,0.25,13,1
59567,"Republic of Cuba, Cuba",Cuba,CUB,2004,0.65,33,1
59568,"Republic of Cuba, Cuba",Cuba,CUB,2005,0.48,24,1
59569,"Republic of Cuba, Cuba",Cuba,CUB,2006,0.25,13,1
59570,"Republic of Cuba, Cuba",Cuba,CUB,2007,0.21,10,1
59571,"Republic of Cuba, Cuba",Cuba,CUB,2008,0.94,42,1
59572,"Republic of Cuba, Cuba",Cuba,CUB,2009,0.66,64,1
59573,"Republic of Cuba, Cuba",Cuba,CUB,2010,0.54,62,1
59574,"Republic of Cuba, Cuba",Cuba,CUB,2011,0.61,66,1
59575,"Republic of Cuba, Cuba",Cuba,CUB,2012,0.58,54,1
59576,"Republic of Cuba, Cuba",Cuba,CUB,2013,0.79,61,1
59577,"Republic of Cuba, Cuba",Cuba,CUB,2014,0.96,64,1
59578,"Republic of Cuba, Cuba",Cuba,CUB,2015,0.69,36,1
59579,"Republic of Cuba, Cuba",Cuba,CUB,2016,0.89,47,1
59580,"Republic of Cuba, Cuba",Cuba,CUB,2017,0.84,45,1
59653,"Republic of Djibouti, Djibouti",Djibouti,DJI,2000,0.61,30,1
59654,"Republic of Djibouti, Djibouti",Djibouti,DJI,2001,0.08,4,1
59655,"Republic of Djibouti, Djibouti",Djibouti,DJI,2002,0.2,9,1
59656,"Republic of Djibouti, Djibouti",Djibouti,DJI,2003,0.11,6,1
59657,"Republic of Djibouti, Djibouti",Djibouti,DJI,2004,0.24,12,1
59658,"Republic of Djibouti, Djibouti",Djibouti,DJI,2005,0.16,8,1
59659,"Republic of Djibouti, Djibouti",Djibouti,DJI,2006,0.54,28,1
59660,"Republic of Djibouti, Djibouti",Djibouti,DJI,2007,0.1,5,1
59661,"Republic of Djibouti, Djibouti",Djibouti,DJI,2008,0.18,8,1
59662,"Republic of Djibouti, Djibouti",Djibouti,DJI,2009,0.2,19,1
59663,"Republic of Djibouti, Djibouti",Djibouti,DJI,2010,0.2,23,1
59664,"Republic of Djibouti, Djibouti",Djibouti,DJI,2011,0.55,60,1
59665,"Republic of Djibouti, Djibouti",Djibouti,DJI,2012,0.16,15,1
59666,"Republic of Djibouti, Djibouti",Djibouti,DJI,2013,0.25,19,1
59667,"Republic of Djibouti, Djibouti",Djibouti,DJI,2014,0.18,12,1
59668,"Republic of Djibouti, Djibouti",Djibouti,DJI,2015,0.42,22,1
59669,"Republic of Djibouti, Djibouti",Djibouti,DJI,2016,0.25,13,1
59670,"Republic of Djibouti, Djibouti",Djibouti,DJI,2017,0.73,39,1
59689,"Republic of Ecuador, Ecuador",Ecuador,ECU,2000,0.43,21,1
59690,"Republic of Ecuador, Ecuador",Ecuador,ECU,2001,0.25,12,1
59691,"Republic of Ecuador, Ecuador",Ecuador,ECU,2002,0.33,15,1
59692,"Republic of Ecuador, Ecuador",Ecuador,ECU,2003,0.32,17,1
59693,"Republic of Ecuador, Ecuador",Ecuador,ECU,2004,0.32,16,1
59694,"Republic of Ecuador, Ecuador",Ecuador,ECU,2005,0.36,18,1
59695,"Republic of Ecuador, Ecuador",Ecuador,ECU,2006,0.23,12,1
59696,"Republic of Ecuador, Ecuador",Ecuador,ECU,2007,0.27,13,1
59697,"Republic of Ecuador, Ecuador",Ecuador,ECU,2008,0.72,32,1
59698,"Republic of Ecuador, Ecuador",Ecuador,ECU,2009,0.28,27,1
59699,"Republic of Ecuador, Ecuador",Ecuador,ECU,2010,0.39,45,1
59700,"Republic of Ecuador, Ecuador",Ecuador,ECU,2011,0.26,28,1
59701,"Republic of Ecuador, Ecuador",Ecuador,ECU,2012,0.11,10,1
59702,"Republic of Ecuador, Ecuador",Ecuador,ECU,2013,0.18,14,1
59703,"Republic of Ecuador, Ecuador",Ecuador,ECU,2014,0.15,10,1
59704,"Republic of Ecuador, Ecuador",Ecuador,ECU,2015,0.19,10,1
59705,"Republic of Ecuador, Ecuador",Ecuador,ECU,2016,0.85,45,1
59706,"Republic of Ecuador, Ecuador",Ecuador,ECU,2017,0.11,6,1
59725,"Republic of El Salvador, El Salvador",El Salvador,SLV,2000,0.04,2,1
59726,"Republic of El Salvador, El Salvador",El Salvador,SLV,2001,0.52,25,1
59727,"Republic of El Salvador, El Salvador",El Salvador,SLV,2002,0.15,7,1
59728,"Republic of El Salvador, El Salvador",El Salvador,SLV,2003,0.17,9,1
59729,"Republic of El Salvador, El Salvador",El Salvador,SLV,2004,0.1,5,1
59730,"Republic of El Salvador, El Salvador",El Salvador,SLV,2005,0.28,14,1
59731,"Republic of El Salvador, El Salvador",El Salvador,SLV,2006,0.08,4,1
59732,"Republic of El Salvador, El Salvador",El Salvador,SLV,2007,0.1,5,1
59733,"Republic of El Salvador, El Salvador",El Salvador,SLV,2008,0.11,5,1
59734,"Republic of El Salvador, El Salvador",El Salvador,SLV,2009,0.34,33,1
59735,"Republic of El Salvador, El Salvador",El Salvador,SLV,2010,0.35,40,1
59736,"Republic of El Salvador, El Salvador",El Salvador,SLV,2011,0.34,37,1
59737,"Republic of El Salvador, El Salvador",El Salvador,SLV,2012,0.02,2,1
59738,"Republic of El Salvador, El Salvador",El Salvador,SLV,2013,0.05,4,1
59739,"Republic of El Salvador, El Salvador",El Salvador,SLV,2014,0.12,8,1
59740,"Republic of El Salvador, El Salvador",El Salvador,SLV,2015,NA,NA,1
59741,"Republic of El Salvador, El Salvador",El Salvador,SLV,2016,0.08,4,1
59742,"Republic of El Salvador, El Salvador",El Salvador,SLV,2017,NA,NA,1
59761,"Republic of Equatorial Guinea, Equatorial Guinea",Guinea,GIN,2000,NA,NA,1
59762,"Republic of Equatorial Guinea, Equatorial Guinea",Guinea,GIN,2001,NA,NA,1
59763,"Republic of Equatorial Guinea, Equatorial Guinea",Guinea,GIN,2002,0.04,2,1
59764,"Republic of Equatorial Guinea, Equatorial Guinea",Guinea,GIN,2003,0.06,3,1
59765,"Republic of Equatorial Guinea, Equatorial Guinea",Guinea,GIN,2004,0.1,5,1
59766,"Republic of Equatorial Guinea, Equatorial Guinea",Guinea,GIN,2005,0.08,4,1
59767,"Republic of Equatorial Guinea, Equatorial Guinea",Guinea,GIN,2006,0.12,6,1
59768,"Republic of Equatorial Guinea, Equatorial Guinea",Guinea,GIN,2007,0.17,8,1
59769,"Republic of Equatorial Guinea, Equatorial Guinea",Guinea,GIN,2008,0.13,6,1
59770,"Republic of Equatorial Guinea, Equatorial Guinea",Guinea,GIN,2009,0.11,11,1
59771,"Republic of Equatorial Guinea, Equatorial Guinea",Guinea,GIN,2010,0.02,2,1
59772,"Republic of Equatorial Guinea, Equatorial Guinea",Guinea,GIN,2011,0.12,13,1
59773,"Republic of Equatorial Guinea, Equatorial Guinea",Guinea,GIN,2012,0.13,12,1
59774,"Republic of Equatorial Guinea, Equatorial Guinea",Guinea,GIN,2013,0.05,4,1
59775,"Republic of Equatorial Guinea, Equatorial Guinea",Guinea,GIN,2014,0.07,5,1
59776,"Republic of Equatorial Guinea, Equatorial Guinea",Guinea,GIN,2015,0.19,10,1
59777,"Republic of Equatorial Guinea, Equatorial Guinea",Guinea,GIN,2016,0.13,7,1
59778,"Republic of Equatorial Guinea, Equatorial Guinea",Guinea,GIN,2017,0.09,5,1
59833,"Republic of Fiji, Fiji",Fiji,FJI,2000,0.16,8,1
59834,"Republic of Fiji, Fiji",Fiji,FJI,2001,0.02,1,1
59835,"Republic of Fiji, Fiji",Fiji,FJI,2002,0.02,1,1
59836,"Republic of Fiji, Fiji",Fiji,FJI,2003,0.09,5,1
59837,"Republic of Fiji, Fiji",Fiji,FJI,2004,0.26,13,1
59838,"Republic of Fiji, Fiji",Fiji,FJI,2005,0.12,6,1
59839,"Republic of Fiji, Fiji",Fiji,FJI,2006,0.29,15,1
59840,"Republic of Fiji, Fiji",Fiji,FJI,2007,0.21,10,1
59841,"Republic of Fiji, Fiji",Fiji,FJI,2008,0.18,8,1
59842,"Republic of Fiji, Fiji",Fiji,FJI,2009,0.38,37,1
59843,"Republic of Fiji, Fiji",Fiji,FJI,2010,0.22,25,1
59844,"Republic of Fiji, Fiji",Fiji,FJI,2011,0.51,55,1
59845,"Republic of Fiji, Fiji",Fiji,FJI,2012,0.75,70,1
59846,"Republic of Fiji, Fiji",Fiji,FJI,2013,0.59,45,1
59847,"Republic of Fiji, Fiji",Fiji,FJI,2014,0.39,26,1
59848,"Republic of Fiji, Fiji",Fiji,FJI,2015,0.21,11,1
59849,"Republic of Fiji, Fiji",Fiji,FJI,2016,0.38,20,1
59850,"Republic of Fiji, Fiji",Fiji,FJI,2017,0.24,13,1
59941,"Republic of Ghana, Ghana",Ghana,GHA,2000,0.55,27,1
59942,"Republic of Ghana, Ghana",Ghana,GHA,2001,0.5,24,1
59943,"Republic of Ghana, Ghana",Ghana,GHA,2002,0.63,29,1
59944,"Republic of Ghana, Ghana",Ghana,GHA,2003,0.23,12,1
59945,"Republic of Ghana, Ghana",Ghana,GHA,2004,0.57,29,1
59946,"Republic of Ghana, Ghana",Ghana,GHA,2005,0.52,26,1
59947,"Republic of Ghana, Ghana",Ghana,GHA,2006,0.79,41,1
59948,"Republic of Ghana, Ghana",Ghana,GHA,2007,0.79,38,1
59949,"Republic of Ghana, Ghana",Ghana,GHA,2008,0.4,18,1
59950,"Republic of Ghana, Ghana",Ghana,GHA,2009,0.4,39,1
59951,"Republic of Ghana, Ghana",Ghana,GHA,2010,0.39,45,1
59952,"Republic of Ghana, Ghana",Ghana,GHA,2011,0.6,65,1
59953,"Republic of Ghana, Ghana",Ghana,GHA,2012,0.81,76,1
59954,"Republic of Ghana, Ghana",Ghana,GHA,2013,0.65,50,1
59955,"Republic of Ghana, Ghana",Ghana,GHA,2014,0.85,57,1
59956,"Republic of Ghana, Ghana",Ghana,GHA,2015,0.59,31,1
59957,"Republic of Ghana, Ghana",Ghana,GHA,2016,0.83,44,1
59958,"Republic of Ghana, Ghana",Ghana,GHA,2017,1.07,57,1
59995,"Republic of Guinea-Bissau, Guinea-Bissau",Guinea-Bissau,GNB,2000,0.02,1,1
59996,"Republic of Guinea-Bissau, Guinea-Bissau",Guinea-Bissau,GNB,2001,0.02,1,1
59997,"Republic of Guinea-Bissau, Guinea-Bissau",Guinea-Bissau,GNB,2002,0.02,1,1
59998,"Republic of Guinea-Bissau, Guinea-Bissau",Guinea-Bissau,GNB,2003,0.06,3,1
59999,"Republic of Guinea-Bissau, Guinea-Bissau",Guinea-Bissau,GNB,2004,NA,NA,1
60000,"Republic of Guinea-Bissau, Guinea-Bissau",Guinea-Bissau,GNB,2005,0.04,2,1
60001,"Republic of Guinea-Bissau, Guinea-Bissau",Guinea-Bissau,GNB,2006,0.04,2,1
60002,"Republic of Guinea-Bissau, Guinea-Bissau",Guinea-Bissau,GNB,2007,0.06,3,1
60003,"Republic of Guinea-Bissau, Guinea-Bissau",Guinea-Bissau,GNB,2008,NA,NA,1
60004,"Republic of Guinea-Bissau, Guinea-Bissau",Guinea-Bissau,GNB,2009,0.04,4,1
60005,"Republic of Guinea-Bissau, Guinea-Bissau",Guinea-Bissau,GNB,2010,0.13,15,1
